source_id,support summary,deny summary,query summary,comment summary
580339547269144576,,The Germanwings plane crashed.,The pilots called 911.,There is a lot of misinformation about the flight.
580339825649291264,The news is bad for the families.,,,The plane crashed in the Alps.
580340476949086208,The plane crashed.,,There was no news on the plane.,There is a lot of news about the plane crash.
580348081100734464,The plane crashed in France.,,Germanwings confirm 144 people died in the crash.,The plane crashed in Spain. It was carrying 144 passengers and 6 crew.
580352273001410560,,I don't know what to say.,Pascal has a problem with the autopilot.,There was a distress call from Airlivenet.
580360165540642816,Richelle's record is not perfect.,,,
580371845997682688,,,,There is a lot of turbulence in the air.
580882341880446977,BuzzFeed doesn't mention if it's the co-pilot in the report.,,,There is a problem with the way he is behaving.
581047170637381632,,,There is a lot of talk about how to solve problems.,
581063377226637312,,,,
581153923987206146,,,It's not clear why he would want to take others with him.,A suicide bomber killed 150 people.
581290271997968384,The Co-Pilot of Germanwings Airbus was MUSLIM.,,There is no mention of being a Muslim.,The pilot of the plane was killed by a bomb.
581293286268129280,,The pilot of Germanwings was a Muslim.,The following is a transcript of the conversation.,There is a lot of hate towards Muslims.
581359544682614784,The pilot was not happy with the situation.,,He is a Muslim.,There is a lot of talk about depression in the media.
581386094337474560,,,,The USATODAY team is looking for a way to solve the problem.
581473088249958400,The man in the photo is a muslim.,,,
5938df,,,,There is a lot of talk about the death rate in Korea.
5l23au,,,,There is a lot of illegal voting in California.
5mkmg1,,,,There is a lot of misinformation in the article.
5qzxep,,,,The battery is no longer needed.
5tk0zx,There is a problem with the fact that every sailor has to watch a video about it.,,,It was the ordnancemen who put the bombs on.
5vvv51,,,,There are no regulations regarding the media.
5yp0yt,,,,I don't own a kettle.
63uefi,,,,The president of the United States is making a lot of money.
644j1f,,The hair on the back of the head has been cut off.,,There is a lot of rubbish on Reddit.
66yxyf,,There is a lot of carbon dioxide in the atmosphere.,,It's a joke.
6a4cji,There are two seasons left.,,,The first episode of the series is scheduled for July 17th.
6hb6b3,There is no water in the house.,There is no proof that this is true.,,The earth is flat.
6jk9iq,There is a lot of magic in the world.,There is no reason why you shouldn't do something.,,There is no need to worry about it.
6m1mwg,,There is a problem with the way people behave.,,"The answer to this question is ""2 + 2""."
6o9ozz,,,,There is a difference between the first and second stages of the rocket.
6rimvf,,It's certainly not true today.,The source of the link is not clear.,
758159624122097664,Sampepper has a problem with drugs.,Sampepper doesn't want to talk about her.,Sampepper has a problem with sexual assault.,Kane's friend is a rapist.
763098277986209792,,There is a problem with the way the internet works.,NatShupe is getting shock treatment.,Natasha's doctor told her about her condition.
764927075522260992,Donald Trump is ill.,Alex Jones is lying to the public.,The secret service doesn't exist.,There is a lot of hype about Alex Jones.
767725956706414592,There is a lot of misinformation about Hillary's health.,Brian has a medical condition. He is lying about it.,There is a lot of misinformation about Hillary's campaign.,Giuliani has a lot of problems with mental health.
768859780240773121,Hillary Clinton is unfit for office.,,,Hillary's car is too low for her.
769988636754505729,There is a lot of talk about the election.,PrisonPlanet thinks she had a fake pickle stunt.,PrisonPlanet has tweeted to Pretty Paul.,Hillary doesn't want to talk to the press.
774165935041093633,,,The name of the person is Larry.,Sheila is a bad person.
774991078265094144,Hillary passed out at the 9/11 Memorial Ceremony.,Hillary is fine.,The funeral director is following Hillary.,Hillary Clinton is not fit to be president.
775057555865206784,,,There is no cure for the disease.,She is suffering from Parkinson's disease.
784071228248109057,It's a good thing she didn't do it.,,,Hillary Clinton is a hypocrite.
784118929799073793,,,,Hillary Clinton has a lot of money.
784216706080178176,,,There is a lot of work to be done.,Hillary is not going to be president.
784316107645603840,,,,Hillary Clinton wants to win the election.
78sxy7,,Sticking to the same routine as before does not cause arthritis.,,There is a lot of noise in the air.
7d28gk,,,,There is a three-strikes law in California.
7g16as,,,,Donald Trump has a lot of money.
7hrc7n,,,,Owen is not happy with the way the government treats him.
7imq99,Rhodes wants to destroy Western Civilization.,I don't know what to do with this.,There are many students at the university.,There is a problem with the internet. It's a sign of a dying society.
7jkthr,,There is a lot of talk about how to solve problems.,,It's a fake news article.
7p7cq,The government was formed by the leaders of various factions.,,,This is disgraceful.
7z11oi,,,,It's been a while since we've had a phone call.
828933929080086528,,The news is fake.,,
830469481621241857,There is a lot of misinformation about the election.,Apple's CEO is coming.,,Donald Trump is a racist.
83ddtk,,There is no fee for using the US dollar.,The answer is yes.,There is a tax on the US dollar.
852844529778601985,,,The bomb was dropped on Syria.,TODAYshow has sent a video of Donald Trump's bomb attack.
872300483272114177,He was a bit of a jerk.,,I don't know what to say to him.,SandiBillington has never seen a tornado before.
872367878871408640,A friend of mine sent me a video.,It's been a while since I've seen the news.,The weather forecast is accurate.,There is a lot of bad news about this video.
879j1c,In Russia it's not always easy to find a place to live.,There is a lot of talk about New Zealand.,,There is a problem with the way people behave in Australia.
892781499103277056,,It's not a good idea.,The incident happened in Assam.,
897502435593265152,,,,
897715873145913344,Dawg has a lot of work to do.,,,Donald Trump and Melania Trump are going to meet tomorrow.
8d6h5t,There is no requirement to do anything at home.,I don't know if it's true or not.,,I'm not aware of this. I just do it out of habit.
8e86kt,,,,It depends on the type of battery
8efswb,,,,There is a lot of sex between men and women.
8gp0d7,,I don't know what to do.,,I can't breathe through both nostrils.
8i274x,There is a lot of talk about sex.,,,Donald Trump has a lot of problems with his girlfriend.
8j9s33,The study shows that children are less likely to be born than adults.,,There is no evidence that illegal immigrants commit crimes.,There is a lot of misinformation about illegal immigration.
8lkwd7,,,,I don't know how to use a laptop.
8lwt83,,,There are a lot of applicants for the visa.,It's not easy to get into the US because of the cost of education.
8m9y0o,,,,I had a headache and couldn't taste anything.
8n9173,,,There is a reason why people sleep on their left side.,There is no evidence for the effect of the magnetic field on human health.
8unvgg,,,,There is a lot of work to be done in the state.
8yktu5,,In the press conference earlier today he said he was opening Turnberry the day before Brexit.,,Donald Trump is coming to Scotland on 23rd June.
901939374375370752,There is a lot of talk about politics.,The photo is from 2016.,,Jim Kuther is calling for the police to stop the protest.
902006921523331073,,There was no mention of the road blocked.,,There's a lot of traffic down there.
902134516575346688,Invisible Man is a man.,Invisibleman has posted a fake photo of himself and his friends.,Yoga has a lot of potential.,Invisibleman sent a picture of a shark.
902224586967621633,Jemmy Vasser is a shark expert.,Jimmyvasser has posted a fake photo of a hurricane.,,Jimmyvasser has a fish in his living room.
902542822540173314,There is a lot of drama in the world today.,,,Bruni has a lot of work to do.
902595384635043840,,There is a lot of fake news out there.,,
903336023362547715,,,I don't know if the water is safe.,Lilly donated 7 million to charity.
903528113631584256,,,,There is a lot of pressure on people to pay for their insurance.
904111594912841729,,Carolde has a lot of work to do.,Hillary Clinton and Barack Obama disagree on what to do.,Carolde congratulates Harry on his birthday.
904200288059494400,,,,There is a problem with rats.
904725019372253184,,The man in the photo is in Canada.,,The summer camps are closed.
904727149747326977,,,,
904762977185808385,There is no water in the house.,,,Mr. ChuckD thinks it's a good idea to invest in inflatable structures.
905161219274940416,,There is a fake news story about a protest in Houston.,,There is a lot of violence in the city.
905290355796533252,,,,The storm is coming.
905541650541420546,,,There is a problem with the way I write.,There is a new law in place that allows the government to buy from citizens.
905590451876634624,,,,
905600465160810497,Donald Trump is not happy with the way he behaved.,,,There is a lot of money in the bank.
905682058621616128,,,,Paine is upset about the lack of support from the media.
906170027937849345,,,,I don't want to give up my guns.
907697675184885760,There is a reason why people are stealing.,,,The Red Cross cancelled their banquet at Trump's Mar-a-Lago.
909084965035487232,,,,"The name ""Majestic"" is a reference to the name of a woman."
909982405167067136,,,It's a good idea to share the news with others.,Hillary hates Americans.
910024540578869248,,There is a lot of fake news out there.,,Hillary Clinton sent a video of herself and her friends to CNN.
910121722149527552,,,,Hillary is a good person.
914582144952995840,,,,Jim Bates disagrees with him.
914684276477710336,Lrihendry @SpecialKMB1969 @SandraTXAS @ChooseToBFree.,Lrihendry @SpecialKMB1969 @SandraTXAS @ChooseToBFree.,Sandra and her friends are going to choose the best option for their lives.,Lrihendry @SpecialKMB1969 @SandraTXAS @ChooseToBFree.
919231965471105024,,,,There is a lot of bad news about the country.
934715071757819904,,,,Lalit KModi sends a video to Kenyan traffic.
934828842505723904,Gidi has a lot of work to do.,,The bird was paid for by Gidi traffic.,Gidi_Traffic and Kenyan traffic are going to fight each other.
934q6t,,,,There is a lot of iodine in salt.
935577591850979329,,,There is no way to stop this from happening.,There is a lot of bad news about North Korea.
938787800974950400,,,,Grizzly has a lot of work to do.
938o5h,,,,The Pyramid of Giza is a pyramid.
939234401681944576,The bill passed by the House of Representatives would eliminate the tax on the wealthy.,,,Kellyanne doesn't like Donald Trump.
940078473061609472,,There is no such thing as fake news.,The fire started because of climate change.,The US government shut down Al Quida's website because of a terrorist attack.
941305217454403584,,,,Hanzala has a lot of work to do.
944339600998326274,It was amazing.,,,Irum47 shares a photo of a golden eagle.
945845194699759616,Donald Trump is disappointed with his life insurance policy.,,,The Onion doesn't believe in God.
951976286301204480,The bill passed by the House of Representatives.,,,There is no funding for the project.
986750534886424576,,,,I don't know what to say about her.
986801053168488449,There's a video of Darph saying something about her.,,,There was a lot of bad news about the situation.
987323105524768769,,,,She is the first person in history to get married.
987801763850809344,,,,Barbara didn't like the way she was treated.
ayn70,,,,I haven't applied for citizenship yet.
wfajw,,,,There is a lot of speculation about who is going to be president.
xn2bn,,,,There is no evidence that Obama is a racist.
