source_id,support summary,deny summary,query summary,comment summary
544290258951892992,@WSJ : Central Sydney shut down by police amid ongoing hostage situation.,,,@WSJ : WSJ : WSJ : WSJ : WSJ : WSJ : WSJ : WSJ : WSJ : WSJ : WSJ : WSJ : WSJ : WSJ : WSJ : WSJ : WSJ : WSJ : WSJ : WSJ : WSJ : WSJ : WSJ
544291804057960448,@TheAnonMessage: #SydneyFlag Event.,,@TheAnonMessage,@TheAnonMessage : Hostage pressed against a window.
544291965513134080,,@noplaceforsheep @SharriMarkson.,@SharriMarkson @australian dad?,@SharriMarkson @australian @sharriMarkson.
544292129972170752,Message from @theanon.com.,@TheAnonMessage : 'I'm not a muslim',@theada_shchoenberger7_____________________________________________________________________________________________________,@designnotdrum @TheAnonMessage Interesting.
544292670336925696,,Message @TheAnonCafe.com.,,"@TheAnonMessage @AnonymousKenya1 Abbott hat es schon geschafft, es ist nicht fertig gestellt."
544293753130082305,"@RT_com... eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh",RT_com.,@RT_com hat mehr als hundert Kinder getötet als deren Opfer.,@RT_com I hate terrorism and I am worried about the people of our western civilisation.
544294893146091520,#sydney tonight : Ongoing hostage situation in Sydney café.,,@BBCWorld?,@BBCWorld. @PolitiBunny @BBCWorld.
544297696308518912,@FoxNews: 13 people are being held hostage in a shop in sydney.,"@foxNews hat nichts mit dem zu tun, was ISIS oder Al Queda tun werden.","@FoxNews hat es gerade geschafft, die Situation in Sydney zu erwähnen.",@FoxNews @FoxNews @FoxNews @cnnbrk.
544301453717041152,,,,@PzFeed @PzFeed @slyKenste @PzFeed.
544305540286148609,,,,@DailyMailAU @DailyMailAU @DailyMailAU @Joeleigh41.
544305745416581120,,,,AFP's LIVE REPORT :
544306402731507712,,,,@CBCAlerts.
544306719686656000,@WilliamsJon @ladyma.,@williamsJon.,@sassafras_Knob.,@WilliamsJon @morgfair :). @WilliamsJon.
544309275141885952,@RT_com :,"@RT_com - "" Almost 50 hostages"".",,@Simbad_Reb : a video game. @NijatK @Simbad_Reb.
544310853613281281,@7NewsSydney @Y7News Duh : The Sydney cafe siege may be part of a larger plot.,@7NewsSydney @Y7News.,,@7NewsSydney @Y7News. @7NewsSydney @Y7News.
544314234541469696,RT @mashable : Uber intros surged in downtown Sydney during hostage siege $URL$ $URL$ $URL$ $URL$ $URL$ $URL$,.,"@mashable @techAU : ""............",@mashable : Uber intros surge pricing in downtown Sydney during hostage siege $URL$ $URL$.
544315472075042818,,,@FoxNews.,@FoxNews @FoxNews. @FoxNews @sydney.
544319274072817664,"Ray Hadley : ""It was a good idea to have a good time with the gunman,"" he said.",@tomsteinfort @channel9.,@tomsteinfort @9NewsAUS.,@tomsteinfort @9NewsMelb.
544319832486064128,"@AP : ""It's about a moron, a moron, a moron, a moron, a moron, a moron.","@AP : ""We don't know if it's politically motivated""",@AP : Warum es dann politisch motiviert ist?,@senFeinstein is headed to the u.s. to be able to surrender.
544324444773433348,"@mashable : Uber has hiked prices in Sydney to "" encourage more drivers to come online & pick up #Symbian.",@mashable Whaaat.,,@mashable - I am a fan of the'mashable'.
544328894812549121,@Perseus009 @aprilritchey @RT_com.,@RT_com - a suicide belt - a suicide belt. @psc96180_pablo.,@RT_com @aprilritchey @aprilritchey @aprilritchey @aprilritchey @aprilritchey @aprilritchey @aprilritchey @aprilritchey @aprilritchey @aprilritchey @aprilritchey @aprilritchey @aprilritchey @aprilr,@RT_com @aprilritchey. @psc96180_pablo @aprilritchey.
544329935943237632,@el1nor @ehammonds @uber_sydney is still covering the cost of all rides.,@beck_sullivan @fri6ken @uber_sullivan.,@Uber_Sydney is paying for rides? @mtaTra is a free service.,@Uber_Sydney @mtats. @uber_Sydney @mtats. @uber_Sydney @mtats @uber_sydney @mtats @uber_sydney @uber_sydney @uber_sydney @uber_sydney @uber_sydney @uber_sydney @uber_sydney @
544333764814323713,"@princekhattab @PhillipSmyth Ok, ich habe es gelesen, ich habe es nicht gelesen.",,@princekhattab @princekhattab.,"@princekhattab @majanahi @princekhattab : "" if you can read this it's a religion of peace... it's a tiny minority but sadly not so."
544350567183556608,,,@774melbourne.,"@Xenojay hat es geschafft, es zu tun."
544350712365207552,@dailytelegraph #SydneySiege :,,http://www.dailytelegraph.com/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/,
544352727971954690,ms. edward.,@breakingNews @stvlles @breakingnews.,@BreakingNews @abcnews #let it be a great war.,@breakingNews @abcnews.
544358533819420672,@CNN @BreakingNewsKE O Lord @Gurmeetramrahim Save All Hostage.,cnni : a cnni opportuniste.,cnni: 'I'm not a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is,@cnni @BreakingNewsKE O Lord @Gurmeetramrahim Save All Hostage @cnni @cnni @cnni @cnni @cnni @BreakingNewsKE O Lord @Gurmeetramrahim Save All Hostage @cnni @cnni @cnni @cnni @cnni @cnni @cnni @B
544358564484378624,:,,?,
544367462012432384,"@FoxNews hofft, dass die baddies nicht auf die sozialen Medien zugreifen können, wenn sie sich auf Isis verlassen.",,@FoxNews: police confirm 3 hostages escape Sydney cafe.,@FoxNews.
544374511194632192,"Warum hat man es nicht geschafft, sich in der Lage zu befinden?",@ABC?,,"@ABC - oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh,"
544380742076088320,@carolinemarcus.,,,@carolinemarcus @nswpolice. @carolinemarcus @nswpolice.
544381485591982083,@TroyBramston @channeltennews.,@srod009 @channeltennews & a styre #ISIL.,,"@troyBramston @channeltennews is the same as "" call to Ray Hadley by "" POI ""."
544382892378714113,@BuzzFeedO : Five Hostages Escape Sydney Cafe Siege.,,@BuzzFeedNews : 5 Hostages Escape Sydney Cafe Siege.,@BuzzFeedOz : Five Hostages Escape Sydney Cafe Siege $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL
544391176137089024,cnni: Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM.,,.,"@cnni, he's not a terrorist. @cnni, he's not a terrorist."
544391533240516608,,,,@AJEnglish : 5 hostages escaped the besieged Lindt Cafe in #Sydney | su cara lo dice.
544399927045283840,,@drusudy @BBCBreaking is a problem in the world and you are a false statement.,@BBCBreaking.,@BBCBreaking @BBCBreaking @BBCNewsAus. @BBCBreaking @BBCBreaking @BBCBreaking @BBCBreaking @BBCBreaking @BBCBreaking @BBCBreaking @BBCBreaking @BBCBreaking @BBCBreaking @BBCBreaking @BBCBreaking @BBCBreaking @BBCBreaking @BBCBreaking @BBC
544462330105712640,:.,@smh @smh @smh @smh @smh @smh @smh @smh @smh @smh @smh @smh @smh @smh @smh @smh @smh @smh @smh @smh @smh @smh @smh @smh @smh @smh @smh @smh @,@smh hardly admonishment.,@onewaymule87 @smh @ZJGarred. @leftocentre @smh @zJGarred.
544476808566276097,@SkyNews @Asher_Wolf I just saw one of the videos here on @CBSThisMorning.,@SkyNews.,@tikikate @CBSThisMorning.,@SkyNews @nickmargerrison @skyNews @skyNews @skyNews @skynews_nickmargerrison.
544491151118860289,,@MuhBooLu shit shit.,,@PzFeed @MuhBooLuLu @PzFeed.
544504183341064192,'It's a good thing that you have a good time.,,,@staronline.
544510450101415936,Einige weitere otage fliehen aus dem Café unter Belagerung in Sydney.,,@BBCBreaking A gunshot heard.,@BBCBreaking : Several more hostages flee from cafe under siege in Sydney.
544511199702822913,,,@7NewsSydney @MarkSteynOnline.,@7NewsSydney @MarkSteynOnline.
544512108885725184,@TexasJew : scumbag hat a 'failure' scumbag.,,@TexasJew Again.,@9NewsSyd @marilynmaupin.
544512664769396736,"RT_com : police enter #Lindt cafe, hostages flee $URL$ #s.",,@MatthiasMeisner Das nenne ich mal handfesten Sensationsjournalismus.,: 'I'm not a fan of the tv'
544512676643500033,,,,@SkyBusiness you guys had the slowest report in the world.
544512910538838016,,,@FoxNews?,@FoxNews - Hopefully they will get free chocolate for life.
544513524438155264,,,,@guardiannews @robcrilly #illridewithyou.
544514564407427072,,,,@DailyMailAU @MailOnline.
544514570367168512,@FoxNews : #SydneySiege : #FoxNews.,.,@FoxNews Ist er noch mort.,@FoxNews.
544515538383564801,@Joyce_Karam @ravi_layer.,,@Joyce_Karam.,@Joyce_Karam @blackrepublican - a'shorty' - a'sick man'.
544517264054423552,,,,@9NewsSyd : #BREAKING : Police have confirmed that the #SydneySiege is over.
544518335019229184,@AusNewsNetwork: At least two people have died following the #SydneySiege.,@richellecox.,@AusNewsNetwork.,@AusNewsNetwork @1000FormsOfGlen omg nooo.
544520042810200064,,,,@timsullivan23 : #sydneysiege is over.
544520273718812672,@Angus_OL.,@Angus_OL.,Angus_OL Angus!,@Angus_OL @vanilIapayne.
552783667052167168,,j0nathandavis.,@TradeDesk_Steve A French crime of passion or another heathen moslem atrocity?,mrs. mrs. mrs.
552785375161499649,@independent How dreadful is this?,,,@Independent on the fact that this may have something to do with the freedom of speech - $URL$.
552788945017516032,',,@tnewtondunn @mehdirhasan What could be the other way?,@tnewtondunn @mehdirhasan @mjhsinclair @tnewtondunn.
552791196247269378,"@cnni 11 : At least 10 killed in shooting at a french satirical newspaper. @cnni 11 : ""We're a good guy, a good guy, a good guy, a good guy, a good guy, a good guy, a good guy, a good guy, a good guy, a good guy, a good guy, a good guy, a good guy, a good guy, a good guy,",@cnni 11 killed his own son & daughter bcz authority.,,@cnni @cnni.
552791578893619200,: Elf people were killed in a shooting at the offices of a satirical magazine.,@guardian_Charlie Hebdo______________________________________________________________________________________________________,,@guardian : Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates $URL$. @guardian : Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo.
552792544132997121,,,@RajaChemayel @cpjskippy @independent.,@smallthunderdog @independent is an invitation to go fuck yourself.
552792802309181440,@AFPphoto: #CharlieHebdo - 11 dead including 2 police in Paris shooting.,,http://www.aspx.com/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/f,RT @AFPphoto #CharlieHebdo - 11 people were killed in the attack.
552792913910833152,@FRANCE24: At least 11 dead in shooting at HQ of #CharlieHebdo in #Paris.,,,@FRANCE24.
552793679082311680,: 11.,,,@Telegraph @WilliamMolinie : @telegraph @williamMolinie. @telegraph @williamMolinie : @telegraph @williamMolinie.
552802654641225728,RT @thei100 : 12 dead and gunmen still at large $URL.,,@thei100 @independent don't do it.,@thei100 @Independent your readers love multiculturalism so they can look forward to this in the UK soon.
552805488631758849,@cnnbrk @daliaChai @cnnbrk @cnnbrk @cnnbrk @cnnbrk @daliaChai @cnnbrk @cnnbrk @cnnbrk @cnnbrk @cnnbrk @cnnbrk @cnnbrk @cnnbrk @cnnbrk @cn,@daliaChai @cnnbrk - if they lose cause of truth.,,@cnnbrk. cnnbrk.
552806309540528128,@LePoint : #CharlieHebdo : #Red4Mira @MartinRJay.,@MartinRJay.,,@Colvinius @SuzanneCarbone @LePoint. @Colvinius @LePoint.
552806757672964097,@AP: 12 confirmed dead in #CharlieHebdo attack in Paris.,@USATODAY @AP.,,@USATODAY @AP seb 746138 -> $URL$.
552810448324943872,@RT_com ISLAMIC SCHOLARS SHOULD COME FORWARD TO END'JIHAD '!,@RT_com screamed a lot like the ones who screamed #religion.,,@RT_com : @RT_com : @RT_com.
552811386259386370,@WSJ : At least 12 dead in the Paris shooting.,@WoodsJJ.,,@WSJ : At least 12 dead in the Paris shooting. @CNBC : @heyTammyBruce elPresidente.
552814494381256704,@SputnikInt : #CharlieHebdo's editor-in-chief was killed in attack-Magazin.,@SputnikInt @RosieBarton Looks like Rick Mercer,,@SputnikInt : #CharlieHebdo's editor-in-chief was killed in the u.s.
552816020403269632,,http://www.mjrharris.com/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr,,@mjrharris_forum.com/mjrharris_forum.com/mjrharris_forum.
552821069036670976,RT @HuffPostUK : 4 #CharlieHebdo cartoonists killed:,,,@HuffPostUK @CEMB_forum. @HuffPostUK : 4 #CharlieHebdo cartoonists killed.
552832817089236992,: @MashableNews.,,,@MashableNews :). @mashableNews :).
552833028201144320,,,,@RT_com......................................................
552834961762709505,,,,"@RT_com @GargiRawat Mam, i hope the French get all the "" foreign Legion"" on their ass and put the crosshairs where they should be.."
552848620375261184,@Slate : Witnesses say the Charlie Hebdo gunmen identified themselves as members of al-Qaida.,@jasonCwaite $URL$,@slate_f.jpg?,@slate @slate @slate @slate @slate @slate @slate @charlie_Hebdo_ @slate @slate @slate @slate @slate @slate @slate @slate @slate @slate @slate @slate @slate @slate @slate @slate @slate @slate @slate @slate @slate @slate @slate @slate @slate @slate @slate @s
552978099357237248,"@tmpear @HenryEChang : ""It's a great idea to have a look at the world of tmpear.",,,ms. tmpear #JeSuisCharlie $URL$ #France
552978184413921281,#Juliamacfarlane: #Banksy's take on #CharlieHeads.,,,@juliamacfarlane $URL
552982613288157184,:,,,@MelanieTait : Banksy says #JeSuisCharlie in a beautiful way ( vi @MelanieTait :
552984502063337472,,: #UPDATE: Three men including two brothers identified in France newspaper attack.,,@AFP Go to hell #CharlieHebdo
552996335319007233,@tonyjdell @Mama4Obama1 @JeffersonObama,@tonyjdell @No_Idteaots @JeffersonObama.,,@Mama4Obama1 @JeffersonObama1 @JeffersonObama I'm not a real tonyjdell.
553107921081749504,@MikeRodNews @mcnn.com,NBCNews @TODAYshow.,,@NBCNews.
553152395371630592,@LucilleClerc $URL$ via @amolrajan #charlieHebdo.,,@BBCtrending @canayasa @Luc,@BBCtrending @LucilleClerc @sven10hove @LucilleClerc.
553160652567498752,": ""It's a shame that I'm not a fan of the'sacramental' sacrament.",:,,@ABC is a shaming.
553164985460068352,#CharlieHebdo reportedly fired shots while robbing a.,,@SkyNews.,@SkyNews.
553184482241814530,,@juliamacfarlane + 1.,@juliamacfarlane @dr.,@juliamacfarlane @dangillmor. @juliamacfarlane @dangillmor.
553197863971610624,@andreemurphy @independent.,,@Independent.,@independent.. #independent. #independent. #independent. #independent. #independent. #independent. #independent. #independent. #independent. #independent. #independent. #independent. #independent. #independent. #independent. #independent. #independent. #independent. #independent. #independent. #independent. #
553212962044149761,,,@MelissaBellF24 How stupid $URL$,@melissaBellF24 @breakingNews @AFP @melissabellF24.
553221600955621376,,,,@ArmedResearch @mattdpearce RIP Clarissa
553461741917863936,@BBCWorld #FreePalestine #freeSyri #freePalestine #freeSyri #freeSyri #freePalestine #freeSyri #freeSyri #freeSyri #freeSyri #freeSyri #freeSyri #freeSyri #freeSyri #freeSyri #freeSyri #freeSyri #freeSyri #freeSy,@bloggi @BBCWhat a Fuck head u are a bloggi head u.,@BBCWorld #JeSuisCharlie NO.,@BBCWorld #JeSuisAhmed #JeNeSuisPasCharlie.
553467311261503488,,,,@BBCChrisMorris tats adrift of the two hebdos.
553470492565602305,,,@telegraphNews?,@twillnurse.
553474188259102720,,,@NBCNews / Warum haben sie nicht etwas getan?,@NBCNews @mcnn. @NBCNews @mcnn.
553476490315431937,,,,@MailOnline @SarahHarris.
553476880339599360,,@hempembassy.,,
553478289474740224,": 'I'm not going to be a good guy,'",,,@RTLFrance @Reuters will be judged by the measures it takes once the ceremonies r over $URL$.
553480082996879360,,@BBCBreaking by prosecutor saying no on shootings.,,@BBCBreaking @BBCWorld.
553486439129038848,@FoxNews #JeSuisCharlie #UnsuissfulFrancePolice #DammartinEn,Sky News hat GIGN Aircraft in the sky.,,@FoxNews : 'FoxNews' : 'FoxNews' 'FoxNews' 'FoxNews' 'FoxNews' 'FoxNews' 'FoxNews' 'FoxNews' 'FoxNews' 'FoxNews' 'FoxNews' 'FoxNews' 'FoxNews
553489393202499584,@TIME : Paris Murder Suspects Cornered with Hostage $URL$ the criminals and rescue the hostages please.,,,@TIME NM - Sends electric waves to girls and threaten them.
553501357156876290,"BBCBreaking hat es geschafft, einen Märtyrer zu ermorden.","@BBCBreaking #CharlieHebdo suspects "" prepared to die as martyrs "", they tell police they would still be murderers.",,"@BBCBreaking - they are assassinated. they are a'matter', they are'matters'."
553503184174710784,#CharlieHebdo.,"RT_com - es wird nicht so sein, dass sie sterben - sondern dass sie es sind.",,@RT_com @ecmagenda @RT_com.
553505242554175489,bcum satans aftr death.,,..,@cnni : i'm not sure if i'm going to be a martyr. @cnni : i'm not sure if i'm going to be a martyr.
553506608203169792,@BBCBreaking well said!,,@BBCBreaking.,@BBCBreaking @aqayehich. @BBCBreaking.
553508098825261056,@NBCNews.,@kwjpn @NBCNews...,,@NBCNews @WikileaksTruck they want to be killed. @NBCNews they want to be martyrs.
553512735192141826,,@SkyNewsBreak.,,@SkyNewsBreak.
553518472798683136,@AP : Official : French terror suspects want to be martyrs. are holed up with hostage north of Paris.,,,@AP @AP @AP.
553531413459660800,@SkyNewsBreak ist eine wirklich traurige Situation.,,@SkyNewsBreak.,@SkyNewsBreak :).
553534838880608256,: #BREAKING Gunman in policewoman killing in new Paris.,,"AFP hat es geschafft, die es zu tun hat.",@AFP : #BREAKING Gunman in policewoman killing suspected in new york.
553535829017370625,@FRANCE24 - At least five hostages in Paris.,,,@FRANCE24 @HarrietBaldwin - announcing the..
553538058440941568,kosher market in Paris.,,,@AP : 'Past for a hostage-taking at kosher market in Paris'.
553543369604210689,@BklynMiddleton : 'It's a good idea to have a good time with my husband',,@BklynMiddleton is broken and there is no rewind function.,@BklynMiddleton.
553544252563935234,@FoxNews : @AFP @FoxNews : @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @FoxNews,!,,@FoxNews @AFP : @foxNews.
553544694765215745,ms. ed.,,,@JulienPain @FRANCE24 faces of evil.
553548567420628992,@ShirazMaher @DimaV.,@ShirazMaher Officials have confirmed that the deli is linked to #Charlie.,@ShirazMaher @nickKristof.,@intelwire @ShirazMaher @nickKristof.
553549686129561600,MT @RT_com : Who buys Gunman at kosher grocery store?,,,@RT_com : @genlady9 @RT_com. he's a kosher grocery store. he's a savage.
553550301886955520,"@Reuters : a person seriously wounded, six taken hostage in incident at kosher supermarket in Paris.",,@Reuters - are the six hostages and one seriously wounded in addition to the reports of two killed?,@Reuters 2 confirmed dead in a shooting in east Paris.
553553288625672192,,,"AFP: ""I don't know what it is like to be a hostage-taker""",@FilaMagnus @AFP : @AFP. @AFP : @faidaMagnus @AFP.
553558982476828674,,,@AvitalLeibovich?,"@avitalLeibovich @tcwittes - oh no, i'm just going to the demo."
553561170637238272,RT @AP : Police order all shops closed in famed Jewish neighborhood in central Paris far from attacks.,: 'I'm not sure what to do with the'sad',RT @AP : Police order all shops closed in famed Jewish neighborhood in central Paris far from attacks.,@AP : Police order all shops closed in famed Jewish neighborhood in central Paris far from attacks. @AP : police order all shops closed in famed Jewish neighborhood in central Paris far from attacks.
553566026030272512,"@ABC : ""It's a good idea to have a good time with the world""",,@VeraSweeney.,@ABC @maryyasmine.
553575232867672064,@AP : a gunman holding at least 5 hostages on a paris market.,,,@AP... a chicken... a... a...... a..........................................................................................................................................
553576010898497536,@slone #Gunman at Paris store threatens to kill hostages if #CharlieHebdo suspects.,WSJ: 'Is there any kind of communication between the suspects?,,@WSJ : Breaking : Gunman at Paris store threatens to kill hostages if #CharlieHebdo suspects #sarkozy.
553579224402235393,@daviddadadadada.,@cnni.,@cnni.,@cnni - a non-violent way to stop the terrorists from surrendering. @cnni - a kosher / a cnni.
553586860334010368,@KayBurley.,,@KayBurley @PaulineMBarten Killers?,@KayBurley good news - a great day!
553586897168392192,@France24_en @slone : Both Charlie Hebdo suspects killed as police storm building.,,,@France24_en @Sonia_Dridi.
553587013409325058,#BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault.,: ''I'm not a fan of the '''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''',"Sollten Sie sich dies wünschen, dann wenden Sie sich bitte an mich.",@Callum_SR @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP @AFP
553587303172833280,@cnnbrk : Police taking people out of #Paris grocery where hostages were being held. $URL$.,cnnbrk: Is it possible for this to end with no more innocent lives lost?,,@cnnbrk : police taking people out of #Paris grocery where hostages were being held.
553587672137334785,"AFP : ""CharlieHebdo gunmen have been killed""",,@SkyNewsBreak @UKlPVoter is a good start to the day.,@SkyNewsBreak @gazsc : suspected #CharlieHebdo gunmen have been killed. @skyNewsBreak @gazsc : a good idea to send a copy of #CharlieHebdo gunmen to the countries the supported as a sign.
553588178687655936,@HuffingtonPost.,,@HuffingtonPost.,@HuffingtonPost : #CharlieHebdo suspects killed $URL$!
553589051044151296,AFPphoto: Einige israelische Geiseln haben ihren Platz freigelassen.,,,@AFPphoto : Several hostages freed at Jewish supermarket in Paris.
553590459688570880,@AFPphoto : Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP $URL$.,AFPPhoto: Thomas Samson #AFP $URL$.,,afpphoto @mrjustinmac.
553590835850514433,": 'The saxophones are not a good thing,' says a report.",@dano1980mufc @SkyNews.,@SkyNews.,"@SkyNews : Hostage-taker in supermarket siege killed, reports say. @SkyNews : Hostage-taker in supermarket siege killed."
576276947648405505,"""Moscow"" cables talk of an operation planned by ""dissidents"" in #Russia to overthrow Putin.",- A sunni muslim / tschetschenien ultranationalist w / ties to the tschetschenian.,,
576319832800555008,utin is in absence due to girlfriendAlina giving birth $URL$ $.,,www.russian_market.com> www.russian_market> www.russian_market> www.russian_market> www.russian_market> www.russian_market> www.russian_market> www.russian_market> www.russian_market> www.russian_market>,@russian_market @L0gg0l makes sense.
576323086888361984,"@BBCDanielS, a tabloid.",,BBCDanielS - a clinic in the Swiss capital.,@BBCDanielS plus d'informations directes.
576513463738109954,@MailOnline!,,,@MailOnline.
576755174531862529,,RT @RussianEmbassy nefte a 13 min @Marcus_Reynolds.,@jimgeraghty.,@karmacamilleon1 @irishspy @jimgeraghty $URL$.
576796432730071040,@taw333 Emm I never tagged the user.,"@batchelorshow Keep in mind "" Unconfirmed ""... I have no idea what to say.",@ShaunyNews.,@batchelorshow.
576812998418939904,maNkomo16 @scofield_fx Mazaltov!,,,@Scofield_Fx
576829262927413248,,@andersostlund @RFERL.,@andersostlund What are your thoughts on #whereIsPutin?,@RFERL @RFERL @RFERL @RFERL @RFERL @RFERL @RFERL @RFERL @RFERL @RFERL @RFERL @RFERL @RFERL @RFERL @RFERL @RFERL @RFERL @RFERL @RFERL @RFERL @RFERL @RFERL @RFERL @RFERL @RFERL @RFERL @RFERL @RFERL @
577258317942149120,,,,@PatOndabak I'm not sure if he's going with the world's largest nuclear arsenal.
580319078155468800,@BBCBreaking : Germanwings Airbus A320 crashes in French Alps near Digne $URL$. @BBCBreaking : Germanwings Airbus A320 crashes in French Alps near Digne $URL$.,BBCBreaking: Germanwings A320 crashes in French Alps near Digne $URL$.,,@dorome80 @missWitch2310.
580319184652890113,148 passengers were on board the #GermanWings A320.,,@rConflictNews @arabiya_Eng?,148 passengers were on board #GermanWings Airbus A320.
580320684305416192,: 'I'm not going to be a good guy',,,@NYCAviation the 1st and only tweet I've seen referencing the ICAO identifier $URL$.
580321156508577792,,,,@LucyHockingsBBCWorld.
580322453928431617,@ajenews.com.,,,"@germanwings war der co-pilote Christian - denn er hat es nicht geschafft, es zu tun."
580323060533764097,,,,
580324027715063808,,,,@ChannelNewsAsia : JUST IN : Germanwings plane crashes in southern France.
580325090367315968,the autopilot was not set to 100 feet.,@flightradar24 @isobelroe.,@flightradar24 isn't a flight high.,@flightradar24 @isobelroe. @flightradar24 @isobelroe.
580326222107951104,,,http://www.aspx.com/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/f,@UlrichJvV :)...................................................
580331561398108160,@thatjohn @RAeSTimR.,,@thatjohn @planefinder.,@thatjohn @RunwayGirl is a call for urgent assistance.
580332109782466561,@AirSmolik - qnd then depression etc.,,,"@AirSmolik @abundare78, a cabin depressurisation, a descent rate of ALT."
580333763512705025,"@BBCBreaking $URL$ in Barcelonette, französisches.",,,@BBCBreaking @fhollande.
580333909008871424,tseymat - a plane that crashed in the middle of the world.,,,@tseys!
580339547269144576,,"@mashable : ""Mayday'is a good thing...",@mashable?,@mashable : @mashable.
580339825649291264,"@volkz_20, a terrible news for all the victims' families.",,,@NBCNews : #Germanwings passenger plane crashes in French Alps with 148 onboard $URL$ $URL$.
580340476949086208,@foxandfriends @douchey : 148 feared dead in crashed #Germanwings flight.,,@foxandfriends..,@foxandfriends 144 Passengers and 6 Crewmembers.
580348081100734464,#Germanwings : 144 passengers & 6 crew on board.,,RT @BBCBreaking #Germanwings confirms 144 ppl & 6 crew on FLT #4.,"@BBCBreaking @claudiapapo : ""I know I know... but I know I can't be driven..."
580352273001410560,@airlivenet...,"'Mayday','RT.",@airlivenet @pascalSyn @airlivenet.,@airlivenet was the last distress call that was sent from the cockpit of flight #4. @airlivenet was a classic.
580360165540642816,@RichelleVHP_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fr,@RichelleVHP @France24_en @FRANCE24.,,
580371845997682688,,,@airlineReporter.,@airlineReporter.
580882341880446977,@buzzfeednews.,,,@BuzzFeedNews?
581047170637381632,,,@henkvaness.,
581063377226637312,,,.,
581153923987206146,... a sacramento.,@FoxNews.,@FoxNews.,@FoxNews.
581290271997968384,@gatewaypundit. I knew it. I knew it. I just knew it.,,@NoahWehrman @gatewaypundit.,@gatewaypundit @NoahWehrman @gatewaypundit I knew it was a young pilot.
581293286268129280,@daxtonbrown @ShamNaarai.,@daxtonbrown @AnewTrackrecord : How would you know the pilot?,@daxtonbrown @shamnaarai @anewtrackrecord.,@daxtonbrown @AnewTrackrecord.
581359544682614784,@Reuters #GermanWingsCrash #Germanwings.,Reuters.,@Reuters.,@Reuters @adalbertoscaio @GermanWingsCrash. @Reuters @adalbertoscaio.
581386094337474560,,@edWardMDBlog @USATODAY.,@khjelmgaard Him and millions of others.,@khjelmgaard #USATODAY @khjelmgaard #FlyNoseDoors #USATODAY @khjelmgaard #fly#andreasLubitz.
