source_id,all_0 summary,all_1 summary,all_2 summary,all_3 summary
544513524438155264,There is no such thing as too much money.,Reebok is from Pakistan.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
544514564407427072,The writer is a freelance journalist.,Theresa is a freelance journalist.,The writer is a freelance journalist.,"According to Wikipedia, the article is:"
544514570367168512,There is no update on the case.,The police are on the way to a crime scene.,There's a new video on Fox News.,The video is from Fox News.
544515538383564801,There is a man accused of sexual assault.,Karam is not a terrorist.,Libya is mad at him.,Joyce is looking for a job.
544517264054423552,Sydney siege is over.,Sydney is safe and sound.,The investigation into Sydney siege is over.,Sydney is over.
544518335019229184,At least 5 people have died in Sydney.,The following people have died recently.,It's what's happened to the guy.,The following are the results of the poll.
544520042810200064,There is no such thing as too much information.,The conversation is over on Twitter.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
544520273718812672,Angus is angry at the world.,It's been a long day for Angus.,Angus shares a video with his friends.,"It's over, but the pain is still there."
552783667052167168,There is a lot of noise in Jerusalem.,"There is no such thing as ""anti-Semitism"".",It's a crime of passion.,There is no such thing as a free lunch.
552785375161499649,There is no such thing as too much information.,There is no such thing as free will.,There is no such thing as freedom of speech.,(http://www.washingtonpost.com/
552788945017516032,@tnewtondunn wants to know why people are attacking her on Twitter.,@tnewtondunn wants to know if freedom of speech is a good thing.,@tnewtondunn and @mehdirhasan are wrong.,@mjhsin follows @tnewtondunn on Twitter.
552791196247269378,A message is being sent by email.,At least 10 people were killed and 5 injured.,There's a war going on in Afghanistan.,At least 10 people were killed in Paris.
552791578893619200,11 people were killed in a shooting in Paris.,Eleven people were shot at the offices of satirical magazine.,11 people were shot at the offices of satirical magazine.,The Internet is full of lies.
552792544132997121,There are 11 dead on the Internet.,The Internet is full of contradictions.,There is no such thing as an invitation.,Raja is in London now.
552792802309181440,There was a shooting in Paris.,There was a terrorist attack in Paris.,There was a shooting in Paris.,The following files are available to download.
552792913910833152,There was a shooting in France.,There was a shooting in Paris.,There is no such thing as too much information.,There is no such thing as too much information.
552793679082311680,The following is a link to the article.,The photo of William is from Twitter.,Telegraph.co.uk reports.,"""I don't want to go to sleep."
552802654641225728,Theresa is still at large.,There was a shooting in Paris.,There's a lot to learn about Islam.,Theresa is still at large.
552805488631758849,@cnnbrk and @hassanbasmer are angry about the attack on Charlie Hebdo.,@cnnbrk and @DaliaChai are making fun of Muslims.,Hassanbasmer and Cnnbrk don't believe in freedom of speech.,Hassan Basmer believes that Islam is not a religion but a way of life.
552806309540528128,Colvinius and LePoint are angry at Charlie and the cartoonists.,There is no excuse for killing Muslims.,There's a difference between satire and defamation.,Colvinius is defending his right to free speech.
552806757672964097,One person has been killed in the attack in Paris.,There are 4 comments on the post.,@USATODAY is not about political correctness.,The deadline for getting health insurance has passed.
552810448324943872,There is a war going on in Afghanistan.,The URL to this article is http://www.rt.com/,There is no place for violence in Islam.,It's a trap for people with no sense of humour.
552811386259386370,There is a lot of violence in the Middle East.,At least 12 people were killed in Paris.,There was a shooting in Paris.,The actions of some people are beyond comprehension.
552814494381256704,Hebdo's editor-in-chief has died.,Hebdo's editor-in-chief was killed.,Sputnik is doing everything to protect.,Hebdo's editor-in-chief has died.
552816020403269632,On Twitter @mjrharris,On Twitter @mjrharris,The writer is a freelance journalist.,There is no moral justification for their actions.
552821069036670976,HuffPost is on Facebook.,HuffPost shares a video of a cartoon about children being killed.,HuffPost is on Twitter.,HuffPost is on Facebook.
552832817089236992,The man was shot by a police officer.,A man was shot and killed by police.,There is no such thing as a happy ending.,There is no such thing as too much information.
552833028201144320,There's a war going on in Syria.,There is no such thing as a good deed.,The URL of this post is not available at the time of writing.,The number of people who die each day is increasing.
552834961762709505,The Internet is a wonderful thing.,It's a good thing it's raining.,There is a link to Noopur's website.,There is a problem with the internet.
552848620375261184,There is a terrorist attack in Turkey.,The terrorists have identified themselves as members of al-Qaida.,There is no such thing as a free lunch.,There is no such thing as a free lunch.
552978099357237248,"According to Wikipedia, it's worth $",There's a lot to see in Paris.,It is not by chance that she found it.,(http://www.washingtonpost.com/
552978184413921281,On Twitter @juliamac,Banksy's got it right.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
552982613288157184,There is no such thing as too much money.,There is no such thing as too much money.,There is no such thing as too much money.,There is no such thing as too much money.
552984502063337472,The following people died in the attack.,"According to Wikipedia, Charlie died of cancer.",(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
552996335319007233,There is no evidence that there is a war on Muslims.,Obama is not a fan of religion.,Obama has been given an opportunity to change the world.,The Internet is a wonderful thing.
553107921081749504,There are no problems with the website.,There is no such thing as too much information.,There's an explosion in a restaurant.,There is no such thing as too much information.
553152395371630592,@BBCtrending shares a funny video with Lucille.,The tweet is by @BBCtrending.,Lucille shares her opinion on Twitter.,Lucille shares a funny video on Twitter.
553160652567498752,Kareem is wanted in Paris.,There's a man with a knife at the crime scene.,There is no such thing as too much information.,There's no place like home.
553164985460068352,They are trying to change the world.,They are just using people to kill them.,There's a fight going on at a petrol station.,There is no such thing as Islam.
553184482241814530,Juliamac is a member of the police force.,@juliamacfarlane @,@juliamacf is a journalist.,@dangillmor and @juliamacf
553197863971610624,The last person killed was a Muslim.,There's a link to the article.,Islam is a religion of peace.,There was an emphasis on religion in Islam.
553212962044149761,There is no such thing as too much information.,It's not going to happen.,Melissa is a reporter for BuzzFeed News.,It is a matter of when it will happen.
553221600955621376,Arndt Ellinger/Getty Images,On Twitter @mattdavis,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
553461741917863936,There is no such thing as a free lunch.,There's a war on for your mind.,There is no such thing as a perfect world.,There is no such thing as too much information.
553467311261503488,There are two ways to solve a problem.,It's time to take them to court.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
553470492565602305,It's too late to change anything.,There is no such thing as a free lunch.,The following files are available in French.,There's more to come on this topic.
553474188259102720,They're looking for the culprits.,There is a link to this article on Medium.,There is no such thing as a perfect world.,There's a war on for your head.
553476490315431937,There is no such thing as too much information.,Theresa is a freelance journalist.,There is no such thing as too much information.,Two people were killed in a car crash.
553476880339599360,The following files are available to download.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
553478289474740224,France will be judged by the results of the elections.,France is the source of all terrorist attacks.,There was a shooting in Paris.,Sydney is a writer and broadcaster.
553480082996879360,There was a shootout in the area.,There's a fight going on in Paris.,The post was originally published on BBC News.,The internet is a dangerous place.
553486439129038848,The flight from Paris to London is cancelled.,There is no such thing as a free lunch.,The police have taken a suspect into custody.,There is no need to worry about Charlie.
553489393202499584,Theresa is a freelance journalist.,There's a lot of stuff going on in the world.,There's a war on for your mind.,There's a fight going on in Paris.
553501357156876290,They are getting frustrated and they should have died.,"They are not the murderers, as they say.","There's nothing to see here, only cowards.",They will be martyred.
553503184174710784,They will not die as they are.,There is no such thing as a free lunch.,There are people who do not believe in God.,They don't want to see their faces.
553505242554175489,Nobody wants to talk about it.,There is no such thing as free will.,There are people out there trying to do a good job.,There's a lot of work to do.
553506608203169792,The BBC is going to broadcast live.,The BBC broke a story about a car chase.,Breaking news is good for business.,The BBC is a joke.
553508098825261056,There's nothing wrong with NBC.,It's time to kill them.,They don't want to be heroes.,There is no such thing as a free lunch.
553512735192141826,There is no connection between the two events.,There's more to this story than meets the eye.,There was no mention of finding the shooter.,There is no such thing as too much information.
553518472798683136,It's not easy to find a good photographer.,The suspects are holed up in Paris.,@AP wants to know what is happening in Paris.,The French want to be martyrs.
553531413459660800,There is a break in the conversation.,"It's not a matter of if, but when.",There was a shooting at a gas station.,Break is good and will follow.
553534838880608256,There is no such thing as free will.,There is a man in Paris.,There was a shooting in Paris.,There's a problem in France.
553535829017370625,There are at least five hostages in Paris.,There are at least five hostages in Paris.,It's time to make a declaration.,It's all part of a plan.
553538058440941568,There was a shooting at the kosher market in Paris.,There was a shooting at the kosher market in Paris.,There was a shooting at the kosher market in Paris.,There was a shooting at the kosher market in Paris.
553543369604210689,Middleton is having a baby.,The conversation is broken and there is no rewind.,There is no such thing as a nice cat.,There is no such thing as a perfect world.
553544252563935234,At least 2 people were killed in Paris.,The team is on the run.,There is no such thing as free will.,There is a hostage situation in Paris.
553544694765215745,There was a shooting in Montrouge.,There is no such thing as too much information.,There is no such thing as a free lunch.,(http://www.washingtonpost.com/
553548567420628992,Shiraz has just confirmed the connection between them.,There is a link to a story about a terrorist attack.,Shiraz confirms that the incident is connected to the Internet.,Shiraz wants to know what people think about the situation.
553549686129561600,There's a fight going on in Paris.,There is no right or wrong way to do things.,There's a fight going on in the supermarket.,There is a man who wants to kill people.
553550301886955520,Innocent person was shot dead in Paris.,One person was killed and another injured in the incident.,There were no injuries in the incident.,There are no more hostages in the city.
553553288625672192,There is a hostage situation in Paris.,The situation is not as good as it seems.,It's not all about the same thing.,Magnus is delusional and has a lot of problems.
553558982476828674,Leibović is on Twitter.,Leibović is on Twitter.,Leibović is a journalist.,"If I were Jewish, I would be called Avital."
553561170637238272,All shops in central Paris are closed as a precaution.,All shops in central Paris are closed.,All shops in Paris are closed.,"The answer to the question ""What is the right answer?"" is """
553566026030272512,The following files are available to download.,It's time to celebrate Christmas.,The show is on at 7:30.,It's not a good idea.
553575232867672064,There is no such thing as too much information.,"The game is over, but the players are still playing.",The situation in Paris is getting worse.,There is no such thing as too much information.
553576010898497536,There's a fight going on in Paris.,There's a war on for control of the Internet.,There's a fight going on in Paris.,There's a fight going on in Paris.
553579224402235393,There is no way to end this situation.,There's a new song by,@marrty96 wants to know what happened at the meeting.,The Internet is alive and well.
553586860334010368,Burley got what he wanted.,There's nothing to worry about at the moment.,There's a fight going on in Burley.,There's a war going on in Europe.
553586897168392192,There's a fight going on in France.,There are no prisoners in France.,There is no such thing as too much information.,Troy is an artist. He lives in France.
553587013409325058,Paris is safe after the hostage-taking.,Charlie is safe and unharmed.,Callum is on Twitter now.,Callum is on Twitter @callum_
553587303172833280,Police are taking people out of the supermarket.,The police are taking people out of the supermarket.,Police are taking people out of the store.,There was a fight in a supermarket.
553587672137334785,Two people have been shot dead in Paris.,Charlie has been shot and killed by unknown gunmen.,Break and send a copy of the news to @gaz.,There is no need to worry about terrorism.
553588178687655936,There is no evidence to support the claim.,Huffington Post reports that the suspects were killed.,Huffington Post has a link to the article.,Huffington Post reports that a man has died.
553589051044151296,A man is detained at a supermarket in Paris.,A man is detained at a supermarket in Paris.,A man is being held at gunpoint in Paris.,On Twitter: @matthewkirk
553590459688570880,Several hostages were freed at the Jewish supermarket in Paris.,Several hostages were freed at the Jewish supermarket in Paris.,Several hostages were freed at the supermarket in Paris.,Some hostages were freed at the supermarket in Paris.
553590835850514433,A man has been shot and killed in Paris.,The man is wanted by the police.,There was a hostage situation in Paris.,It's all in the name of religion.
576276947648405505,Vladimir Putin is president of the Russian Orthodox Church.,There is talk of an uprising in Russia.,There is no such thing as too much information.,(http://www.washingtonpost.com/
576319832800555008,The Internet is a wonderful thing.,It's not a reliable source of information.,The following files are available to download.,There is no such thing as too much money.
576323086888361984,There is no such thing as a free lunch.,There is no such thing as too much information.,"It is difficult not to think of """,The following is a transcript of a podcast.
576513463738109954,There is no such thing as free will.,There is no such thing as a free lunch.,There was a lot of talk.,People are just making things up.
576755174531862529,@jimger is on Twitter.,"According to Wikipedia, it's not true.",They are letting us down on this one.,Jermaine is preparing to launch a new project.
576796432730071040,"According to him, there is no such thing as reality.",There's a war on for your mind.,Shauny is on Twitter.,The following is a link to a video.
576812998418939904,Scofield@gmail.com,Scofield is a writer and photographer.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
576829262927413248,Reebok is on Twitter.,What are your thoughts on this article?,There is no cure for cancer.,Tulip is a writer and photographer.
577258317942149120,There's a lot of shit going on in the world.,The man with the code is missing.,There is no such thing as too much information.,Vladimir Putin has died.
580319078155468800,Airbus A320 crashed in French Alps.,Airbus A320 crashed in French Alps.,There was a plane crash in the Alps.,There are no survivors in the world.
580319184652890113,"A plane crashed in the Alps, killing all on board.",There was a plane crash in South Africa.,The passengers were all on their way to the airport.,There's a lot going on in the world.
580320684305416192,There is no such thing as an accident.,The following is a list of current events.,The following files are available to download.,(http://www.washingtonpost.com/
580321156508577792,There are four people on the plane.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
580322453928431617,Ajen is a freelance journalist.,There is no such thing as a happy medium.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
580323060533764097,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
580324027715063808,A plane crashed in southern France.,A plane crashed in southern France.,A plane crashed in southern France.,(http://www.washingtonpost.com/
580325090367315968,"@flightradar24 and @isobelroe want to know if there's an emergency at 38,000 feet.",There was a crash on the way to the airport.,The autopilot is not working.,The autopilot was set to 100 feet.
580326222107951104,It was a difficult time for the families of the victims.,There's a lot of work to be done.,It's good to know that it was a mistake.,There is no such thing as a free lunch.
580331561398108160,There is a call for urgent assistance.,"The name of the show is ""The Voice"".",It's hard to explain what's going on on Twitter.,There is no such thing as a universal telephone number.
580332109782466561,Smolik is going to die soon.,There's no turning back now.,Smolik may refer to:,Smolik is not aware of where they are.
580333763512705025,The BBC is broadcasting live from Barcelona.,There was a plane crash in the Alps.,There was a plane crash in the Alps.,There was a plane crash in Barcelona.
580333909008871424,Romeo and Juliette are going to meet.,There are no survivors in this case.,My prayers are with them.,(http://www.washingtonpost.com/
580339547269144576,There is no such thing as an emergency number.,There was a problem with a phone call.,"There is a link to a website called """,The man behind the website has died.
580339825649291264,There was a plane crash in Germany.,A plane crashed in the Alps.,A plane crashed in French Alps.,A plane crashed in French Alps.
580340476949086208,There is no news about the plane crash.,The following is a link to a news article.,"A plane has crashed, killing all on board.",The children are not in control.
580348081100734464,There was a plane crash in France.,King Felipe VI of Spain cancels his visit to France.,There were 144 people on board the plane.,The BBC is breaking the news.
580352273001410560,The emergency call was sent from the cockpit.,Airlivenet has a problem with low oxygen levels.,Pascal wants to know how long it takes for the radio to be turned off.,There is a problem with the autopilot.
580360165540642816,Richelle is from France.,Richelle is not perfect.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
580371845997682688,There was a problem with the phone.,There is no such thing as too much information.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
580882341880446977,It doesn't matter if it's true or not.,There's something wrong with this photo.,It's raining cats and dogs.,The question is where his money is going.
581047170637381632,"According to Wikipedia, there is no such thing.","According to Wikipedia, it is:","According to Wikipedia, there is no such thing.",(http://www.washingtonpost.com/
581063377226637312,"According to Wikipedia, there is no such thing as",There is no such thing as too much information.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
581153923987206146,There's a lot at stake for Fox News.,There is no excuse for killing people.,A person could kill himself for no good reason.,@Eddie is an idiot.
581290271997968384,"According to Gebharder, it's true.",Noah shares his opinion on the subject.,Noah shares a video of a plane crashing.,There is no God but Jesus.
581293286268129280,The Internet is full of lies.,Anew follows @daxton on Twitter.,The author is a Muslim. He tweets @daxton.,There was a fight in the mosque.
581359544682614784,There is a link to a video of a man being tortured.,It's not easy to spot people with mental disorders.,There is no evidence that he was a Muslim.,"It's not about money, it's about freedom."
581386094337474560,There is no such thing as too much information.,"According to @kjelm,",@tinkalee is reporting.,Lubitz is on Twitter.
581473088249958400,The man in the picture is wearing a scarf.,It's not a good look.,It's not a surprise.,There is no such thing as too much information.
5938df,There's a lot of information in this article.,The death rate has been increased by 50%.,The following is a transcript of an interview.,It's not something that can be measured.
5l23au,There is a reason why people are not allowed to vote.,It's not a good idea to vote for Hillary.,There is no evidence to prove that there was a crime committed.,There's a poll asking if people should be paid to vote.
5mkmg1,There's a lot of information in this article.,There is no such thing as a right answer.,You would think this guy would know better.,There is an element of truth in this article.
5qzxep,There is no such thing as a free lunch.,There is no such thing as free will.,The only thing you need to worry about is a battery.,There are no longer any batteries in the phone.
5tk0zx,There is a video about this subject.,There's a problem with the internet.,The following files are available to download.,There's a war on for your mind.
5vvv51,There are no regulations on the internet.,There is no such thing as freedom of the press.,There is no such law in the US.,"There used to be a TV show called ""The News""."
5yp0yt,There is no need for an electric kettle.,Kettles are not necessary for drinking tea.,I don't need a kettle to make tea.,Some people in the UK don't drink tea.
63uefi,The president is taking it to the extreme.,George W. Bush made a lot of money while in office.,Mr. Trump has spent seven weekends at work since taking office.,There is no way a sitting president should be allowed to do all the work.
644j1f,There is no such thing as too much information online.,There is no such thing as perfection.,There's a lot of stuff that falls out of your mouth.,There is no such thing as too much money.
66yxyf,There is no such thing as too much information.,There is no such thing as a perfect picture.,There's a lot of shit on the Internet.,The number of volcanoes in the world is growing.
6a4cji,There are two episodes left in the series.,The meeting is taking place inside the building.,It's the last day of July.,Thanks for your support.
6hb6b3,There is no such thing as a perfect world.,There is no such thing as a perfect world.,The world is a flat place.,"The world is flat, but that doesn't mean that there are no other planets."
6jk9iq,"It doesn't matter how hard you try, it doesn't work.",It's true that some things happen for a reason.,There are many ways to improve one's health.,Haven't you heard about it yet?
6m1mwg,It depends on how much you're willing to sacrifice.,There is a lot of information here.,There is no such thing as too much water.,"The answer to the question is ""yes""."
6o9ozz,The first and second stages are used to get to the moon.,There is no way to prove the existence of the moon.,It's not easy to find a good video of Apollo.,It's not a good idea to have her watch that video.
6rimvf,I can't find the source of the information.,The number of women who have given birth is in the 50s.,There's more to this story than meets the eye.,That's what makes it worth reading.
758159624122097664,@sampepper and @Kane_,@sampepper is harassing her.,@sampepper needs to shut the fuck up.,@sampepper should be in jail.
763098277986209792,Nat is having problems with her eyesight.,The Internet is a wonderful thing.,Nat is sick and she's going to the hospital.,There is no such thing as too much information.
764927075522260992,Alex wants to know if there is a sale on infowars.,Alex doesn't want to talk about the election.,Jones is spreading lies about Hillary Clinton.,Alex believes that Trump is lying.
767725956706414592,@brianstelter is spreading lies.,@brianstelter and @fmanjoo think Hillary has an illness.,@brianstelter doesn't want to discuss Hillary's health.,"@brianstelter, @kurtbardella and @"
768859780240773121,Asam Julian tweets about Hillary Clinton's car.,@asamjulian thinks Hillary is having trouble with her car.,@asamjulian is worried about Hillary's health.,@asamjulian has a hard time using her phone.
769988636754505729,PrisonPlanet wants to know how long it will take her to get out of prison.,"Hillary is sick, so she can't hold a press conference.",Hillary has a lot of problems.,PrisonPlanet is angry with Hillary.
774165935041093633,She's a bitch and she needs to change her name.,There's a lot going on in the world today.,The name of the person with whom I have a problem is Larry.,A woman's name is important.
774991078265094144,Hillary Clinton has a medical condition.,@mitchellvii and @Goykhman think Hillary is in good health.,@mitchellvii wants to know why there is no medical report on Hillary.,Hillary Clinton is in a bad shape.
775057555865206784,@Portosj81 is suffering from insomnia.,@Portosj is on Twitter.,"It's not a joke, it's true.",@Portosj81 is on Twitter.
784071228248109057,Hillary Clinton is a hypocrite.,Hillary Clinton is exploiting the situation for personal gain.,It's all about Hillary's political agenda.,Jen is a hypocrite and doesn't care about human lives.
784118929799073793,"There is no money to buy, but there is a lot of time.",There is no such thing as too much information.,The woman is sick and she doesn't know why.,There's a woman who is going through a difficult time.
784216706080178176,@fox and friends are disappointed with her behaviour.,Hillary lost the election to Donald Trump.,Hillary is trying to capitalize on other people's pain.,@foxandfriends is not the first time she has done that.
784316107645603840,@foxandfriends is on Twitter.,@foxandfriends is not a good idea.,It's too late for Hillary.,Fox News is running a story about Hillary Clinton.
78sxy7,"It's not good for you, but it's not bad.",There's a problem with gas.,There is no cure for arthritis.,There are several studies that support this idea.
7d28gk,"There is a law in California that if you steal more than $1,000, you are guilty of a crime.",The law only applies to serious crimes.,"It costs $30,000 a year to keep someone from committing a crime.",The law doesn't give you a reason to break the law.
7g16as,There is a conspiracy to take money from people.,There is no evidence that Trump is involved in a conspiracy.,Donald Trump is worth $114 million.,Donald Trump has spent $10 million on travel since taking office.
7hrc7n,Owen is talking to the government.,There is no such thing as a perfect relationship.,The Prime Minister is running out of time.,It's not a good idea to lie to people.
7imq99,There is a lot of noise about students in the UK.,It's always funny to see Muslims complaining about their religion.,It's not true that students don't have a voice in politics.,There are no students at the university.
7jkthr,There is a link to the article.,This article is from the archive of our partner The Wire.,The election was won by Donald Trump.,This article is over a year old.
7p7cq,The first step in winning a game is to win.,There is no such thing as a free lunch.,The party was formed as a result of a vote.,There is no such thing as too much information.
7z11oi,It's been a while since I've posted anything.,There is no such thing as free will.,It doesn't work for some people.,Thanks for the review.
828933929080086528,On Twitter @yournewswire,On Twitter @gleb.,The link to the article is broken.,There is no such thing as a free lunch.
830469481621241857,TheOnion is an idiot.,Donald Trump has lied to the American people.,TheOnion thinks Mike is joking.,@TheOnion wants to know what to get him next.
83ddtk,What do you mean by that?,There is no such thing as a free lunch.,There is a tax on the use of money.,There is no tax on using the US dollar.
852844529778601985,@TODAYshow wants to know how many people are watching the show.,Today is Donald Trump's birthday.,@TODAYshow is showing a video of a terrorist attack.,@TODAYshow is having a show.
872300483272114177,@timescolonist and @SandiBillington think it was a tornado.,SandiBillington is from Texas.,@timescolonist and @SandiBillington are having a bad time.,@timescolonist has moved to a new place.
872367878871408640,It's raining in Cape Town.,Guy doesn't know if there is enough air.,Guy has sent a video from Cape Town.,Guy shares a video of a tornado.
879j1c,The author is from South Africa.,It used to be common. Now it's not.,The first thing the police tell you to do is to stay in your car.,There is more than one way to do something.
892781499103277056,I don't know how to do it.,"There is no such thing as ""no such thing"".","According to Wikipedia, it is:",The following files are available to download.
897502435593265152,It's too good to be true.,There is no such thing as too much money.,It's a beautiful day outside.,There is no such thing as too much information.
897715873145913344,Donald Trump's Twitter handle is @realDonaldTrump.,"It's true, it's true.",Ranger is a writer and photographer.,It will be interesting to see what happens.
8d6h5t,"It's not true, but it's not impossible.",That's what you do in a restaurant.,It's just what you are told.,There is no such thing as too much time.
8e86kt,It's time to let it go.,What would this be good for you?,It used to be true but it's not anymore.,It's been a while since I've blogged.
8efswb,There are more men than women in the world.,There is no such thing as too much time.,Women outnumber men by 65 to 1.,It's not easy to be a woman in China.
8gp0d7,Both nostrils can be used at the same time.,I have a sinus infection.,I can't breathe through my nose.,There's a problem with breathing through both nostrils.
8i274x,There is a link to this article on the Internet.,There's a lot going on in the world.,There is no evidence to support this claim.,There is no evidence that a conspiracy exists.
8j9s33,Illegal immigrants don't commit crimes.,"Marijuana is illegal, but it's not a crime.",Immigration is illegal in Costa Rica.,Illegal immigrants have a right to be in the country.
8lkwd7,It depends on what you want to call it.,There's no need to do homework.,There is no such thing as too much information.,A lot of kids will use a tablet to play games.
8lwt83,The cost of attending medical school in France is higher than in the US.,I'm thinking about applying for a job in France.,It's not easy to immigrate to the US.,There are many ways to pay for education.
8m9y0o,There is a difference between eating and drinking red wine.,There's a difference between sweet and sour.,There is no such thing as too much food.,Eating is based on taste.
8n9173,There is a magnetic field near the door.,There is no difference between the north and south.,"There are two meanings of the word ""english"" in German.",The difference between English and French is that English is easier to understand.
8unvgg,It depends on the state of the situation.,The results are based on best-practices.,There is a man on every corner of the city.,It's not always easy to know what to do.
8yktu5,He came to Scotland the day before the referendum.,Donald Trump will open a golf course in Scotland on the 23rd.,The President left the US on the 23rd.,He was opening the press conference the day before Brexit.
901939374375370752,Jim Kuther wants the President to call in the National Guard.,Jim Kuther is angry at the police.,Jim Kuther is a twitter user.,Jim Kuther is on Twitter.
902006921523331073,The lights are off at Jack's place.,This post was contributed by a community member.,There is no mention of what is going on.,There is no such thing as fake news.
902134516575346688,@VeganYoga is having a bad day.,There are pictures of sharks in New Jersey.,@VeganYoga has put this up on Twitter.,@VeganYoga is on Twitter.
902224586967621633,@jimmyvasser has posted a fake photo.,There was a fish in Jim's living room.,@jimmyvasser shares a photo of a car on the road.,@jimmyvasser is having a bad day.
902542822540173314,There is no cure for cancer.,There's a lot more to this story than meets the eye.,There is no such thing as too much information.,There is no such thing as too much information.
902595384635043840,The following files are available to download.,There is no such thing as too much information.,There's a lot of work to be done.,There's a lot going on over there.
903336023362547715,There is no such thing as too much power.,"According to Wikipedia, the number is",I'm not sure if it's a good idea.,The following is a transcript of the interview.
903528113631584256,The cost of insurance is very high.,It's hard to convince people in that situation.,The world is getting crazier.,Tom and I are going to meet tonight.
904111594912841729,Carolde thanks you for your kind words.,Carolde is a fan of Barack Obama.,Carolde is on Twitter.,Carolde is on Twitter.
904200288059494400,"The answer is ""yes"".",There's a problem with ants.,@verge has a new website.,There is no such thing as a free lunch.
904725019372253184,The man in the photo has died.,There's a lot to learn.,He lives in Canada. He has a blog.,"According to Wikipedia, it's worth $"
904727149747326977,The author tweets as @Cathy,There is no such thing as too much information.,It's going to be an interesting week.,(http://www.washingtonpost.com/
904762977185808385,Chuck is trying to make a joke.,Chuck wants to know how much it costs to buy something.,There is a problem with flooding in the city.,Chuck thinks it's a good idea.
905161219274940416,@AMike wants to know if there is a problem at the meeting.,@AMike is running out of money.,@AMike is going to call the ambulance.,There's a protest taking place in Houston.
905290355796533252,There's a lot of information on the Internet.,It's the only way to go.,There is no such thing as too much information.,There is no danger of it getting worse.
905541650541420546,"It's not about money, it's about people.",There is no such thing as free will.,There is no such thing as too much information.,The link to the article is at the bottom of the page.
905590451876634624,On Twitter @WNYTIMES,There is no such thing as too much information.,People should be able to defend themselves.,(http://www.washingtonpost.com/
905600465160810497,It took a lot of effort.,The last line is if you don't need it.,There is no such thing as too much information.,On Twitter @stevegrew
905682058621616128,Paine wants to know what is going to happen.,Paine had a bad day.,Thomas is not sure if he wants to go to the meeting.,There is no such thing as fake news.
906170027937849345,I want my family to be happy.,There's no way I would give up my guns.,They take all the money they need.,On Twitter @georgesigner
907697675184885760,There is no such thing as too much information.,There's a reason why I don't like Red Cross.,The event was held at Trump's request.,It's not a good look.
909084965035487232,There is no such thing as a free lunch.,The Queen is not an African-American woman.,"The name of the movie is ""Harlem"".",John is a writer and musician.
909982405167067136,The following files are available to download.,There is no such thing as too much information.,There is no such thing as too much information.,She doesn't want to talk about it.
910024540578869248,There is a lot of stuff on YouTube.,There is no such thing as fake news.,"I'm not sure if it's true, but I have sent it out anyway.",There is nothing to see here.
910121722149527552,Riccardo is from Arkansas.,Riccardo is a real peach.,It would be nice if it were so easy.,Riccardo is an actor.
914582144952995840,People are disagreeing with each other.,"In the end, it's all about the money.",The following files are available to download.,Innocencial information.
914684276477710336,@SandraTXAS @Lrihendry @carrieksada @SpecialKMB1969.,@SandraTXAS @carrieksada @Lrihendry @ChooseToBFree,@SandraTXAS @carrieksada @Lrihendry @Phil200.,@SandraTXAS @carrieksada @Lrihendry @SpecialKMB1969 @ChooseToBFree
919231965471105024,The Internet is getting more and more dangerous.,"According to Wikipedia, it is:",There are more idiots than there are good people.,The Internet is full of lies.
934715071757819904,Lalit tweets about traffic.,Lalit tweets about traffic.,Lalit shares a link to his Twitter account.,Lalit shares a video of traffic.
934828842505723904,"Gidi, Lalit and Kenyan are talking about traffic on Twitter.",@Gidi_Traffic @LalitKModi and @KenyanTraffic are talking about traffic.,"Gidi, Lalit and Kenyan are talking about traffic.","Gidi, Lalit and Kenyan are talking about traffic on Twitter."
934q6t,Iodine is not necessary to prevent iodine deficiency.,Iodine is an anti-inflammatory agent.,Iodine is the best supplement for the human body.,Iodine is not a good substitute for iodine.
935577591850979329,Ranger wants to know more about Kim Jong-un.,Ranger shares his opinion on Facebook.,It's been 6 years since the earthquake.,Ranger is the name of a company.
938787800974950400,There's a lot going on in the world today.,The article is too long to read here.,There is no such thing as too much information.,The writer is a freelance journalist.
938o5h,The Great Pyramid of Giza is a pyramid.,There are many different ways of building a pyramid.,There is a theory that gold can be used as a power source.,There is a hole in the middle of the pyramids.
939234401681944576,Kellyanne wants to know if there is a tax bill.,Kellyanne is on Twitter.,There's no need to be political when people are at stake.,Diane loves Trump's tweets.
