source_id,support summary,deny summary,query summary,comment summary
553586860334010368,The best is yet to come.,,There is no evidence that these people were involved in the murder.,Burley got some good news.
553586897168392192,The suspects have been arrested and are being questioned.,,,@France24 is a twitter account of a French comedian.
553587013409325058,Charlie is safe after the attack.,The police are looking for a suspect.,Fridh will be able to give an update soon.,Callum is happy that Charlie is safe.
553587303172833280,Police are taking people out of the Paris grocery.,The police are taking people out of the city.,,The hostages are being taken out of the store.
553587672137334785,The following people have been killed.,,There is no such thing as too much information.,Charlie has been shot and killed by unknown gunmen.
553588178687655936,There's good news and there's bad news.,,Huffington Post reports that a man has been killed.,Huffington Post reports that the suspects have been caught.
553589051044151296,The Internet is a wonderful thing.,,,Several hostages were freed at the Jewish supermarket in Paris.
553590459688570880,Several hostages were freed from a Jewish supermarket in Paris.,Theresa is free at the moment.,,There is no such thing as free will.
553590835850514433,There was a fight in the supermarket.,There is no such thing as too much information.,There was no reply to my question.,A hostage-taker was killed in a supermarket attack in Paris.
576276947648405505,There is talk of an uprising in Russia.,Vladimir Putin is the leader of Russia.,,
576319832800555008,There is no such thing as a free lunch.,,The following files are available to download.,@russian_market and @L0gg0l think it's a good idea.
576323086888361984,It's true what they say.,,There is no cure for cancer.,"It is difficult not to think of """
576513463738109954,It's never too late to cancel something.,,,The man is selling his car online.
576755174531862529,,Theresa is a Russian actress.,Theresa is preparing to launch a new project.,@karmacamille on Twitter.
576796432730071040,There is no such thing as too much information.,There is no such thing as too much information.,There is no such thing as too much information.,Shauny is trying to find out what happened to Putin.
576812998418939904,Scofield@gmail.com,,,Scofield@gmail.com
576829262927413248,,Theresa shares her opinion on Brexit.,What are your thoughts on this article?,The following link is to a video of a man having a heart attack.
577258317942149120,,,,There's a war going on in the world.
580319078155468800,Germanwings crashed in the Alps near Digne.,There's a plane crash in French Alps.,,There was a plane crash in the Alps.
580319184652890113,The following people died in the crash.,,They were all on their own.,"A plane crashed in the Alps, killing all on board."
580320684305416192,There is no such thing as an accident.,,,The following files are available to download.
580321156508577792,,,,There are four people on the plane.
580322453928431617,On Twitter @AJENews,,,There is no such thing as a free lunch.
580323060533764097,,,,
580324027715063808,,,,"A plane crashed in southern France, killing all on board."
580325090367315968,The playlist is available on Spotify.,Theresa is not available.,There is no emergency at flightradar.,@flightradar24 and @isobelroe confirm that the plane is descending.
580326222107951104,It's a sad day for some people.,,There is no such thing as too much money.,Ulrich wants to know if it was a terrorist attack.
580331561398108160,There is no such thing as too much information.,,There is no such thing as a free lunch.,There is no such thing as a universal telephone number.
580332109782466561,Smolik is not aware of where they are.,,,Smolik has lost consciousness.
580333763512705025,There was a plane crash in Barcelonette.,,,There was a plane crash in the Alps.
580333909008871424,Sebastian's plane crashed in France.,,,There are no survivors in this case.
580339547269144576,,Mashable shares a link to their website.,There's a problem with calling 911.,@mashable wants to know where the phone is.
580339825649291264,The news is bad for all the people.,,,A plane crashed in French Alps with 148 people on board.
580340476949086208,@fox and friends are talking about a plane crash.,,There is a plane crash in the sky.,There was a plane crash in Germany.
580348081100734464,There were 144 people on board the plane.,,There was a plane crash in France.,King Felipe VI of Spain cancels his visit to France because of a plane crash.
580352273001410560,"According to Wikipedia, it's true.",There is no such thing as an emergency.,Pascal wants to know if there is an emergency.,Airlivenet sent a distress call from the cockpit.
580360165540642816,Richelle is not perfect.,Richelle is on Twitter.,,
580371845997682688,,,There was a problem with the phone.,There is no such thing as too much information.
580882341880446977,There is no such thing as a free lunch.,,,There's something wrong with this picture.
581047170637381632,,,The source of the information is:,"According to Wikipedia, there is no such thing as"
581063377226637312,,,The author is a freelance journalist.,On Twitter: @mschenk
581153923987206146,It's a waste of time.,There is no such thing as good evidence.,It's not all good news for Muslims.,@FoxNews wants to kill people.
581290271997968384,"I knew it already, but I'm not surprised.",,There is no mention of being a Muslim in the article.,Noah Wehrman thinks the plane crash was caused by a terrorist attack.
581293286268129280,It took a lot of effort to find it.,The author is a member of the Muslim Brotherhood.,ROBERT ISLIKEN,@daxtonbrown asks if Islam is a religion of peace.
581359544682614784,The following files are available under the CC-BY-NC-3.,There is no such thing as too much information.,There is no evidence that he was a Muslim.,"According to Reuters, a plane crashed in Germany."
581386094337474560,,It's not all good news.,There is no such thing as too much information.,@USATODAY has a link to a tweet from @khjelmgaard.
581473088249958400,"It's a joke, but it's true.",,It's a beautiful day in Iran.,The internet is full of lies.
5938df,,,How can they find out what's going on?,There's a lot to learn from this episode.
5l23au,,The content of this article is subject to change.,,Hillary lost the election. She will be prosecuted.
5mkmg1,,,,There is a lot of misinformation in the article.
5qzxep,,,,The batteries in smartphones don't last very long.
5tk0zx,There's a video about this topic.,,,There is a problem with Wikipedia.
5vvv51,,,,There are no regulations regarding the reporting of news in Denmark.
5yp0yt,There is no such thing as too much water.,,There is no such thing as too much tea.,There are no electric kettles in the UK.
63uefi,,,,Dick Cheney made a lot of money while in office.
644j1f,,It's the hair that falls out.,,There is no such thing as karma.
66yxyf,,There is a lot of carbon in the atmosphere.,,Nobody is asking the question.
6a4cji,There are two episodes left in the series.,,,The show starts on the 17th of July.
6hb6b3,It's not all good news.,There is no such thing as a perfect world.,,The earth is flat and there are no other planets.
6jk9iq,It's a bit like a scene from a movie.,"No matter how hard you try, it doesn't work.",,There are many ways to improve one's life.
6m1mwg,,There is no such thing as too much information.,,It depends on how much you're willing to sacrifice.
6o9ozz,,,,The ratio of the mass to the distance between Earth and the moon is 90%.
6rimvf,,The number of women who have given birth is increasing.,The link to the article is here.,There's more to this story than meets the eye.
758159624122097664,Sampe is a drug addict.,@sampepper needs to leave her alone.,@sampepper didn't rape her.,@sampepper and @NathDoe are accusing each other of sexual harassment.
763098277986209792,,There is no such thing as a bad joke.,There is no such thing as too much information.,Natupe is sick and needs medication.
764927075522260992,There's a problem with the internet.,Alex is spreading lies on Twitter.,Alex is not sure if he is a good candidate for president.,Alex is having a bad day.
767725956706414592,@brianstelter is spreading lies about Hillary.,Brian has a problem with lying.,@brianstelter wants to know if Hillary's lies are true.,Rudy has Alzheimer's.
768859780240773121,Asam Julian thinks Hillary Clinton is unfit for the presidency.,,The author tweets @asamjulian,Asamjulian tweets about Hillary's car.
769988636754505729,She is sick and needs to go to the toilet.,Prison is a place where people go to die.,It's been a long time since I last tweeted.,PrisonPlanet thinks Hillary should be in prison.
774165935041093633,,,The list of names is as follows:,@larryelder and @repsheilajack think she's a bitch.
774991078265094144,Hillary passed out at the ceremony.,She didn't have a seizure.,There is no such thing as a free lunch.,@mitchell wants to know if Hillary is going to be president.
775057555865206784,,,On Twitter: @ASatyan,@Portosj81 is suffering from a brain tumor.
784071228248109057,"It's cold outside, but it's warm inside.",,,Hillary Clinton is a hypocrite.
784118929799073793,,,,Varepall is angry at Fox News.
784216706080178176,,Some people have seen some of the ads.,There are still issues to solve.,Hillary cheated to win the election.
784316107645603840,Hilary is a freelance journalist.,The weather is very bad today. It's raining heavily.,,Fox and Friends are critical of Hillary Clinton.
78sxy7,,It's not easy to cure arthritis.,There is no cure for cancer.,There is a difference between pain and itch.
7d28gk,,,,The law in California allows people to be imprisoned for up to 3 years for theft.
7g16as,,,,Trump spent more money than Obama.
7hrc7n,,,,Owen is talking to the government.
7imq99,Rhodes is an idiot.,It has nothing to do with politics.,How many students are at the university now?,This is not a good sign of progressivism.
7jkthr,,There is no cure for cancer.,,This is a link to a fake article.
7p7cq,The party was formed as a result of a vote.,The first step in a democracy is to choose one's candidate.,,There is no such thing as a free lunch.
7z11oi,,It doesn't work for some people.,,"It worked before, but it doesn't work now."
828933929080086528,On Twitter @yournewswire,The link to the article is fake.,,
830469481621241857,There's a lot of truth in this article.,Theresa is coming after work.,Onion wants to know if it's true.,@TheOnion thinks Trump is a hypocrite.
83ddtk,,There is no such thing as a free lunch.,What do you mean by gold?,There is a tax on the use of money.
852844529778601985,,,A bomb has been dropped on Syria.,The Today Show has a video of Donald Trump signing a document.
872300483272114177,"There was a fire, but nobody knew it was there.",,There's a fight going on.,SandiBillington is from Texas.
872367878871408640,It looks like a tornado is coming.,Guy has been sitting in the office since 7 am.,Guy has sent a message to Ry about the weather.,Guy thinks the video is fake.
879j1c,It used to be easy. Now it's harder.,There is no such thing as too much information.,,The rules are different in Australia and in Canada.
892781499103277056,,The following files are available to download.,It's raining in Assam.,Nandana is a writer.
897502435593265152,,There is no such thing as too much information.,,It's too good to be true.
897715873145913344,"It's true, it's true.",,,Donald Trump's Twitter account has been suspended.
8d6h5t,That's what you do in a restaurant.,"It's not true, but it's not impossible.",,It's a matter of habit.
8e86kt,,,,The batteries don't need to be charged.
8efswb,,,,Women outnumber men in China.
8gp0d7,Hilary is a writer.,There is no such thing as a right answer.,I don't know what to say.,I have a problem with breathing through both nostrils.
8i274x,There is no such thing as a free lunch.,,,There's a lot of conspiracy theories about Donald Trump.
8j9s33,There are two types of illegal immigrants.,What's the difference between illegal and legal immigrants?,What are the facts about illegal immigrants?,Illegal immigrants are not criminals.
8lkwd7,,,,Apple is not suitable for children.
8lwt83,,There is no such thing as a free lunch.,There are many ways to apply for a visa.,The cost of medical school in France is higher than in the US.
8m9y0o,,,,The difference between apple and potato is the smell.
8n9173,,,There's a lot to be said about religion.,There is no difference between the north and south poles of the Earth.
8unvgg,,,What else would you like to know?,It depends on the circumstances of the situation.
8yktu5,,In this case he was talking about Brexit.,,Donald Trump arrived in Scotland on the 23rd of June.
901939374375370752,The author tweets as @jimkuther.,Jim Kuther thinks the photo is fake.,There is no such thing as too much information.,JimKuther and Shareaholic are calling for the arrest of the protesters.
902006921523331073,,The link to the article is not working.,,@jackbgoode and @seanhannity are going to meet.
902134516575346688,@VeganYoga is on Twitter.,@VeganYoga has posted a fake news story.,Theresa is a freelance journalist.,@invisibleman and @VeganYoga are having a good time.
902224586967621633,Jemmy Vasser is on Twitter.,"The photo is fake, according to Jimmy Vasser.",,@jimmyvasser and @jeggit are laughing at a picture of a man with a fish in his hand.
902542822540173314,There's more to this story than meets the eye.,,,Joe is having a bad day.
902595384635043840,,There's a lot going on over there.,,There's a lot going on in the world today.
903336023362547715,,,I don't know if it's true.,Lee is giving money to charity.
903528113631584256,,,,The cost of insurance is too high.
904111594912841729,,Carolde is on Twitter.,What do you think of Hillary's new book?,Carolde is grateful for the kind words from his friends.
904200288059494400,,,,The Internet is full of useless information.
904725019372253184,,The man in the photo has died.,,There's a lot to learn from this video.
904727149747326977,,,It's going to be an interesting week.,@Ez4u2 is on Twitter.
904762977185808385,There's a problem with water in the city.,,,MrChuck wants to know if he can buy an air conditioner.
905161219274940416,There is no such thing as too much information.,@AMike sends a link to a fake article.,There is no law to prevent it.,@AMike wants the police to arrest the thugs.
905290355796533252,,,,There is no such thing as a hurricane in South Carolina.
905541650541420546,,,There is no such thing as too much information.,The link to the article is at the bottom of the page.
905590451876634624,There is no such thing as too much information.,,,There is nothing to prevent people from being able to do.
905600465160810497,On Twitter @stevegrew,,,@stevemcgrew has sent a photo of his stash.
905682058621616128,,There is no such thing as fake news.,Paine is a writer and photographer.,Paine is not satisfied with the way things are going.
906170027937849345,,,,There's no way I would give up my guns.
907697675184885760,There's a reason why I don't like Red Cross.,,There's a link to the article here.,The event was organized by the Red Cross.
909084965035487232,,,,The Queen is not an African-sounding name.
909982405167067136,,,The following files are available to download.,She doesn't give a shit about other people.
910024540578869248,There is no such thing as too much information.,There is no such thing as fake news.,There is no video available at the moment.,There is a video of a woman being sexually assaulted on YouTube.
910121722149527552,Riccardo is the author.,,,Lucy wants to know if it's true.
914582144952995840,,"In the end, it's all about the money.",,@beckystarr is on Facebook.
914684276477710336,@SandraTXAS @carrieksada @Lrihendry @SpecialKMB1969.,@SandraTXAS @carrieksada @Lrihendry @SpecialKMB1969.,@SandraTX and @Lri,@SandraTXAS @Lrihendry @carrieksada @SpecialKMB1969.
919231965471105024,,The Internet is full of lies.,,There are more idiots than there are good people.
934715071757819904,,,"According to Google Translate, the link is not working.",Kenyan and Gidi talk about traffic on Twitter.
934828842505723904,@Gidi_Traffic @LalitK,,Lalit is angry at traffic.,@Gidi_Traffic @KenyanTraffic and LalitK @LalitK are talking about traffic.
934q6t,"The book is called ""Iodine"".",,,Iodine is used to prevent iodine deficiency.
935577591850979329,The following files are available to download.,,Ranger shares his opinion on the matter.,Ranger wants to know more about the situation in North Korea.
938787800974950400,I am not surprised by this.,The article is too long to read here.,,@jjauthor wants to know the origin of all the tweets.
938o5h,There's a lot of information on the Internet.,,"Can you hear me now, please.",The Great Pyramid of Giza was built by the Egyptians.
939234401681944576,Kellyanne is a freelance writer.,,There is no such thing as too much information.,@politicalmablog @KellyannePolls
940078473061609472,,There is no truth in this article.,There's a rumor about a fire in California.,Who is responsible for the fires in California?
941305217454403584,Hilary is a freelance journalist.,,,Hanzala is from Pakistan.
944339600998326274,It was worth it for me.,,Theresa is a freelance journalist.,Irum shares a video with his followers.
945845194699759616,Onion reminds me of Silas.,There is no such thing as too much information.,@TheOnion wants to know if it's true.,@TheOnion doesn't want to take off his clothes.
951976286301204480,The meeting took place in November.,,,There are no permanent effects of the Internet.
986750534886424576,,,,It's a shame that someone died.
986801053168488449,There's a link to a video on Darph's Twitter account.,,The following is a link to the article.,@l0n3rw is right.
987323105524768769,,,,There is no such thing as too much information.
987801763850809344,,,,@wcruz73 and @bennie45 don't see the point of that.
ayn70,,,,I haven't applied for citizenship yet.
wfajw,,,,It's not illegal to have a bank account.
xn2bn,,,,Obama's birth certificate is fake.
