source_id,all_0 summary,all_1 summary,all_2 summary,all_3 summary
628336948810268673,There is no such thing as too much alcohol.,There are no limits to what you can eat.,There is no such thing as too much food.,There is no such thing as too much information.
628604055644934144,Huffington shares a funny story.,Huffington Post has a link to the article.,Huffington Post is selling Asparagus for $3.,There are some stores in Brazil that sell green vegetables.
628681462976528384,There are always new ways to cheat.,Someone wants to buy a bottle of water.,There is no cure for Asperger's.,It's not a good idea for people to eat meat.
629209452793626624,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
629503919098429440,The author is a freelance journalist.,Theresa is a freelance journalist.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
631388553801564160,The world is a big place.,There is no such thing as too much information.,There is no such thing as a free lunch.,There is no such thing as too much information.
632377165477191680,Khaled Bey sent a photo of a child.,Khaled Bey sent a photo of Trayvon Martin at Space Camp.,Khaled Bey shared a photo of a man who died in a plane crash.,Khaled Bey sent a tweet about Trayvon Martin.
633823543541768192,Virgos is offline.,Sterling is the author.,"Theresa is the author of the book ""The Truth About Women"".",(http://www.washingtonpost.com/
633949800761700352,CNN is biased against Hillary Clinton.,CNN is a distraction for Donald Trump.,CNN is afraid that Trump will be elected president.,CNN is reporting that Donald Trump won the election.
633961125126668288,Hillary Clinton is ahead of Donald Trump in the polls.,Hillary is going to sue CNN.,Hillary Clinton is ahead of Donald Trump in CNN's poll.,Hillary Clinton is ahead of Donald Trump in the polls.
634404792241143809,There's a new video on the Internet.,@TheOnion is trolling.,@TheOnion and @mtee88 don't find it funny.,@TheOnion is making fun of people.
634665777400950784,There is no such thing as too much information.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
634943791934406657,"According to Wikipedia, it is:","According to Wikipedia, it's worth $",There is no such thing as too much information.,(http://www.washingtonpost.com/
635632641635667968,There is no cure for cancer.,There is no such thing as too much information.,There is no such thing as a free lunch.,(http://www.washingtonpost.com/
636925368927064064,There's nothing to be afraid of.,There is no such thing as too much information.,Johannes Boehringer,I'm not sure that I'm still alive.
637382230394822656,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
637868242560638980,@TheValley and @bryanboy are mad at each other.,@TheValley is mad at her boyfriend for not liking her Instagram photo.,@TheValley wants to know if it's true or not.,@TheValley and @Sassafrant think she's hot.
637873886072320001,Hillary lost the election to Bernie Sanders.,Bernie Sanders is running for president.,Bernie Sanders is a supporter of Donald Trump.,Hillary is going to be on CNN.
638047610973089793,It's embarrassing on so many levels.,There is no such thing as too much information.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
638050997340893184,There's good news and there's bad news.,The man with the golden voice has died.,The internet is full of conspiracy theories.,CNN is a fake news channel.
640107106943766528,"There are about 10,000 refugees in Austria.",There is no such thing as a free lunch.,They are being played for fools.,The writer is a freelance journalist.
640118021101604864,There is no such thing as too much information.,The following files are available to download.,There is no longer a link to this page.,Hilary is a freelance journalist.
640182854928961536,The following files are available to download.,There is no such thing as too much money.,There's a lot of work to be done.,There is no such thing as too much information.
640644123339431936,The difference between a PlayStation controller and a Xbox controller is obvious.,@MostObvious doesn't know the difference between a controller and a gamepad.,"According to MostObvious, Microsoft doesn't make GameCube controllers.",@Worst has a PS3 controller.
640967537178472448,The Internet is full of hoaxes.,Risha is sorry to read this.,It's been a long time since she died.,It was a good day for Judy.
641050980985999360,There are too many people working.,There is no such thing as a free lunch.,There is no such thing as too much information.,Everything is falling into place.
641082932740947972,@nytimes.com is a news website.,It's good to see her again.,It's raining in New York.,There's a lot of good stuff on youtube.
641088973717110784,Friedrich Heinrich is the author.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
641191076716417025,It's going to be a long weekend.,"Sebastian is the author of """,They're not interested in what's going on.,(http://www.washingtonpost.com/
641430951403343872,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
641443248909754368,The song 'Eye of the Tiger' was written by Kim.,Mike is worried about what the future holds.,The following files are available under the CC-BY-NC-3.,Hahaha shares a video of his work.
641666167992647681,According to wikipedia.org.,The following files are available to download.,There is no such thing as too much space.,(http://www.washingtonpost.com/
641972184412327937,@Stonewall_77 is on Twitter.,@CarmineZozzora @Stonewall,@Stonewall_77 wants to know if it's true.,@Stonewall_77 wants to know when the next school board meeting is.
642027433693171712,Bernie Sanders thinks CNN is biased against Donald Trump.,Bernie Sanders accuses Donald Trump of using politics as a way to get votes.,Bernie Sanders is accusing CNN of racism.,Bernie Sanders thinks CNN is biased against Donald Trump.
642145732435292160,Bernie is leading in the polls.,Hillary is going to lose the election to Trump.,Bernie Sanders is running against Hillary Clinton for president.,Bernie Sanders is getting more votes than Hillary Clinton.
642432477185867776,The following files are available to download.,Everything is edible on the other hand.,The following files are available to download.,There is no such thing as too much information.
642465192408940544,@Lrihendry wants to know what is going on at the school.,@Lrihendry and @Kotcha are upset about the separation of church and state.,@Lrihendry and @CUBASIKASTRON want to know what is wrong with religion.,@Lrihendry wants to know what happened at the school.
643103859729166337,Allen West and Mike are angry at each other.,Allen West and Peddoc don't want to feed the refugees.,Allen West is angry with the Syrian refugees.,Allen West believes that Muslims should not be allowed to eat meat.
643139873264812032,Boruc istotne.,The following is a link to a news article.,Boruc is the author of an interesting book.,There was a fight between police and protesters.
643225207705075716,Liberty and the rest of the world are under attack.,Liberty USA is a racist organisation.,Liberty USA is protesting against the EU.,Liberty USA is not happy with the photo.
644229386149888001,Maxicat is on Twitter.,@NBCNews is on the air.,Theresa is on Twitter at @,There's nothing wrong with lying.
644329878876237824,There's something to do during the break.,There is nothing to worry about if you are on Twitter.,@TWC is in California.,@TWC is not safe.
645356735545364480,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
645362146415525888,"There's a lot of trouble in Europe, but not much in America.",There's a war on for your mind.,The content of this page is subject to change at any time.,There is no such thing as too much information.
645711628046995462,@gb_ball is on Twitter.,Jill is not here to see what you see.,There is no such thing as a free lunch.,Martel is a writer based in Australia.
647168914955243520,There is a poll on whether or not to support Brexit.,There's a fight going on at Bernie's place.,There's a lot of talk about Hillary and Bernie.,The Internet is a dangerous place.
647169573599449088,There is no such thing as too much information.,The following is a link to the article.,The question is who is he really is.,Hilary and Bernie are going to meet.
647169726158925824,Bernie Sanders is on Twitter @Bernie.,Bernie Sanders is running against Hillary Clinton.,Bernie Sanders is running for president.,Bernie Sanders supports Hillary Clinton's presidential campaign.
647193820812177408,"For more information, visit http://www.protectourfuture.com.",There's a link to the article here.,There is no such thing as too much information.,(http://www.washingtonpost.com/
647464349611589632,Bernie wants Hillary to get out of office.,Bernie is lying to the American people.,Bernie Sanders is angry at CNN for spreading lies about him.,Bernie Sanders is angry at Hillary Clinton.
648310692794109952,There is no such thing as too much information.,It doesn't matter where he comes from.,"The name of the film is ""Jandali"".",It's good that he was adopted.
648894687542034432,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
648993731169939456,There is no such thing as too much information.,The following files are available under the CCN format.,It's not what you think it is.,(http://www.washingtonpost.com/
649584608560832513,Poke is from Czech Republic.,It took her some time to figure it out.,It is only when someone dies.,There is no such thing as too much hair.
649881917534433280,There is no good reason why people do what they do.,It's not a good look for Pope Francis.,It's not as simple as it seems.,The meeting with Pope Francis was a success.
649889459836710912,@nytimes reports that he didn't give her the time.,The Pope is a hypocrite.,"It's ok to be wrong, but it's not okay to be immoral.",@nytimes reports that Pope doesn't have good relations with women.
649903655160815616,CNN is spreading lies about Pope Francis.,Pope Francis met with CNN's Kim Davis.,The Pope met with a woman.,Pope Francis met with a gay couple.
649974380416618496,Pope Francis met with Pope Francis.,Pope Francis supports same-sex marriage.,The Pope's meeting with reporters was a mistake.,Pope Francis is meeting with the Pope.
649985459389661184,The Pope met with a gay man.,The Pope and Kim met with each other.,The Pope doesn't believe in gay marriage.,The Pope met with a woman.
650037735579910145,@nytv is a tool for the right wing.,@nytimes wants to know who sent the photo.,The New York Times criticizes Pope Francis.,The Pope is visiting New York.
650046859537448960,The Pope met with a gay man.,The Pope is trying to cover up his homosexuality.,A man and a woman met in a bar.,The Pope wants to meet with a gay couple.
650128194209730561,There is no such thing as good luck.,There is a lot of talk about Pope Francis.,The Pope has been shown to be homosexual.,The author tweets as @pontifex.
650254360727973889,D is for Deceased.,There is no such thing as a free lunch.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
650710483289419776,Johannes is from Germany.,There is no such thing as too much information.,The following files are available to download.,There's something wrong with this photo.
650952376954650629,There's nothing special about it.,@thedailykevin.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
650975967146602496,Rob Delaney is angry about plastic bags.,Rob Delaney tweets about plastic bags.,Rob Delaney is angry at Kris for using plastic bags.,Rob Delaney is angry at Rob Delaney.
651018580989972480,The Pope is a little boy.,Atheist shares his opinion on the subject.,Atheist created a twitter account.,Atheist is on Twitter.
651044059222556674,@Pundamental is having a bad day.,The average IQ is lower than that of a person.,Punditry is wrong.,There's a lot of stuff in that cupboard.
651321040119963648,@danielle_franke,On Twitter: @shakira,There are consequences for being a racist.,(http://www.washingtonpost.com/
651402689352351744,Starbucks doesn't take care of refugees.,Starbucks needs to help the poor in Nigeria.,Starbucks doesn't want to help refugees.,Starbucks doesn't want to help the refugees.
651486105628463105,TOMMY is on Twitter.,TOMMY is on Twitter.,TOMMY is on Twitter.,Jojor is on Twitter.
651786568592658433,The Internet is a wonderful thing.,@fxnle is on Twitter.,There is no such thing as too much information.,There are some people who don't believe in God.
651809229842608128,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
651825062174195712,Piers Morgan thinks Trump is a racist.,Piers Morgan wrote an article about Ben Carson.,Piers Morgan is a racist.,@piersmorgan is a moron.
651959206287908868,Complex is about to have a meeting with Donald Trump.,@Complex is about to catch a body.,@Complex wants to know how much he owes Kris.,Mag is on a mission to find out where the money is.
652000523525091328,They don't know what they have eaten.,There is no such thing as too much food.,Telegraph.co.uk is a news website.,There is no such thing as vegetarianism.
652300118205427716,It's a slow day at work.,I am coming back to Texas today.,There is no such thing as fake news.,D is for Deceased.
652349108653551616,Huffington is a vegetarian.,Huffington is not a vegetarian.,Huffington is a vegetarian.,Huffington is a vegetarian.
652783670370115585,There is no such thing as too much information.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
652882609219833856,CNN is making fun of Donald Trump.,CNN is wrong about Donald Trump's popularity.,Trump is going to sue CNN.,CNN is making fun of Donald Trump.
652982112870662144,Huffington is a vegetarian.,Huffington is a vegetarian.,Huffington is a vegetarian.,Huffington Post shares a link to a study on vegetarianism.
652992524504600576,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
653250169752977408,Bernie is not satisfied with CNN's coverage of him.,Bernie is not in favor of Donald Trump.,Hillary is ahead in the CNN poll.,Hillary is not going to change her mind on the issue.
653285570383335424,D is for Decemeber.,There is no such thing as too much information.,The video is available on YouTube.,There is no such thing as too much information.
653432177632387072,It's been a while since I've blogged.,There's nothing to say now that's funny,There is no such thing as too much chocolate.,Jennifer is on Twitter.
653432261203750912,It's good when you're hungry.,They don't know what they want.,It is my feeling that the world is going to end soon.,The world is dying from the lack of food.
654336219447472128,Lambrini is on sale now.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
654343805081157633,Ben is angry at CNN for not reporting Bernie's victory.,Ben tweets at CNN about Bernie Sanders.,Ben and Bob are critical of CNN's coverage of the election.,Ben and JustThatGuy are critical of CNN.
654351281260113920,@tobi is on Twitter.,The following files are available to download.,There is more to life than a Barbie doll.,The author tweets as @Bernie.
654371696195993600,This article originally appeared on i-D.,"On Twitter, @andrewavalos",There is no such thing as too much information.,The following files are available to download.
655080266784968705,Bernie is calling CNN a fake news outlet.,Bernie's speech on CNN was a joke.,CNN is lying to the American people.,Bernie and Hillary are going to have a debate.
655432919595548672,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
655812191233417216,@robb is on Twitter.,There's a man sitting next to him.,@robb is on Twitter.,@robb is on Twitter.
655815788675399680,Ranjana is at a wedding.,Theresa is a freelance journalist.,Theresa is a freelance journalist.,On Twitter @joshuad
655986243042459648,The following files are available to download.,On Twitter @tweeting.,There is no cure for cancer.,(http://www.washingtonpost.com/
656047932093763584,"Bernie won the debate, but CNN is still claiming otherwise.",The CNN poll was rigged.,Bernie won the election. CNN doesn't believe it.,Bernie won the debate by a wide margin.
656202544331517952,There's a poll on the Internet.,There are two polls going on at the same time.,The article was posted on CNN.,There is no such thing as too much information.
656361703664451585,The money is going to charity.,Lochhead has had a no bag policy for about 2 years.,Richard is on Twitter @richardlochhead,Richard wants to know how much it costs to replace a piece of plastic.
656523458139045889,The author tweets @gimpolice.,Abdi is that uD.,There is no such thing as too many towels.,There is no such thing as a free lunch.
656595123590012928,Micheal is a writer and photographer.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
656629493377990656,There is no such thing as too much information.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
656662726014599168,The economy is not doing well.,There is a problem with immigration in America.,The father is the one who loves his children.,Steve's father was abandoned by his parents.
656811196218286080,There is no such thing as too much information.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
656818921979310081,On Twitter @hplabes,There's nothing to be afraid of.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
656825206045020160,The movie is available to rent for $1.,The future of food is uncertain.,The game is over for now.,There is no such thing as good or evil.
656830586577883136,"It was only a movie, but it was good.",There is no time to waste.,It's not even close to Christmas yet.,The Future is Nowhere to be seen.
656834590779289600,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
656848877463560192,There is no such thing as too much information.,"The future is uncertain, but interesting.",The game is on. Watch it now.,There is no such thing as free will.
656870311057575936,There is no such thing as too much information.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
656880145769197568,"According to KLOVE.com,",There is no such thing as too much information.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
656955120626880512,On Twitter: @sos.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
657007736467525632,There is no such thing as too much information.,There is no such thing as free will.,"Johannesburg, Germany.",(http://www.washingtonpost.com/
658065957823324160,There is no such thing as a free lunch.,Econ shares his views on politics and economics.,It was his mother who gave birth to him.,"The average income per person is about $50,000."
658259426172891136,Filed under: Uncategorized,Filed under: Uncategorized,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
658462819667615744,The author is not his real name.,There is no such thing as a happy medium.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
658755852199927808,There is no such thing as too much meat.,There is no such thing as too much information.,There's more to this story.,There is no such thing as too much information.
658786161733734400,There is no cure for cancer.,There's a lot of work to be done.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
658938136299511808,There is no such thing as too much food.,There's more to life than just money.,Telegraph.co.uk is on WhatsApp.,There is no such thing as too much information.
659428447459110912,"It's Friday, so it's party time.",Anon shares his views on politics.,There's a lot of stuff going on.,(http://www.washingtonpost.com/
659439879701602304,There is no such thing as too much water.,There is nothing in this article.,There is no such thing as too much food.,There is no such thing as too much information.
659462980476637184,@kfc and @NatalieVallina are making fun of each other on Twitter.,KFC is selling fried chicken.,@kfc and @The_Black_,KFC is a fake company.
660466342038867969,Anony is a writer and photographer.,There is no such thing as too much information.,"HAPPY BIRTHDAY, ANGELA.",Anony's blog is at Anony's.
661102820976930816,There is no such thing as too much information.,It's time for the men to come out.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
661120256732041216,There is no such thing as too much information.,Theresa is not running for another term.,There's a lot of work to be done.,(http://www.washingtonpost.com/
661222523275636736,Militant is on the move.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
661229627734667264,There is a lot of truth in this story.,There's a story on the Internet about a man being lynched.,There's a story about a gay man in San Francisco.,"There's no need to be afraid, just look at him."
661251968078221312,It's a shame all they will do is lie.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
661299012386095105,It's not what I don't like to hear.,There is no such thing as racism in Europe.,Mashable has been hacked.,This is a file photo from Flickr.
661870323034431489,Mullane has just killed a link on Twitter.,Mullane has a new tweet.,Mullane has just killed someone.,Mullane thinks the article is misleading.
662151653462790144,The name of the website is @ajam.,"The list is long, but it's not boring.",There's nothing to be afraid of.,The KKK is a racist organization.
662381914842603520,There is no such thing as too much wine.,Theresa is a freelance journalist.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
662430295254175744,"The list is not complete, as it was incomplete.",There's a row at the top of the page.,You never know who you are talking to on the internet.,Anony is a writer and editor.
663385747177775105,There is no such thing as too much information.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
663515735231062016,There is no such thing as racism.,There is no such thing as a good teacher.,There is no such thing as racism.,A picture is worth a thousand words.
663722803489808384,@mashable has a problem with Starbucks.,@mashable wants to know why people are upset with him.,People are angry at Mashable for using the wrong word.,@mashable wants to know what is wrong with the world.
663744139666804736,@mydaughtersarmy is being repressed.,@mydaughters and @Bipartisan don't get caught up in politics.,@mydaughtersarmy wants to know if she should give him money.,@mydaughters is trying to decide if he wants to eat or drink.
663817239896821760,There is no such thing as a free lunch.,There is no such thing as bad publicity.,There is no one at Starbucks.,"It's Christmas, so it's time to celebrate."
663904307113275392,Donald Trump is not a Christian.,Donald Trump is an idiot and doesn't understand the problems of the world.,Donald Trump thinks Starbucks is anti-American.,@cnni wants to know if Donald Trump is going to win the election.
663925546812837888,Wonderella is on Twitter.,@wonderella is trying to send a message.,It's been a while since I've last tweeted.,There's a new song by Wonderella.
664000310856310784,There is no such thing as a bad joke.,Complex is on Twitter.,It's not a good idea to talk to an alien.,There is no such thing as a perfect world.
665309822208729088,There's a war on for your mind.,"According to Wikipedia, the article is:",(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
665358434351509504,John wants to know what's going on in Paris.,John believes it is a bad idea to take in Syrian refugees.,There are no women in the world.,John wants to know who is John Galt.
665361505303584774,@lauderdale and @jubals want to know where are the women and children.,@lauderdale wants to know where are the women in New Orleans.,@lauderdale wants to know what could go wrong.,There are a lot of refugees in London.
665364878287224834,The LastRefuge wants to know where are the women and children.,The LastRefuge wants to send the women and children back.,@TheLastRefuge wants to know where are the women and children.,Jane and The LastRefuge are looking for the women and children.
665379967757324288,It's a good thing I don't drink alcohol.,There is no such thing as too much of a thing.,There is no such thing as too much information.,There's a lot going on in the world today.
665575674485211136,There is a problem with the internet.,TIMENOUT is a terrorist organization.,There are no Syrian refugees in the US.,TIMENOUT has sent a message to Donald Trump.
666051332504207360,@NRO wants to know if he can sue.,People are coming to Chicago. They are going to stay there.,There is no such thing as a free lunch.,There is no such thing as a free lunch.
666070802924617728,@DRUDGE_REPORT wants to know who the terrorists are.,@DRUDGE_REPORT wants to know where the refugees are.,@DRUDGE_REPORT wants to know if Obama is going to protect the refugees.,@DRUDGE_REPORT and @Shooters_
666107476526432256,There are many reasons why people are afraid.,The author is not the author.,"According to Wikipedia, it's worth $","According to Wikipedia, it's worth $"
666190716448587776,There are people in the world that need help.,"There's no need to worry, they will return to sender.",There is no such thing as a free lunch.,It will take 2 years to pay off the loan.
666335363099660288,Eiffel Tower is located in Paris.,It is time to change the channel.,There's a lot of fire in Paris.,"According to the BBC, it's raining."
666497286663503872,@USATODAY is the best way to express oneself.,There are people who don't want to pay taxes.,@USATODAY is not the problem.,@USATODAY is having a bad day.
666633171325353989,It's not necessary to be a good person to be good.,There is no such thing as a perfect world.,There is a link to the article here.,The following files are available to download.
666640008149925893,Rosa is a well-known author.,DeRosa and his products are made in China.,There is no such thing as a free lunch.,Rosa is a writer and photographer.
666810213274689537,There is no such thing as right and wrong.,There are people who are out of touch with reality.,There are no guns in Chicago.,There is a difference between men and women in terms of age.
667073349974102017,Uncut is on sale now.,Uncut is on sale now.,There is no such thing as a free lunch.,(http://www.washingtonpost.com/
667379734343471104,"According to Wikipedia, it's possible to die.",(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
667465205258051584,Hang on for a second.,@carolinagirl is from another country.,It takes 2 seconds to send a message.,Hana is on Twitter @hana.
667487418388488192,@snopes is the saddest thing I've read.,The Internet is a wonderful thing.,There is no such thing as a perfect world.,@snopes.com is the place to find out what's happening.
667534186450825216,It's a matter of opinion.,There is no cure for cancer.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
668144671772778497,There's going to be a real attack.,"The game is over, but they're not happy about it.",There is a war on for your information.,There is no such thing as free lunch.
668849913678209024,There is no such thing as too much information.,There is no such thing as too much information.,On Twitter @mattkummer,Hilary is a freelance journalist.
668872645589471232,There is no such thing as too much information.,There is no such thing as too much information.,Celtic has a new website.,(http://www.washingtonpost.com/
669201837187334144,"According to Wikipedia, it is:",There is no cure for cancer.,There is no cure for cancer.,(http://www.washingtonpost.com/
669259395902152704,"According to HistoricalPics, there is a special edition of the magazine.",The cover of Historical Pics is no longer available.,The internet is full of lies.,@HistoricalPics is not true.
669613420665159680,There is no such thing as too much information.,There is no such thing as flatulence.,There are people who need to read this article.,The link to this article is broken.
671181758692507648,Bipartisanism is a bad idea.,@bipartisan is pushing a false narrative.,There is no such thing as an empty space.,There is no such thing as a right wing.
672102358516670465,Jack is returning to the Internet.,Jack is returning to the Internet.,The Internet is a wonderful thing.,"It's late, but the show is still on."
672169954016403456,ABC wants to ban assault weapons.,There are strict gun laws in California.,There was a mass shooting in New York City.,President Obama is making a fool of himself.
672180526946656256,New York Times is in a gun-free zone.,New York has some of the strictest gun laws in the world.,There is no religion in New York Times.,@nytimes.com reports that more people are joining the fight against terrorism.
672219174463275008,@ABC is making a big deal out of nothing.,President Obama should be ashamed of himself and his administration.,President Obama doesn't want to talk about gun control.,President Obama wants to introduce gun control measures.
672424512516964352,There have been over 2000 shootings in the US this year.,There have been many shootings in America.,John Rott (@JohnRottJr) shares his opinion on the subject of gun violence.,John Rott and Ingraham discuss the recent mass shooting in San Bernardino.
672432930426372096,Liberty is proud of his accomplishments.,There's a lot to discuss on Twitter.,There's a lot of talk about gun control.,There is no such thing as a free lunch.
672433211604013057,Rockprincess818 and,Rockprincess is angry at Obama.,Rockprincess and Cheeky,Rockprincess and Alan are angry at each other.
672488384695279616,It's all about the facts.,There was a mass shooting in Eastridge.,There is a difference between a cause and an effect.,The post was posted by Jim on Facebook.
672513234419638273,President Obama is a hypocrite.,There was a fight at ABC.,President Trump is going to be impeached.,There are good reasons to be Muslim. There are bad reasons.
672539897899577344,There are more facts than there are people.,It's Mr. Obama's fault.,There's a lot going on in the world right now.,Colorad is responsible for mass shootings.
672553813249826816,"Once again, Colinodonoghue is excited about the interview.",Colin Odonoghue is mad at his boyfriend.,Colin wants to know if he is a good or bad person.,@colinodonoghue has a boyfriend.
672632863452299264,It's not easy to do the right thing.,There seems to be a problem with,It looks like there was a shooting at the party.,President Obama wants the war on drugs to be stopped.
672632899921833984,Bliss believes that Obama is a racist.,Bliss thinks Obama is a terrorist.,Tabitha is angry at Bruce.,Blaise doesn't want to talk about politics.
672828403016429568,There is no such thing as a perfect world.,"There is no such thing as a ""gun free zone"".","Alex is the author of the book ""","It's not about the content, it's about the message."
672902686380003328,It's not his fault. It's mine.,What is he being held accountable for?,The results are not yet available.,There is no such thing as too much information.
672906198434209792,There are some people who think that the veil is a good idea.,There is no evidence to support the claim that ABC is a spy agency.,The woman in the photo is a lawyer.,There is a picture of a woman with a hole in her head.
672927317191229440,Peddoc is a woman.,@peddoc63 and @sassypresents a photo of a woman who looks like a terrorist.,@peddoc63 thinks she looks better with makeup on.,@peddoc is trying to cover up a crime.
673079581520318464,There's a lot going on in the background.,There is no such thing as too much information.,"Guys, it's cold outside.","Guys, it's cold outside."
673346166822694914,Stfler is on Twitter.,Stfler is on Twitter.,Stfler is on Twitter.,The following files are available to download.
673581371458199552,@mehreenzahra wants to know more about the recent events in Pakistan.,Mehreen shares her opinion on Tarek's tweet.,Mehreen shares a photo of a terrorist attack on Twitter.,@mehreenzahra wants to know if there is a problem with freedom of expression.
673611867181473792,There is no such thing as free will.,On Twitter @redsteeze writes:,"According to him, people should be careful what they wish for.",It's not safe to talk on the phone.
673615263040798726,@chuckwoolery wants to know if he should be fired.,@chuckwoolery is a joke.,@chuckwoolery is on Twitter.,@chuckwoolery was on the no-fly list.
673615400655970304,@DRUDGE_REPORT wants to know if it's a good idea to keep them out of the list.,There are 72 people on the Homeland Security watch list.,@DRUDGE_REPORT wants to know how many people are on the list.,@DRUDGE_REPORT wants to know if he's on the list.
673664899571060736,There is no such thing as free will.,There is no such thing as too much security.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
673686233936072704,Penguins wants to keep an eye on the situation.,@DLoesch asks if it's too dangerous to fly on a plane.,Penguins are on the no-fly list.,@Penguins is wrong.
673696115305406466,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
673872171341447169,There's a lot of work to be done.,Beacon is on the list of dangerous people.,Bret Baier is on Twitter.,There is no such thing as free will.
673984270902427650,Hacks shares his views on politics.,There are a lot of people who don't believe in God.,It's a very superficial comparison.,HAPPY BIRTHDAY.
674014933235859456,@Johnatsrs is angry at the situation in Libya.,John is waiting for a message on Twitter.,"John is a resident of Dearborn, Michigan.",Dr. Marty tweets that there are no Muslims in the streets.
674015148382666752,There are people who don't believe in God.,John is getting excited about the parade.,John is at a rally against ISIS.,John is angry at
674080899055546368,There is no such thing as too much information.,There is no such thing as too much information.,There is no such thing as too much money.,Majose is the author.
674187250792558592,There's a lot going on in the world.,The writer is a freelance journalist.,"According to Wikipedia, it is:",(http://www.washingtonpost.com/
674229534888185856,Telegraph.co.uk is a news source.,There's a war on for your mind.,Telegraph.co.uk reports.,There is no such thing as a free lunch.
674244561519161344,There's a lot going on in the world today.,@mashable has a new website.,There is no such thing as too much information.,The conversation is going to be short and sweet.
674263945172119552,Rolling Stone has been drinking and killing people for 20 years.,There have been over 1.15 million car accidents in the last 30 years.,Rolling Stone is not happy with the way people talk about guns.,There are 1.15 million people killed by guns in the world.
674301413040758785,President Trump is trying to divide the country.,President Trump wants to ban all Muslims from entering the US.,Donald Trump is not qualified to be president.,President Trump is not a supporter of Press Secretary Sarah Huckabee Sanders.
674301960787505153,FEMINIANSWERWER,FEMINIANSWERWER,"It's not true, but it's possible.",The next president will be Donald Trump.
674314254732931072,"Trump is right, CNN is wrong.",CNN is biased against President Trump.,President Trump is not a Muslim.,President Trump is a hypocrite.
674358835675549696,"It's not the person's fault, it's the situation.",It's a shame that people have been killed in car accidents.,John Lennon died of a heart attack.,Rolling Stone shares his views on gun control.
674364257799004160,Gotham thinks Trump should be impeached.,@Gotham3 and @robinashe want to know how many people died in the Holocaust.,@Gotham3 and @nashughes are making fun of Trump.,@Gotham3 and @e_dythe don't like each other.
675005503160901632,The AP's Twitter account has been suspended.,President Obama wants to disarm the people.,The AP is running a fake news story.,President Trump wants to expand the powers of the executive branch.
675043569367982081,There is no such thing as free will.,Wash is going to win.,There is no such thing as free will.,The writer is a freelance journalist.
