source_id,all summary
693571567377342466,President Trump is acting like Hitler.
693573781730783232,@espn and @espn are talking about a basketball game.
693586539562037248,Simmons won the game.
693606934050684928,Keith is looking at
693641113693884416,@espn shares a video with a link to a website.
693648675772436480,"After all these years, she still hasn't let go."
693648684857323521,Leo and Kate are cute.
693651239486263296,The body of a girl has been found in Virginia.
693691456222052352,"There's a new song called ""Summer""."
693761289601060864,At least 30 people were killed in a mosque attack in Yemen.
693771953648373760,The Economist is worried about the impact of automation on jobs.
693804277031157761,Djoker congratulates Serena on winning the match.
693811101146963968,Donald Trump is against same-sex marriage.
693818562981421056,Lebron had to change his clothes.
693826104633737217,Rolling Stone has a new song.
693827886021767169,The graduation rate is at an all-time high.
693840291992838147,ISIS claimed responsibility for the attack on CNN.
693843042546106369,WhiteHouse charges $83 per month for health insurance.
693844030589902848,Dylan and Shelley are having a fight on Twitter.
693853310479155200,Huffington is a good actor.
693857080193761285,ABC shares a selfie of himself and his girlfriend.
693857551620968448,Vanessa died of cancer. Eneline sends her condolences.
693858804279201794,Women are fighting for the same rights as men.
693869818366287872,Huffington has lost a friend.
693893182338289664,@MTV has a new song.
693897857376632832,@TheOnion is glad to see the news about her.
693906624776245249,Health insurance is too expensive for White House.
693935557009801218,President Obama awarded Fox News with a medal.
693939356390653952,@espn shares a funny story about Cam.
697992796565741569,Bernie Sanders won the debate by a big margin.
701175292937707520,The results of the election are in.
701514249269542912,Bernie Sanders won the election. The New York Times is biased against him.
701539698452393986,Bernie Sanders won the election in New York.
701872343736520704,Bernie wants to vote for Hillary.
701975210044497921,There is no statistical basis for voting.
703234354579898368,Kenny died at the age of nine.
705092738224525312,Hillary is going to win the election.
705093513076015104,There's a lot of people who want to vote for Trump.
706665777332621314,There is no such thing as a free lunch.
706933939953344514,Theresa is speaking about institutional racism.
707300612862566400,President Obama will not come to the funeral of Ronald Reagan.
707305999971921920,Christie doesn't want to go to Reagan's funeral.
707308274270539777,@dbongino is surprised by Obama's absence at Nancy's funeral.
707310135291416576,President Obama is going to attend Nancy's funeral.
707321278135463936,President Obama is going to attend South by Southwest.
707332312724283392,Wayne and others are critical of Obama's attendance at Nancy's funeral.
707405809181917184,Bachmann has a private jet.
707412869860696064,@thehill doesn't understand why Obama skipped the funeral.
707420972173955072,President Obama didn't come to Nancy's funeral.
707604196812591104,President Obama won't come to Nancy's funeral.
707786906189303808,"@PaisleyTiger,"
711994705333112832,@sport_simon and @NME don't know what happened to Donald Trump.
712223438698627073,The URL is https://www.facebook.com/pages/
714503380476026880,John Fund thinks that the woman who defected to Trump is a liar.
714531423273746432,@realDonaldTrump is not a good strategist.
714555825122107392,Judd shares his opinion on Twitter.
714560810266132480,@pennjillette found a fake article about Trump.
714567472712589312,Chris Loesch is a Trump supporter.
714577521992343552,Bambook wrote an interesting tweet.
714598318333042688,Willow believes that Trump's supporters are too invested in him.
714598641827246081,@xojanedot is on Twitter.
714755546285477888,Brian Moore has tweeted about Donald Trump.
714811995573325828,Brad and Thor are critical of Donald Trump's campaign.
714851393861881857,The following is an open letter to Donald Trump.
714998347111669760,Bernie is spreading the word about racism in the US.
715253497462145024,There is no punishment for having an abortion.
715254040289021952,Trump wants to punish women for having an abortion.
715255507506892800,There should be punishment for women who have abortions.
715256242990505984,There should be punishment for abortion.
715264793737879553,Donald Trump supports a ban on abortion.
715268937873760256,Huffington is against abortion.
715515982584881152,Prite (@PrisonPlanet) wants to know what the minimum wage is.
715671763808493569,There are no jobs for Bernie at the moment.
716092408920936448,Donald Trump and David Brock are being blackmailed by Roger J.
716416753409081344,New Deal won the election in Nevada.
716424773216022530,It's not easy to find out where to go.
716439952922312704,Bernie supports the election of Bernie Sanders.
716448280201269248,Bernie has won the election.
716451800581279744,It's official that Bernie won the election.
716457799392342018,Bernie believes Hillary won the election.
716461257025581056,"Bernie Sanders won the election, but not everyone is happy about it."
717081129627553792,@SaveTheAnima is saying that he has Down syndrome.
722885778448121857,Target has a new trans-inclusive bathroom policy.
723025600810766336,Chyna passed away at the age of 45.
723198441690636288,Prince has died at the age of 57.
723365789378584578,The world is a beautiful place.
723477822950395904,The Internet is full of
723504069814444033,Celeb wishes everyone a happy birthday.
723511860516016128,The following is a link to the article.
723521076446142465,There is no such thing as too much information.
723644048867774464,The Internet is a wonderful thing.
723772395211862016,The world is a flat place.
723915846985342976,The world has changed for the better.
724044187113512960,The world is turning purple today.
724320681517670400,FoxNews wants to change the bathroom policy at Target.
724348906096590849,FoxNews is boycotting Target because of their transphobic policy.
724603564946010112,Breitbart News shares a video of a man masturbating in public.
724624672604610562,People are upset over their new bathroom policy.
724661834419048448,Positronic is boycotting Target today.
724703995147751424,American Family Association is boycotting Target because of its transphobic policy.
724939017410727938,@USATODAY wants to know how many people will sign the petition against Target.
725070832494624769,Walsh is angry at USATODAY.
725174535897620481,@SandraAL and @KIR_bigg are boycotting Walmart.
725983128444129280,Marty and Dr. Fox are critical of Target.
726043971911213057,Target's stock is down by $1.5 billion.
726086935903494144,Chuckwoolery is calling for a boycott of Target.
726190016435728385,Breitbart News is boycotting Target because they allow men to use women's restrooms.
726442550266044416,Walsh is angry at Target for allowing men to use the women's restroom.
727116900983934976,@toddstarnes and @AmericanFamAssoc are boycotting Target.
727172374999666688,@AnnCoulter and @MattWalsh don't support the boycott of Target.
727179214546456577,Target's stock has taken a hit because of the boycott.
727187859367546880,@SandraAL wants to boycott Target.
727588444000526336,@DRUDGE_REPORT and @FreeBeacon think Hillary should be punished.
727623131494387714,Hillary is a liar and she needs to go to jail.
727834854931435522,Lou Dobbs is angry at Hillary Clinton.
727854332188577792,Fred Zeppelin thinks the media should ask Hillary Clinton about the payments.
727966590084485120,Caitlyn wants to see a nude picture of Huffington.
727982226290442240,@scrowder is angry about Target's transphobic policy.
728013148788154368,@FOXLA is having a bad day.
728038172270198787,SportsCentr is a fake Twitter account.
728101712762834944,Kristen wants to know why people don't like her.
728207861050970112,The content of this page is subject to change at any time.
728273551883534336,Castle is going to wear a bikini.
728625967921401856,Heritage has taken a hit because of their political stance.
728627623488786433,Gilmore is going to share a photo with Caitlyn.
728631482722308096,@chuckwoolery @BreitbartNews and @Cindy
729647367457230850,Forbes shares a link to a blog post about medical errors.
730516765525082112,There is a link to a lost city on Twitter.
730939370765754368,Hank and Carmen are critical of Hillary Clinton.
731093044460683264,Washington Post criticizes Target's bathroom policy.
731166399389962242,The clock is ticking for Hillary.
732004388181434368,John Piper doesn't like the new Target policy.
732971411157880832,It's not a good idea to buy shares in Target.
732981604826677249,TIME is boycotting Target because of their transphobic policy.
733242244522725376,@tgradous shares a link to a tweet with the hashtag #Boycott
740748123581087745,Hillary Clinton was the first female presidential candidate.
740791134146965504,Hillary Clinton is the first female presidential nominee.
741995157969592321,"According to Andie, Trump is a far-right extremist."
742012307694223361,The mass shooting happened in a Muslim country.
742050150307246080,Melanie is a fan of crack.
742055437932040193,Cernovich is upset with the way the media is covering the election.
742114513726623744,Snopes published a fake news article about Donald Trump.
742571519105077248,There's no need to get involved in politics.
742678930516123650,Jammie and Benshapiro are critical of a man who threatened to kill Muslims.
743058135300988932,Democracy is not a good idea.
743126914794037248,There was a shooting at the party.
743764020679741440,Mark wants to raise the minimum wage.
744390771869102080,Cernovich claims that the man who killed the policeman was a liberal.
745236050407194624,There's a problem with the internet.
745365403237376000,Me and Char are going to meet.
747275598347837440,@peddoc63 is a hypocrite.
747443219487678464,The Republicans are against gay rights.
748543642323783681,The Democrats want to raise the minimum wage.
748558349139058688,The pay is too low for a person to work.
748640007934590976,CNN is the biggest killer of Americans.
749039299677417472,"After the shooting, Trains criticizes the liberal media."
749286768554438658,CNN is spreading lies about Donald Trump and his supporters.
751536167183613952,ThereThere's a war going on in the city.
751856580874960897,"Hillary supports TPP, but she doesn't agree with it."
752875379765968897,Critic thinks that Obama and Cruz are having an argument.
752965545528528898,"According to WHO, violence against children is one of the top causes of death in the world."
755439197125767169,A police officer was served a sandwich containing glass at a restaurant.
755447443009916929,The Blaze has been attacked by someone.
755475529294352385,The police are looking for the person responsible for breaking the window.
755523157700648960,A police officer has been arrested.
755548076438196225,"@Chairmnoomowmow, @FOX59 and @"
756282236375277568,Hillary Clinton is quoted as saying that laziness is a trait of Americans.
756690088533393409,Hillary has been talking about Trump for a long time.
757190314880884736,Limerick is angry at Donald Trump.
757367391202471937,"Donald Trump is a racist, according to Slate."
757450526153900032,It's been a difficult year for her.
757748522481491968,Leah shares a funny tweet with her friends.
758825535480864769,There is no such thing as a right or wrong answer.
759460236042305536,There is no evidence to support Trump's agenda.
760109079133990912,Franklin and Graham don't want to go to church.
760120409429643266,Franklin and Graham are against Christian clubs.
760928376668454912,Lila is running for president.
761573188543229952,The US has lost 15 million jobs in the last 7 years.
761999790892806144,Team USA wants to know if President Trump is a feminist.
762793077509464064,POTUS and FLOTUS are going to play tennis.
763428684850094080,VivaLaAmes is calling for Trump's assassination.
763430916236640256,Lagartija is a journalist.
763520953619918848,@ericbolling is calling for Bob to be fired.
763524712853102596,Trump called for Hillary to be assassinated.
763738618573623297,Pamela Geller wants to know if Julian Assange will be arrested.
763896522790440960,Son of Liberty is in the hospital.
763964234774347776,"CNN donates $250,000 to a terrorist organization."
764368020391223296,Lagartija wants to meet with Hillary.
764497123530375169,A man with a knife attacked BBC journalists.
764906140257837056,@WhiteHouse and @NerdyWonka have fun with the President's letter.
764931593303646208,The DailyMail is a fake news website.
765359928361922560,Newsweek and Sean Hannity have a fight on Twitter.
765612862681255936,Greys is angry at ABC for not focusing on the originals.
765735409984806912,@christinawilkie thinks Trump is a racist.
765739657908850688,Gideon thinks Trump is lazy.
765779159176077312,Oil tanker was hijacked off the coast of Malaysia and taken into Indonesian waters.
765859710503378944,The leader of North Korea has fled to South Korea.
765887221736046592,@andieiamwhoiam
766323684076322816,@cnnbrk wants to end use of private prisons.
766541461189832704,A man was bitten by a dog.
766568413418356736,"BBC has paid $11,000 to a man for lying to them."
766715993385267201,Onion is doing a great job.
766752508312166402,@cnnbrk and @julie are accusing Hillary Clinton of perjury.
766789709045518336,@DailyNewsBin wants to know if he should donate to the cause.
766808183696351233,Khanoisseur and Anamika are critical of Vitico.
766822417712963584,It's been 5 years since Eva died.
767092161716350980,Team USA has won the Olympics.
767129248045948929,The Internet is full of useless information.
767203096472719364,@espn and @ufc are talking about a fight.
767459987476054016,Team USA won the basketball match against Serbia.
767541796410839040,Hillary is trying to blame someone else for something.
767561970182598657,There's a fish in the Thames.
767698691205410816,President Obama is playing golf with his son.
767709416879644672,Dorothy wrote an article for the New York Times.
767710042816602112,FoxNews is accusing Hillary Clinton of lying.
767754921403899906,Two young people were killed in a terrorist attack.
767803368081358848,"Hillary Clinton has sent over 15,000 emails to ABC."
767807335691653120,The LA Times criticizes politicians who voted against Sandy relief.
767814876433571840,Rudy is accusing Hillary Clinton of lying to the public.
767855091109863424,Stephen Hayes is angry at Fox News.
767859423150759936,TheOnion shares a link on Twitter.
767861179951648768,Hillary Clinton has helped Donald Trump.
774833492865593344,Hillary is a racist and a liar.
775672628493357057,Lou Dobbs claims that Melania has a medical condition.
777710439870455808,Newz thinks Trump will be a bad president.
778299287293816832,@instapundit and @KFaulders think it's a crime.
778530869208190976,DrGina and Linda are on Twitter.
778572032531427332,It's not a good idea for black men to run from the police.
778625026144792577,It's not a good idea to run from the police.
778681502825451520,Black men have a right to resist police.
778689027918618625,"According to NPR, there is a problem with race relations in America."
778949749156245504,Alfred has committed a crime and needs to be punished.
779633844680962048,The pictures are from the Middle Ages.
780436430732525569,@davidsiro and @tomangell are talking about marijuana.
780882510645370880,Lhfang believes that smoking marijuana is a bad idea.
