source_id,support summary,deny summary,query summary,comment summary
553476490315431937,,,,At least 2 people were killed in a gunfight.
553476880339599360,,It's time to pay attention to the situation.,,
553478289474740224,Sebastian is in hospital.,,,France will be judged by the measures it takes to deal with terrorists.
553480082996879360,,The case is being investigated by the police.,,#Breaking: #BBC reports on the killing of a man in a shootout.
553486439129038848,#JeSuisCharlie is on Twitter.,There's a problem with air traffic control.,,Charles de Gaulle's flight has been diverted to the airport.
553489393202499584,#1: #2: #1.,,,#FreePalestine sends money to girls in order to protect them from terrorists.
553501357156876290,A martyr will be born soon.,The police are looking for Charlie.,,BBC should tell Muslims not to kill each other in the streets.
553503184174710784,Charlie will tell the police about the attack.,They will not be allowed to kill people.,,#RT_com asks #RT.com to kill the bastards.
553505242554175489,It's the end of the day.,,There's a problem with the internet.,Suspects in Charlie's case are not allowed to talk to the police.
553506608203169792,Nick K60 is on Twitter.,,The BBC has a problem with printing.,Aldi wants BBC to change the news.
553508098825261056,#1 is not allowed to talk to #1.,The French don't treat prisoners.,,They want to kill the leaders of a terrorist group.
553512735192141826,,There is no news on Twitter.,,There's no news about the situation.
553518472798683136,French terror suspects want to be martyrs.,,,#AP asks #AP to release the hostages in France.
553531413459660800,There's a problem with the internet.,,#BreakingNews reports that someone left their identification at a gas station.,#SkyNews reports that a gunman has taken a hostage.
553534838880608256,A man has been arrested in Paris.,,The source of this article is the Internet.,The situation in France is getting worse.
553535829017370625,"At least $1,000 is needed.",,,At least five hostages are being held in Paris.
553538058440941568,A man has been arrested in Paris.,,,There was a hostage-taking at the kosher market in Paris. Several people were wounded.
553543369604210689,#Bklyn says it's not a good idea to talk about children's rights.,,#Bklyn has a problem with the internet.,Middleton is sad about Middleton has to go back to sleep.
553544252563935234,At least 2 people were killed in Paris.,It's the end of the article.,,#FoxNews reports on the situation in Paris. #FoxNews is angry about it.
553544694765215745,The police are looking for a suspect.,,,There is no such thing as 'no such thing'.
553548567420628992,Shiraz Maher has just confirmed it.,The police are looking for him.,Shiraz Maher and ShirazMaher are talking about Charlie's arrest.,Shiraz Maher and Jerome Pio are talking about the situation in Paris.
553549686129561600,#RT is demanding the release of the suspects in the supermarket.,,,"#FreePalestine #FreeKashmir, #RT_com, #Genlady9 and #FergusMason1 are discussing the situation in France."
553550301886955520,Six people were taken hostage in Paris.,,The police are looking for a suspect.,At least two people were killed in Paris.
553553288625672192,,,It's not a good idea to kill people.,"Fila, Richard, Magnus and Richard are talking about the situation in Paris."
553558982476828674,,,Leibovich wants to talk to Avital.,Leibovich and Avital Leibovich are on Channel 2 News.
553561170637238272,All shops in central Paris are closed because of the attacks.,There are no shops in the area.,All shops in central Paris are closed because of the attacks.,All shops in famed Jewish neighborhood in central Paris are closed due to the attacks.
553566026030272512,#Pray for #Vera.,,It's about 4 p.m.,#Time to arrest #VeraSweeney.
553575232867672064,The police are looking for a suspect.,The situation in France is not good.,,There's a war on in Afghanistan.
553576010898497536,#FreeKash says Charlie threatens to kill if #WSJ suspects are harmed.,#Hebdo wants to talk to the police.,,#WSJ and #WSJ are talking about a gunman at Paris store.
553579224402235393,Kouachis wants to talk to the police.,There is no such thing as a mother.,It's not a good idea to shoot people.,#cnni and #DAVIDMDRAIMAN are discussing the situation in France.
553586860334010368,Kay is doing an amazing job.,,Kay Burley wants to know what happened to the man.,Kay Burley and Burley are talking about the situation in Europe.
553586897168392192,Both Charlie and Charlie were killed by the police.,,,France needs to take no prisoners.
553587013409325058,Charlie's hostage was freed after the attack.,Charlie has been released by the police.,Fridh Kleberg will give an interview.,Charlie has been released after the police rescued him.
553587303172833280,Police are taking people out of the grocery where hostages were being held in Paris.,The police are looking for people in Paris.,,The police are taking people out of the grocery in Paris.
553587672137334785,A man has been killed.,,It's the end of the day.,Charlie has been killed by suspected gunmen suspected by the French police.
553588178687655936,Huffington has a problem.,,Huffington wants to know what happened.,HuffingtonPost reports that #Hebdo suspects were killed by the French.
553589051044151296,The man in the photo is Thomas.,,,Some hostages were freed at Jewish supermarket in Paris.
553590459688570880,Some hostages were freed at Jewish supermarket in Paris.,The man in the photo is Thomas.,,It's the end of the day.
553590835850514433,A man was killed in a supermarket.,There's a problem with the internet.,The man is wanted by the police.,Hostage-taker was killed in the supermarket in Paris.
576276947648405505,#BorisNemtsov is in Russia.,Kadyrov is a Muslim.,,
576319832800555008,Alina has a problem with money.,,There is no such thing as a reliable source.,Mr Putin is building the nation.
576323086888361984,Daniel thinks it's a good idea.,,Daniel is in a hospital in Switzerland.,"It's difficult not to think of ""Rose""."
576513463738109954,It's not a good idea.,,,The man is on a hunting trip.
576755174531862529,,This article is not suitable for children.,It's the end of a war.,#Karmacamille1.
576796432730071040,The video is available on YouTube.,I am on the edge.,There's no information on the website.,Vladimir Putin is in Moscow.
576812998418939904,It's time to call the police.,,,It's #Scofield.
576829262927413248,,It's the end of the world.,There are no comments on this article.,Coalson will make a joke about Putin.
577258317942149120,,,,Pat Ondabak thinks Putin needs a break.
580319078155468800,Breaking: Germanwings Airbus A320 crashes in French Alps near Digne.,The plane crashed in the Alps.,,Airbus A320 crashed in the Alps near Digne.
580319184652890113,The plane has crashed in the Alps.,,There are no details about the incident.,Airbus A320 has crashed in the southern French Alps.
580320684305416192,Aeroplane is in trouble.,,,It's the first time I've seen it.
580321156508577792,,,,Hockings is on the BBC.
580322453928431617,AJEN is on Twitter.,,,AJEN is not a terrorist.
580323060533764097,,,,
580324027715063808,,,,A Germanwings plane crashed in southern France.
580325090367315968,The wind speed is 25 km/h.,There is no such thing as 'no such thing'.,#Isobel24 asks #Flightradar why it's so high.,#A320 has just started to descend. #Marcepa49 and #isobelroe think it's because someone set the autopilot incorrectly.
580326222107951104,The funeral service is taking place.,,It costs $2.5m.,#UlrichJvV thanks #NTS for putting him on the list.
580331561398108160,#1: #2: #1.,,It's the end of the day.,"The call is in French, but it's in English."
580332109782466561,#AirSmolik has a problem with air pollution.,,,AirSmolik has entered FL380 for a few minutes.
580333763512705025,Debris from Barcelonette is $1.,,,Airbus A320 crashed in the Alps in the French Alps.
580333909008871424,A plane has crashed in Germany.,,,I am flying in 2 weeks.
580339547269144576,,#mashable makes reference to #Germanwings.,#mashable asks #german to call 911.,#mashable wants to change the name of the website.
580339825649291264,The news is not good for the victims.,,,Germanwings passenger plane crashed in French Alps with 148 on board.
580340476949086208,#fox and friends are talking about a plane crash.,,There was a plane crash in a foreign country.,#Fox and #FoxandFriends are talking about a plane crash.
580348081100734464,The plane crashed in the Alps.,,#1: #2: #1.,King Felipe VI cancels his state visit to France after the Germanwings crash.
580352273001410560,Pascal says it's a good idea.,The word 'emergency' is not a good idea.,Pascal asks #Airlivenet to declare an emergency in case of an emergency.,The emergency call was the final distress call from the cockpit of the flight #4U.
580360165540642816,Richelle is not satisfied with the results.,Richelle is on Twitter.,,
580371845997682688,,,At what point did the phone stop working?,The average temperature is 4.5 degrees.
580882341880446977,There are no details about the report.,,,It's not a good idea.
581047170637381632,,,The source of this article is Wikipedia.,Lebanese's profile has been removed.
581063377226637312,,,There's a problem with the internet.,It's the end of the article.
581153923987206146,It's a waste of time.,It's not a good idea.,It's not a good idea to kill people.,#FoxNews and #FoxNews are talking about the suicide of a man.
581290271997968384,It's not a good idea.,,Noah wants to know what is going to happen.,#NoahWehrman and #Gigwaypundit are talking about a young pilot's death.
581293286268129280,It's not a good idea.,#AnewTrack: #Naar is a Muslim.,Rocco is on Twitter.,AnewTrackrecord asks #daxton if Muslims should be allowed to work in Germany.
581359544682614784,It's not a good idea.,It's the end of the article.,There is no evidence that he is a Muslim.,Kenya is worried about the mental health of German pilots.
581386094337474560,,There are no details about the report.,Hilary will meet with him.,#USATODAY asks #AndreasLubitz to confirm #Kjelmgaard's report.
581473088249958400,The man in the photo is Muslim.,,It's not a good idea.,It's not a surprise for me.
5938df,,,It's not a good idea.,The number of people killed in Vietnam is about 50%.
5l23au,,"The title of this article is ""The End"".",,Hilary's campaign is a waste of time.
5mkmg1,,,,Skepticism is not a good idea.
5qzxep,,,,"In the olden days, batteries were used to charge phones."
5tk0zx,It's a good idea to watch the video.,,,It was the wrong thing to do.
5vvv51,,,,There are no regulations regarding factual reporting in the US.
5yp0yt,I don't know what to do.,,"I own a kettle, but don't know how to use it.",Kettles are used to make coffee in America.
63uefi,,,,Niamh McIntyre thinks the president has a short memory.
644j1f,,It's not a good idea to cut hair.,,It's not a good idea to look up on Facebook.
66yxyf,,It's not a good idea to have a volcano.,,It's not a good idea to talk to people on the phone.
6a4cji,There's only one season left.,,,It's the 17th of July.
6hb6b3,It's time to get rid of it.,There is no proof that people are stupid.,,The earth is flat but people don't believe it.
6jk9iq,It's not a good idea.,"No matter how hard you try, it doesn't work.",,I don't know what to do.
6m1mwg,,Someone will always be in charge.,,Valar Morghulis thinks 2 + 2 = 5.
6o9ozz,,,,#1: The bulk of the mass. #2: Kerbal space program.
6rimvf,,The number of women born is in the 50-60 range.,The source of the information is not available.,There's a lot of information in the article.
758159624122097664,Sampepper has a drug problem.,Sampepper doesn't want to talk to #sampepper.,#Sampepper didn't sexually assault her.,#Sampepper and #NathDoe are talking about the sexual abuse of a girl.
763098277986209792,,It's not a good idea.,It's a good thing she's not sick.,#NatShupe is sick. NatShupe has a medical condition.
764927075522260992,It's a good idea to wait for the results.,Alex is lying to the American public.,Alex doesn't want to talk to the press.,Alex has a sale at Aldi right now.
767725956706414592,Brian Stelter doesn't want to talk about Hillary's health.,#brianstelter has an illness.,#Brianstelter and #Hillary are talking about Hillary's campaign on social media.,Rudy has Alzheimer's disease. #Giuliani doesn't know the truth.
768859780240773121,Hillary has a hard time using her legs.,,There is no such thing as a minibus.,Hilary's car is in a bad condition.
769988636754505729,Prisoner is not allowed to talk to people.,Prisoner has an addiction.,Prison will be served soon.,PrisonPlanet doesn't want to watch Hillary's debates.
774165935041093633,,,Lyle has to change his name.,#larryelder thinks Sheila is a racist.
774991078265094144,Hillary passed out at the 9/11 Memorial today.,#mitchell thinks Hillary's statement is weird.,The president has a medical condition.,Hillary is not fit to be president.
775057555865206784,,,There is no such thing as blood.,#Portosj81 thinks Hillary is suffering from a brain cancer.
784071228248109057,The weather is not good.,,,Hillary Clinton is a hypocrite.
784118929799073793,,,,Varepall is worried about Hillary's health.
784216706080178176,,It's not a good idea.,It's time to get rid of it.,Hillary used #HurricaneMatthew for political gain.
784316107645603840,It's the end of the article.,It's 5 pm on Fox News.,,#FoxNews and #FoxNews are talking about Hillary Clinton's campaign.
78sxy7,,It's not a good idea.,There's no way to know what to do.,There's a link between scratching and pain.
7d28gk,,,,There is a three-strikes law in California but it doesn't apply to violent crimes.
7g16as,,,,Trump spent $100 million on Trump's own properties.
7hrc7n,,,,Owen Jones wants to join the government's negotiating team.
7imq99,Rhodes thinks it's an idiotic idea.,I'm at UoL.,There are too many students at the university.,This is a sign of a dying society.
7jkthr,,It's not a good idea.,,The article about Trump is a fake.
7p7cq,The government of Israel is not democratic.,The first step in democracy is to define it.,,This article is not suitable for children.
7z11oi,,It's not a good idea.,,It used to be called phone calls.
828933929080086528,It's not a good idea.,Laudafinem says it's not true.,,
830469481621241857,TheOnion thinks it's a good idea.,Onion is coming to meet with you.,Onion doesn't know what to do.,TheOnion and TheOnion are talking about Donald Trump.
83ddtk,,There is no tax in the US.,"The question is: ""What is the gold standard?""",Taxes are collected for the use of the US dollar.
852844529778601985,,,A bomb was dropped on Syria.,Jackson is not happy with Trump's recent behaviour.
872300483272114177,He knew it was there.,,#SandiBilling doesn't like it.,SandiBillington is from Texas and has lived on the coast for most of her life.
872367878871408640,Guy sent a video to me.,Guy has been sitting in an office since 7 am.,Guy wants to know where the video is taken.,Guy doesn't know if it's a tornado or a tornado.
879j1c,It's not a good idea.,It's the end of the article.,,It's not a good idea to stay in the car in Australia.
892781499103277056,,"The name of the author is ""Nadir"".",I don't know what to do.,#NANDANPRATIM.
897502435593265152,,It's too early to talk about it.,,It's too late to buy it.
897715873145913344,Ranger is not satisfied with the results.,,,Ranger is angry at Donald Trump.
8d6h5t,It's just what you do in a restaurant.,It's not a good idea.,,It's a matter of habit.
8e86kt,,,,I haven't thought about it in a long time.
8efswb,,,,Women are not allowed to have sex with men.
8gp0d7,There is no such thing as 'no such thing'.,I don't want to talk to you.,I don't know what to say.,I have an issue with breathing through both nostrils.
8i274x,Eric is not allowed to talk to journalists.,,,Donald Trump has been accused of having a problem with Russia.
8j9s33,The data is from the National Institute of Statistics.,The number of illegal immigrants is increasing.,It's illegal to be an immigrant.,There is no hard data to support Trump's claim that illegal immigrants are criminals.
8lkwd7,,,,Sebastian is an Apple fan.
8lwt83,,I don't want to buy it.,It's a problem for people coming from France.,"The tuition for medical school in France is $1,000 per year."
8m9y0o,,,,"I had bronchitis last year, so I couldn't taste the taste of the food."
8n9173,,,It's not a good idea to sleep on the left side.,There's not enough iron in the blood if you hold a magnet near the door.
8unvgg,,,How do you measure someone's performance?,There's a limit on the number of traffic stops.
8yktu5,,He was opening the day before Brexit.,,Donald Trump arrived in Scotland on the 23rd of June the day before the vote.
901939374375370752,It's #HappyHolidays.,Jim doesn't want to share the fake news from #MAGA.,The link is available on Twitter.,Jim Kuther is calling for the police to run over the cars during emergencies.
902006921523331073,,#Jackbgoode says it's not a good idea.,,The roads are flooded in Texas.
902134516575346688,#VeganYogaDude.,VeganYogaDude doesn't believe in fake news.,"There is no such thing as a ""thing"".",#VeganYogaDude asks #invisibleman for directions.
902224586967621633,#Jimmyvasser thinks it's a good idea.,Jimmyvasser thinks the photo is fake.,,Jimmyvasser and Jeggit are talking about a man who caught a fish in his living room.
902542822540173314,Bruno thinks it's a good idea.,,,#JoeBruni wants to know why.
902595384635043840,,It's not a good idea.,,#Jegg thinks it's a good idea.
903336023362547715,,,I don't know how much money is left.,"Lee gave $1,000 to charity."
903528113631584256,,,,A lot of people in the US are worried about their health insurance.
904111594912841729,,Carolde says it's not true.,Hillary doesn't know what to do.,Carolde is grateful to Will and Harry.
904200288059494400,,,,#verge wants to kill the fire ants.
904725019372253184,,The man in the photo is in Canada.,,Kristina wants to know what to do.
904727149747326977,,,This article is not suitable for children.,Janis thinks it's a good idea.
904762977185808385,"Mr. Chuck wants to get on the water, but it's too late.",,,Chuck and Mr. Frederick are talking about the flood insurance.
905161219274940416,It's not a good idea to kill people.,#AMike and #AMike are talking about a fake news story.,The law in Texas is not allowed to be abused.,#AMike asks #AMike to arrest the thugs.
905290355796533252,,,,There's a hurricane in Florida. #scroggstl @President1.
905541650541420546,,,It's not a good idea.,The governor's website is at the foot of the article.
905590451876634624,The governor wants to talk to the president.,,,It's not a good idea.
905600465160810497,There is no such thing as #WTF.,,,#stevemcgrew wants to know where the stock pile is.
905682058621616128,,Paine is not available on Twitter.,It's the end of the article.,Paine doesn't want to listen to Thomas' show.
906170027937849345,,,,Rhonda doesn't want to give up her guns.
907697675184885760,It's not a good idea to wear the red one.,,It's the end of the article.,The Red Cross cancelled the banquet.
909084965035487232,,,,The welfare system is not an African-American issue.
909982405167067136,,,It's the end of the article.,It's not a good idea.
910024540578869248,They are not allowed to talk to journalists.,Kim doesn't want to hear it.,The video is available on YouTube.,Kim has sent a video to Fox News.
910121722149527552,Riccardo is not available.,,,Riccard thinks Hillary is a real peach.
914582144952995840,,It's time to open your eyes.,,#Becky is angry about it.
914684276477710336,"Lrihendry, SandraTXAS, and Trish061616 are discussing what to do.","Lrihendry, SandraTXAS, SandraTXAS and Brihendry are sharing their social media accounts.",Sandra is following #Lrihendry on Twitter.,SandraTXAS and Lrihendry are sharing their social media accounts.
919231965471105024,,The internet is full of useless information.,,"According to Hank Williams, people are getting more polluted."
934715071757819904,,,Lalit shares a link.,KenyanTraffic asks LalitKModi to pay $2m for traffic control.
934828842505723904,Gidi and Lalit are talking about traffic.,,Lalit wants to know why traffic has to pay for birds of prey.,#Gidi and #LalitKModi are talking about traffic.
934q6t,The book is called 'The Iodine'.,,,Iodized salt has been advertised on TV for decades.
935577591850979329,Ranger and the General Electric.,,Ranger wants to know what's going on.,Ranger thinks North Korea has been leaking since the earthquake in 2011.
938787800974950400,I don't want to be surprised.,The article is available on the Internet.,,#Jja wants to know the origin of all the fires.
938o5h,The Great Pyramid is in the sky.,,The link is available on the Internet.,The Great Pyramid of Giza was a power plant used to power ancient Egypt.
939234401681944576,Kellyanne thinks the bill should be eliminated.,,Kellyan is not satisfied with the results of the election.,Kellyanne has a final copy of the tax bill.
940078473061609472,,#Wolfe thinks the article is fake.,Wolfe thinks California started the fire because of global warming.,#MSA has been shut down in California.
941305217454403584,Hanzala is not available.,,,Hanzala thinks it's a good idea.
944339600998326274,The video is available on YouTube.,,It's the end of the article.,#Irum47 sends a video to Nimra.
945845194699759616,TheOnion reminds me of Silas.,Onion is not available on the Internet.,TheOnion thinks it's funny.,#TheOnion doesn't want to listen to The Onion.
951976286301204480,The final tax bill was passed in November.,,,The future victims of wildfires in California have to pay $1.25.
986750534886424576,,,,It's a strange thing when someone dies.
986801053168488449,There's a video of her saying it.,,The link is available on Facebook.,#Darph blames #Darph for the whole thing.
987323105524768769,,,,Barry and WhiteGirl are talking about the introduction of the FLOTUS.
987801763850809344,,,,#Wcruz73 doesn't see the point of her saying that.
ayn70,,,,I haven't applied for citizenship yet.
wfajw,,,,It's not a good idea for Obama to release his tax returns.
xn2bn,,,,Obama's birth certificate is a forgery.
