source_id,all summary
524950507023245313,It's a shame that you have to watch a video like that.
524951893467234304,A soldier was shot in the leg.
524958128392376320,There were 3 suspects in the shooting.
524958992330522624,The world has gone mad and it's not over.
524959836778536961,The suspect was shot and killed by police.
524961721744900097,A Canadian soldier has been shot at Ottawa's War Memorial.
524962676665888769,Ottawa is in lockdown due to a possible terrorist attack.
524965786059026432,One soldier has died and another is in a stable condition.
524970097711267841,A Canadian soldier has been shot in Ottawa.
524970851675176960,The building is locked down after a shooting.
524972443308683264,Amym is at the hospital.
524976106861236226,The man who shot a Canadian soldier at the war memorial raised his arms in triumph.
524976526891417600,A soldier has been shot at the parliament.
524976963862429697,A Canadian soldier was shot at the War Memorial in Ottawa.
524976980799000578,The police are looking for 3 suspects.
524977992683237376,There's an investigation going on in Ottawa.
524979548195024898,There is a VIP being escorted out of Ottawa.
524981436252950528,The authorities have given the name of the suspect to Ram.
524983325275197440,The news conference is about to begin.
524987184836005889,The police are looking for the person responsible for the attack.
524988712367955970,One Canadian soldier was shot dead at the war memorial in Ottawa.
524991067675189250,A soldier was shot and killed in Ottawa.
524991240270807042,A man was shot and killed at the parliament.
524993533212897281,The situation in the country is getting worse.
524998384357486592,The government offices are locked down in Ottawa.
525005886272843776,Ottawa saved a man's life.
525008463819464704,Canoe shares a photo of a man with a gun.
525009850104037376,Kevin Vickers is a hero.
525024066152169473,A young man was shot and killed in Ottawa.
525024181218725888,Ottawa mourns the death of a soldier.
525024518713397249,A soldier was shot and killed in Afghanistan.
525029684095221760,A soldier was killed at war.
525032872647065600,It's not safe for foreigners to travel to the US.
525033697045925888,The event took place at 9:52.
525039784503541760,Ottawa is mourning the death of a soldier.
525040767317082113,The suspect has been identified as michael.
525040836757958657,There was a shooting at the war memorial.
525041127343550464,The photo was taken by a tourist.
525043936331857923,A man was shot and killed.
525077806401994754,Canada will not be intimidated.
525088864416043008,It was a long day in Ottawa.
525116411887513602,Nathan was shot and killed by a gunman.
525134787778850818,The South American Goliath is a spider the size of a puppy.
525285199530455040,A man cut off his penis after his girlfriend dumped him.
525291306000846848,This is the perfect tribute to Nathan.
525300042207612928,Kevin Vickers shot and killed a man.
525301290218553344,Kevin Vickers was shot and killed in the Canadian Parliament.
525305690257379328,A tribute to a fallen soldier has been tweeted by Independent.
525327108520673281,This is what a real hero looks like.
525408908484280321,Dogs were killed at the National War Memorial.
525411618231169025,Dogs of Canadian soldier were killed at the National War Memorial.
526459255147491328,Judd sent a photo to debunk a rumor.
526757033186697216,She was a brave woman who fought for women's rights.
527131140721623040,Anne and Bayefsky are upset about the death of a girl.
527138218505175040,Pope Francis is not infallible.
527162170531151872,A spider was found in South America.
527272948680622080,Jose Canseco shot himself in the left hand in an accidental shooting.
527286846347567104,Former baseball player Jose Canseco accidentally shot himself in the left hand.
527295015643394048,Jose accidentally shot himself in the hand at his Las Vegas home.
527308173112139776,Matt has left First Look and is no longer working there.
527947775905103872,Seth Rogen has been cast in a Steve Jobs biopic.
528237933661544448,Deer have appeared in Afghanistan for the first time in 60 years.
528240834660298753,Moms should stay at home to raise their children.
528242965915779072,There's a conspiracy going on.
528312406498635777,A deer has appeared in Afghanistan for the first time in 60 years.
528341588867416064,Team Twitchy wants Obama to resign because he's a stay-at-home dad.
528357165677817856,@pourmecoffee thinks it's a joke.
528389559441444864,DrLJA thinks Obama is a jerk.
528495998537334785,"After 65 years of absence, the money has been returned."
528562608463704064,A deer has appeared in Afghanistan 60 years after its last appearance.
528607634099015680,The first deer was seen in more than 60 years.
528676615207653376,Deer have been spotted in Afghanistan for the first time in 65 years.
528822281972498432,A deer has been spotted in Afghanistan.
528976109518721024,Palin wants to stay at home.
529088963420909569,Fluffy is having a bad day.
529434230938284032,Vampire has been confirmed in Afghanistan after 60 years.
529747368087126019,There's a video of Michelle Obama telling black people they can eat whatever they want.
529857740059860992,Rogers wants Obama to stay at home.
530017051025604609,There was a huge explosion of oil near Saudi Arabia.
530943279161155584,Pepsi is testing Doritos-flavored Mountain Dew.
531085761521528834,Pepsi is testing Doritos-Flavored Dew.
531108688749404160,Macaulay Culkin is dead.
531129816389779456,Doritos is a real thing.
531131094276382720,Abu Bakr has been injured.
531161914689482752,PepsiCo is making a dessert called Dewitos.
531183173443801088,Meredith Frost and Judd Legum are having a fight on Twitter.
531193369465470976,John and JohnGGalt are angry at the news.
531206167302012929,Boogie is waiting for someone to send him a link.
531287426858487808,Hilliker is angry at Obama.
531300385248800768,The head of Abu Bakr al-Baghdadi has been killed.
531493734358061056,Hatzolah has been killed in an air strike.
531498841158082562,The leader of ISIS has been wounded in an airstrike.
531524882325311488,The leader of the Islamic State group has been killed.
531525016794697729,Al-Baghdadi's injuries are not known.
531526274003771392,Al-Baghdadi was killed in an airstrike.
531530591427391488,Iraqi leader was killed in an airstrike.
531531382611513344,Al-Baghdadi has been shot.
531543620856197121,@FoxNews wants to know who killed Osama bin Laden.
531565935128498176,Tom shares a photo of Vladimir Putin with Room_Leibowitz.
531568534066057217,Leibowitz shares a photo of Vladimir's motorcade on Twitter.
531606992788287489,FoxNews reports that Osama bin Laden has been killed.
531607884220485632,A photo of Vladimir Putin's motorcade has been shared by Marc Leibowitz.
531634492528939008,Pepsi is testing Doritos.
531648145613398016,Boogie is going to send a video to Boogie.
531659884430106624,NY Times says marijuana is illegal in New York City.
531676808836833280,@TheIvy1 asks Boogie how to make a drink.
531733274968989696,Abu Bakr was killed in an air strike.
531833153145823233,Mashable reminds everyone that Doritos-flavored exists.
531833233143783424,Putin has not been driving round in a motorcade.
531900034863091712,Vladimir's motorcade looks suspiciously like a truck.
531973383198887936,The manager at a company made a list of things employees are not allowed to say.
532007252677656576,@fakeshoredrive has posted a list of slang on Twitter.
532106726539939841,Vladimir Putin has a motorcade.
532197572698320896,Hank died of cancer at the age of 57.
532199717594497024,There are 22 forbidden words in the English language.
532203605236154368,Hank of Sugarhill gang is dead at 57.
532206910796468224,Chick-fil-a has been banned from Business Insider.
532208816692416512,"BuzzFeed has banned the words ""Bae"" and ""Ratchet"" from its feed."
532231906364911616,Hank died of cancer at 57.
532239131540467712,The following is a tweet from @DavidNelson.
532246457609244672,Vladimir's motorcade is seen from the air.
532255606623989760,Jemele Hill is angry at Dahn Dahlas for calling her a cunt.
532259028152246272,There's nothing wrong with instilling professionalism in our youth.
532275347413544961,Hank died at the age of 57.
532275383430041600,Hank died of cancer at 57.
532276370953752576,Hank died at the age of 57.
532276693931945984,Hank died at the age of 57.
532281981795848192,Metro bans people from using vulgar language at work.
532284428542681088,Vladimir did not travel in a motorcade.
532284831783460864,The manager forbids his employees to use the URL.
532297096356167680,Hank passed away at the age of 57.
532319110458118144,The manager at Chick-fil-A has banned the use of certain slang words.
532559937269166080,Chick-fil-a has been banned.
532602376398462976,There was a prankster who took away this Halloween decoration.
532851585408593920,Disney is making their first movie about two gay princes.
532928419051622400,BBC is broadcasting a video of Osama bin Laden.
533734824905670656,Piers Morgan wants him to be hanged.
533767270091087872,Jihadi was hit by an air strike.
533811170889568256,Adam is angry at Milstein.
534205316620382208,Disease spread by bugs that bite your face is found in the US.
534278078105944064,The world's largest chocolate manufacturer is running out of chocolate.
534303066867367937,The world's largest chocolate manufacturer is running out of chocolate.
534337548680978432,The world's largest chocolate manufacturer is running out of chocolate.
534364937939062784,The world's largest chocolate manufacturer is running out.
534392174876839936,The world's largest chocolate manufacturer is running out of chocolate.
534409916560461825,Chocolate is in short supply.
534445263528947712,Missouri's governor declares a state of emergency.
534461459938304001,Jenner is 17 years old.
534543768653807618,Obama told the activists to stay on course.
534678919656775680,The world is running out of chocolate.
534763214106820608,The world is running out of chocolate.
535148463609356288,The kid got zapped by a wire.
535252460148113409,Bill Cosby has been accused of rape.
535257207991205888,BuzzFeed shares a photo of a boy with superpowers.
535282587325833216,Tina doesn't want to be called a slut.
535315394127728641,The woman accusing Bill Cosby of rape is a liar.
535474861616148480,There is no such thing as a free lunch.
535474881090322432,"The shooter was Myron May, who graduated from Florida State."
535484342785830912,The boy is magnetically attracted to other people.
535507913226190849,There is a link to download a file from SoftLayer.
535579674152148992,The Muslim and The Guy are angry at each other.
536105045545472000,A letter from the 1970s has been shared by Catrin Cooper.
536504515843727361,A letter from the 1970s was sent to parents by Buzzfeed.
536540403109879809,A letter written to parents in 1970s is perfect.
536547921542791170,The letter from the 1970s is still relevant today.
536558567206420480,A letter from the 1970s is still relevant today.
536738726693847041,The following is a transcript of an interview.
536804445678755840,The letter from the 1970s is still relevant today.
536808074431184896,Another letter to parents from 1970s Lego.
536826622725218304,Lego sent a letter to parents from the 1970s.
536827853669941248,Aya wrote on Twitter that the Internet is not as useful as it used to be.
536835346932441088,@mattgallowayc asks why Lego is so popular.
536849906997415936,The same applies to adults too.
536871550184869888,The letter from Lego to parents is from the 1970s.
536915851233202176,A woman was killed by Taliban.
536962520477470720,The letter from Lego to parents from the 1970s is real.
536991428694376448,The letter to parents is from the 1970s.
537006518118273025,A letter from a 40-year-old girl to her parents is very powerful.
537355288295518210,Darren got $500k from ABC for an interview and $ 500k for donations.
537377960471166976,"According to Deray, someone paid Darren $500 for an interview."
537378640653475841,Darren was paid $500 for his interview.
537484793882361856,Tarek Fatah's daughter has committed suicide.
537913349338435584,A young woman was shot by a police officer.
537976883150077952,Mother of Taliban killed her son in revenge.
538010064591028224,Anon's mother was killed by Taliban militants.
538129041539092480,@deray wants ABC to make a public statement about the contract.
538133250066366464,A woman called Reza was killed in a gun battle.
538137715293061120,An Afghan woman was shot dead by Taliban.
538166788484509696,@GiveMeMyRights wants to know if it's ok to eat pork.
538193964479045633,Razarumi and Sydrza are talking about the killing of a woman.
538218607822770176,Abby lost her eye in a car accident.
538346377794031618,@KeeganNYC got shot by a cop.
538374385665449985,A pregnant woman was shot in the face by police.
538408710084001793,A woman was shot by police in Spain.
538412662858588160,Mike was a witness in a murder trial.
538724882461097986,"According to Deray, ABC didn't pay Darren for the interview."
538729383662338049,"According to Deray, ABC paid Darren Wilson for the murder of Trayvon Martin."
538760398003253248,@peddoc63 and @YoungBLK think it's a joke.
538847758032310272,"According to Nick Poristor and Christine Byers, Darren Wilson was paid for the interview."
538851683141304320,Wesley claims that Brian Stelter was paid by ABC.
538861627018579968,Lightbright doesn't know Obama's daughter is pregnant.
538900739880665088,The Daily News has published a story about a woman killed by Taliban.
538930446814703616,"According to Harikondabolu, he was paid a lot of money for an interview."
538975342011363328,Martin got paid a lot of money for an interview.
539052152602107904,Hatzolah is a news outlet.
539115704285270017,Obama's daughter is not pregnant.
539254751343681536,@peddoc63 and @WayneBogda are talking about something.
539658034382123008,A man has been shot in the head.
539799806039052288,The son of the ISIS leader has been arrested.
539813330983354368,Joshua was shot and killed in his car.
539833716852273152,A young man has been murdered.
540333359793451008,Michelle Obama's daughter is pregnant.
540643709465812992,Rambob is on Facebook.
542320823915536384,@CronkiteSays it's a satire.
542423103834296323,Perez hopes that Selena will be released early from prison.
542600886653292545,Perez wants her to stay in prison.
542860306603868160,@michellemalk took down the article.
543319210659971073,Pope Francis says there's a place for pets in heaven.
543436472842334209,Callisto is angry at Obama for appointing a Muslim woman as his assistant.
543443188934250496,There will be no more dogs in heaven.
543586319168196608,Pope doesn't believe in God.
544154048950435840,"The teen made $72,000 from trading yesterday."
544287209730236416,The Opera House has been evacuated.
544306719686656000,Jon wants to know if it's a good idea to evacuate the country.
544328894812549121,There is a rumor about a suicide.
544333764814323713,"The headband of Prince Khattab reads ""We are your soldiers""."
544457299667202048,NY made $72 million trading stocks on his lunch break.
544510450101415936,A cafe in Sydney is under siege.
544512910538838016,There was a shooting at a cafe in Sydney.
544514570367168512,There is a new video of a hostage situation in Sydney.
544523550519218176,Marrakech is excited about the appointment of a new Assistant Director of Homeland.
544567299102244864,Stuyvesant shares his views on the stock market.
544698560655400961,CNN broke a story about a 17-year-old girl with a net worth of $72 million.
544939287222165506,ISIS is using live scorpions to spread fear in Iraq.
545271117355958272,The company's logo was taken down by mistake.
546028163134808064,SmallBiz wants to set up a Twitter account.
547101266313089024,Bill Cosby tried to rape Emojis.
547158281005719552,Subaru is back on patrol in the snow.
547509900130021377,Visit_CostaRica shares a video of Save the Americans.
547514662695469057,The URL is https://www.facebook.com/pages/E
547525843749470208,Teletubby is 19 years old.
547587399728267264,Josh pranked Lin and gave him $100.
547670441754914816,The sun is 19 years old now.
547803254516490240,@BadAstronomer doesn't want to celebrate Jan. 4th.
547807913671405568,The URL is https://www.facebook.com/pages/
548672230134382592,Bobby has been stabbed to death by his cellmate.
549124560793374720,The president of Argentina is Jewish.
549599086073368576,The president of Argentina adopted a Jewish boy.
549920761423863808,A 17-year-old girl committed suicide.
549927969032916993,The first step is to get rid of something.
549964632883232768,A girl has been hit by a truck.
549975297160802304,A 17-year-old girl committed suicide.
549998575330275330,A 17-year-old transgender girl committed suicide.
550003619303788545,Transgender teen pleads for society to fix itself in Tumblr.
550038665653542913,The Internet is full of lies.
550095745161134080,A girl died in a car accident.
550175324634619904,A 17-year-old girl died in a car accident.
550279538278543360,It's not a good idea to use the wrong name.
550284252672450560,Leelah posted a suicide note on Tumblr.
551082055883563008,Donna Hillbillies died at the age of 81.
551097831851687938,Donna Clampett passed away.
551099691702956032,Donna Clampett passed away.
551103664124100608,Donna has died. She was a beautiful woman.
551106793959862272,May has died. She will be remembered on Twitter.
551106923601219585,Donna died at the age of 81.
551117430345711616,Air Arabia is planning to introduce gender segregation.
551120768164462592,Ellie passed away at the age of 81.
551123464640536576,"Donna Clampett, known for her role on ""The Beverly Hillbillies"", has died."
551128385850601472,"Donna Clampett, known for her role on ""The Beverly Hillbillies"", died."
551135925862805504,A 19-year-old girl wakes up during a brain surgery and asks the doctor how it's going.
551159366876147714,"Donna Clampett from ""The Beverly Hillbillies"" died."
551575491430211584,A 19-year-old girl woke up from a brain surgery.
551942365901250560,President Obama's daughter is wearing a pro-era T-shirt.
552112474913136641,President Obama's daughter wears a Pro Era t-shirt.
552146635707666433,President Obama's daughter wears a pro era t-shirt.
552457656666185728,A dog was abandoned at a railway station.
552498516225179650,A dog was abandoned at a Scottish railway station with a suitcase full of his belongings.
552568163431247873,A dog was found abandoned at the train station.
552615631246622721,A dog was found abandoned at the train station.
552661209204260864,A dog was found abandoned at the Scottish train station with its belongings.
552677176873455616,SpreadButter is mad at her for wearing a T-shirt with a picture of Obama.
552706985087361025,A dog was abandoned at a railway station.
552810448324943872,It's a shame that Muslims are killing each other for fun.
552816020403269632,The following is a cartoon by Mjr.
552821069036670976,HuffPost UK is sad about Charlie Hebdo's death.
552848620375261184,"According to Slate, the gunmen are members of al-Qaida."
553008832784642048,Banksy shares a tribute to Charlie Hebdo.
553016500492439552,@kowalshki sends a message to Banksy about his work.
553040930144792576,Huffington shares a tribute to Charlie Hebdo.
553061846081896449,Banksy's response to the #CharlieHebdo shooting.
553098571323437056,Banksy's take on
553099685888790528,@ThePoke has posted a sketch on Twitter.
553103772852191233,The URL is https://www.twitter.com/davis.
553115168084074497,The cartoon about the Charlie is powerful.
553115236992290816,The link to the article is broken.
553136604882014208,A tribute to Charlie has been posted on Twitter.
553164985460068352,The suspects have fired shots at a petrol station.
553169307824177152,The URL is https://www.facebook.com/pages/
553184482241814530,@juliamacfarlane is confused as to why someone left their ID in the car.
553186555150749696,Lucille Clerci is an artist.
553190393370923008,The following files are available under CC-BY-NC-ND
553212962044149761,Melissa wants to know when the attack will happen.
553228463998783488,For America is one nation under God.
553264892799488000,There is a link to a website that allows one to download a file.
553271856786968576,SpreadButter is angry at her parents for dressing their daughter in such a way.
553461741917863936,The BBC is looking for Charlie.
553467311261503488,There's a lot of work to be done.
553470492565602305,There's a fight in Paris.
553474188259102720,There was a shooting in Paris.
553501357156876290,The BBC broke the news.
553503184174710784,The suspects are prepared to die as martyrs.
553505242554175489,The police are trying to protect the innocent.
553518472798683136,The suspects are holed up in the north of Paris.
553538058440941568,Shots were fired at a kosher market in Paris. Several people were injured.
553544252563935234,At least two people have been killed in Paris.
553548567420628992,There is a connection between the two incidents.
553549686129561600,There was a shooting in a supermarket in France.
553550301886955520,Six people were taken hostage in a supermarket in Paris. One person was seriously hurt.
553575232867672064,A gunman threatened to kill at least five people in Paris.
553576010898497536,Gunman threatens to kill hostages in Paris if they are harmed.
553579224402235393,The police are looking for Kouachis.
553960736964476928,@vtchakarova and @laurence are talking about a police officer who committed suicide.
554343513887105024,A beer poisoned with crocodile bile killed 56 people in Mozambique.
554597409351671808,Jones killed himself and the police are not investigating it.
554655549896159233,@genesiaalves and @BDUTT find it sad that the commissioner committed suicide.
554688527435563008,Nearly 70 people died at a funeral after drinking contaminated beer.
554722567224049664,The snowman is an anti-Islamic symbol.
554886875303780352,The police chief killed himself after an attack.
554958414905094144,Saudi cleric is building a snowman.
554979642210549760,Mozambique's death toll rises to 72 due to poisoning of beer.
555003887753494528,A Saudi cleric declared that the building of snowmen is anti-Islamic.
555072815154475008,70 people died after drinking beer in Mozambique.
556541489388724224,@SamsungUS wants to know if it's time to break out the pen.
556873675941896193,Samsung has a new phone called Galaxy Note 4.
557621135320178688,Areal is one of 6 volcanoes located in Costa Rica.
557885928417816576,Joy wants the president to stop explaining to parents that they need government care for their children.
558312304753016832,Asiago Ranch is a work of art.
559787890402541568,Asunción is in the middle of Buenos Aires.
559863517151784960,Burger wants to see King.
560133068670140417,The law in Texas is different from in the UK.
560163341524807680,Silverado is going to kill someone in Texas.
560187970389819392,@act4america and @BreitbartNews are against Sharia law.
560207034545889281,"King tells Burger how to say ""I love you""."
560414522758799361,King wants McDonald's for breakfast.
560442390805090307,Jeff is listening to Squarespace's new playlist.
560474897013415936,Wendys is giving away a free Frosty with every purchase.
560873850846846978,Patriotic and Patriotic_me are against Sharia law.
561280944045576192,"Silverado, Peddoc and Lodi are against Sharia law."
561952533942661120,"Silverado @peddoc63, Lodi @Lodi, AmyMek @AmyMek and"
562090534945431552,Forbes predicted that Patriots would win 28-24.
562093717201616896,Madden predicted the Super Bowl's final score correctly.
562256876763901953,Forbes predicts a Patriots victory.
562313802369073153,The prediction of ABC was correct.
562387516964491265,Yammer wants to know if he should pay his fair share of taxes.
563117355254161408,The final score of SB49 was predicted by EAMadden.
563123548857053184,"@peddoc63, @FritoBandito, @AmyMek, @jkaccinni and @"
565999191982616577,Lizzie Winstead tweets a joke about a senator.
566089610485579776,@MomsDemand and @Wyowanderer don't like the fact that a politician supports gun control.
566999951449001984,@assholeofday says women are a lesser cut of meat.
567596847330373632,Krispy Kreme is advertising in the wrong place.
567765185407234049,"Complex wants to know who from Krispy Kreme thought ""KKK Wednesday"" is a good idea."
568075025418317826,Krispy Kreme apologizes for the Wednesday promo.
568452856224747520,@fart is trying to break up with someone.
568568737621630977,Macklemore has joined ISIS.
568571403756294144,Macklemore has joined ISIS.
568580363339091968,Macklemore has joined ISIS.
568589712644026368,Macklemore deleted a tweet.
568905632998412288,Someone trolled Complex into thinking that Macklemore joined ISIS.
569908998717243392,Jamie Dornan and Amelia are still in love.
570341828479725570,Jamie Dornan is leaving Fifty Shades of Grey.
570405783306944514,Jamie Dornan is leaving Fifty Shades of Grey.
571052823665704960,Carmine Zozzora is a fan of the Islamic State.
572002458647412736,@ffweekend is impressed with CJ's interview.
574004164570841088,The boy was punished for being late to school.
574062768896212992,ABC punished a boy for being late to class.
576319832800555008,The Internet is full of rumors.
576513463738109954,There's a lot of talk on Twitter about a man selling his car.
576829262927413248,The following is a link to the article.
580320684305416192,There is an accident at the airport.
580325090367315968,"Flightradar reports that the altitude has risen to 38,000 feet."
616686132387028992,@freakonomics thinks it's a bad idea to use plastic money.
621025025806577664,It's not easy to be a dwarf.
633397936563560449,There is no such thing as too much information.
640118021101604864,There's a reason why people don't want to talk about business on Twitter.
640182854928961536,The price of plastic bags has risen by 99%.
641665203046907904,@guardiantech has just invented a pencil.
643807909856415744,The wait for Amazon is over.
644321231618076673,Breaking news from T.W.
648993731169939456,There is no such thing as too much information.
650254360727973889,There's a problem with the link.
650710483289419776,There is no such thing as too much information.
650952376954650629,There's a lot going on at the moment.
650975967146602496,Rob Delaney is upset about the plastic bag ban.
651044059222556674,Pundamentalism complains about the price of plastic bags.
651486105628463105,@TOMMY_XP and @eslovv are laughing at each other.
651786568592658433,@fxnleisure thinks vegetarians shouldn't eat meat.
651858133304782848,@good shares a link to his Twitter account.
652300118205427716,There are 1 in 3 vegetarians in the world.
652349108653551616,Huffington is a vegetarian.
652982112870662144,Huffington is a vegetarian.
653285570383335424,The link to the video is not working.
653432177632387072,There's a lot of meat on the Internet.
655812191233417216,@robboma and @theawayfans are laughing at each other.
655815788675399680,@randomsillyshit and @piesports are laughing at a joke.
656361703664451585,Richard Lochhead wants to know how much money is being spent on plastic bags.
658755852199927808,There is no meat in America.
658938136299511808,There's a lot of meat in the internet.
661184793342775296,Davos wants to know what people do before breakfast.
663744139666804736,@mydaughtersarmy and @Bipartisanism are wrong.
665302351742275584,The Internet is in a state of emergency.
665317131597291520,There was a fight at a concert and two people were killed.
665498651742085124,Poland refuses to take in any more refugees.
670380354822348801,The New York Times shares a photo of a refugee family from Detroit.
674713782778654721,There are bright spots on the video.
675434959939756032,The New York Times is intolerant of Muslims.
676586804242309121,The New York Post is promoting abortion.
676970570160988160,@nprpolitics and @bretbaier are having a political debate.
677950378785271808,The Internet is coming back to our screens in January.
678277910537588737,The X Files shares a video with David DuChovny.
678733118648524800,NY books has a lot of good articles.
682548344690970624,The New Year's Eve celebrations are taking place around the world.
682629960826224646,There's a fire in Dubai.
683158807959089152,Yahoo shares a photo of a man who died in an elevator accident.
683731779342188545,Gawker and Iam don't agree on the name of the group.
684118654418419712,Victoria sends a video to TV Guide.
684488313512800256,The New York Times shared a photo of a man crying.
684878165714563072,Vista is no longer supported.
685232704774787072,A picture is worth a thousand words.
685473149291479040,It's Elvis' birthday today.
685633217160998912,It's Mr. Hawking's birthday today.
686421576904916992,Kourtney Kardash shares a picture of Kylie Jenner's make-up.
686422922894815233,Emily and Aisha love InStyle videos.
686493272806576128,The link to the article is from @Telegraph.
686527768327274497,Freakonomics lost his battle with cancer.
687617323235147776,Alan has died at the age of 69.
687617735833026560,@empiremagazine is talking about the interview he had with Mr. Magazine.
687630364936957952,There is nothing good about it.
687631811560763392,The BBC is breaking the news.
687632433483759616,BBC broke the news about the Oscar nominations.
687639526282498049,It's Oscar's birthday today.
687673284436082689,Alan died of a heart attack.
687674548712505346,Alan is dead. He was a great actor.
687734662249246724,@eonline and @b_hierholzer don't like each other.
687766167558164481,@eonline has a problem with a tweet.
687786822475366401,There's a new website with a new look.
687911282922631168,Al-Shabab attacked a BBC base in Somalia.
687945926774800385,BBC broke the news about a drug trial.
687956181646753792,The author is @empiremagazine.
688027085730897921,BBC broke the news about a drug trial.
688096910217879554,"President Obama is going to watch ""The Force Awakens"" on Netflix."
688110059553861634,WhiteHouse is angry with POTUS.
688147918113538049,Two people were killed in an attack on a hotel in Burkina Faso.
688281442162352128,There was an attack on a hotel in Burkina Faso.
688437279405305856,Celine's brother died of cancer.
688441130271289350,Boing is a Twitter account of Donald Trump.
688461902821855232,BBC is breaking the news about Iran.
688502260779843587,WhiteHouse wants to know if they are in compliance with the sanctions.
688520025754304512,"According to WhiteHouse, Iran has been blocked by the UN."
688751183645782016,President Obama won the Nobel Peace Prize for his efforts in the Middle East.
688752484966363136,The US is sanctioning Saudi Arabia for its support for terrorism.
688757736310484994,President Obama made a deal with Iran.
688763099298529280,Boing and Wilw are calling each other terrorists.
688763993633107968,POTUS wants to know how much money Iran got from the US.
688814621034213376,There was a murder in Iran.
688932211714818048,There is a problem with lead in the water.
689100941119848449,The BBC has arrested a Moroccan national in connection with the attack in Paris.
689103487880310785,At least 5 French soldiers died in an avalanche.
689208632148365314,The BBC broke the news that Glenn has died.
689214940679409664,Glenn died at the age of 67.
689236842454106113,President Obama needs to do something about unemployment.
689529955294777344,The BBC broke the news about a ceasefire between Colombia and the US.
689549346875031552,Jihadi was killed in a drone attack.
689555819059351552,BBC broke the news that Jihadi John is dead.
689650617464311813,Leo DiCaprio is giving away $15 million for environmental causes.
689694470779097088,Two people were killed in a school attack in Pakistan.
689719109785907200,The BBC is reporting that at least 19 people have been killed in Pakistan.
689722724470620161,Two students were killed in a school attack in Pakistan.
689798164287741953,A car bomb exploded near the Russian embassy in Kabul.
689799953330368513,Boing doesn't like Trump's supporters.
689833530197671936,2016 was the hottest year on record.
689853056440221696,There is a new planet orbiting the sun.
689922870689009664,Eminem has won an award at BET.
690137637810761728,The BBC broke the news about Litvinenko's murder.
690145844318834689,@newscientist shares a picture of a hug.
690174644071047168,FastCompany is a racist company.
690252631822864384,WhiteHouse is angry with POTUS for giving tax breaks to the auto industry.
690296550803636224,"WhiteHouse and POTUS are discussing the water crisis in Flint, Michigan."
690431187916099584,BBC has arrested a Korean student on charges of committing a crime.
690522824797196288,A BBC journalist has been sentenced to three-and-a-half years in prison.
690567125128351744,POTUS believes that a woman's right to have an abortion should be respected.
690670464440504320,It's snowing in POTUS's office.
690676539323740161,At least 5 people were killed in a school shooting in Saskatchewan.
690680310061756416,Five people were killed and two injured in a school shooting in Canada.
690915657106526208,The Internet is full of quotes from Davos.
690920430287331328,There's a search engine for everything.
690926324903317504,President Obama's health care law has made insurance more expensive.
690954487322796032,WhiteHouse complains about the cost of health insurance in the US.
690985215691354112,Trump's supporters are calling him a racist.
691006265137299456,WhiteHouse doesn't want to pay more for health insurance.
691027026552229888,Donald Trump's mother was from Scotland.
691064699853606913,It's snowing in Boston.
691206970074738688,The Guardian has nominated a person for the Nobel Peace Prize.
691299810553384960,People with pre-existing conditions can no longer be denied coverage.
691327238353129472,@TheOnion wants to know how much money can be spent on eagles.
691351064868732928,@TheOnion is having a bad day.
691380138710306816,TheOnion is celebrating 25 years of existence.
691380348379201536,The dogs are barking in the snow.
691410231549530112,The deadline to sign up for health insurance is almost here.
691564354567798784,Henry died of dehydration at the age of 44.
691600834707247104,There was a snowfall in New York today.
691616143161819136,The Paris Review has posted a link to an interesting article.
691632933170450435,There is no such thing as a free lunch.
691656866972209152,The road to hell is paved with good intentions.
691667941314662400,Boing is the name of a website.
691700082601758720,Ted Cruz is the most consistent conservative in the party.
691791477912014850,@TheOnion wants to know what she should do.
691809004356501505,WhiteHouse is angry with President Trump.
691889802724118532,A woman was attacked and killed by a man.
691976624665919488,A giraffe has been spotted on Channel.
691986377584549888,@cnnbrk wants to know how many people are starving in Syria.
692004901455556608,POTUS should be in prison for 2 years.
692023417575448576,@cnnbrk thinks the government should screen all adults for depression.
692024256520179712,InStyle shares a video with Ingrid Michaelson.
692031224227958789,BBC is breaking a story about an attack in San Diego.
692031514943582208,A BBC employee has been sentenced to 19 years in prison.
692046121250586624,Richard Dawkins is sceptical about the cost of solar power.
692047663211085825,@empiremagazine wants to know if Batman is the symbol of the magazine.
692056985513123840,There is no evidence of a crime at the hospital.
692063305297453060,There's a link to a story on the Internet.
692082337333534720,The President is doing the right thing.
692098463262216192,@mallories and @emmajill are talking about MTV.
692099058811453440,The BBC is reporting that iPhone sales are down.
692105324111761408,Abe has died. He was a good actor.
692113799546048513,Niall wants MTV to talk about him.
692113839387709444,@TheOnion is having a bad day.
692127290998784001,"Disney opened a new amusement park called ""TheOnion""."
692134022839955456,@TheOnion wants to know what he should do with his food.
692134721195786240,Shelley is hilarious on MTV.
692142338890661888,The Internet is a dangerous place.
692190570140340229,The BBC is breaking the news.
692217618778972161,@cnnbrk wants the police to bring the killer to justice.
692267960686284800,The minister has resigned in protest against the BBC.
692287441168900097,BBC broke the news about the new bedroom tax.
692290126282649601,Sky News has been declared guilty of breaking the law.
692332739824095234,Greece needs EU money to secure its borders.
692336523090509824,Denmark is intolerant of Chinese people.
692357775859564544,@TheOnion wants to talk to her friends.
