source_id,tweet_id,parent_idx,self_idx,num_parent,max_seq_len,text,veracity
544382892378714113,544382892378714113,None,1,2,21,five hostages escape sydney cafe siege — live updates from @buzzfeedoz URL URL,true
544382892378714113,544382892378714113_1,1,2,2,21,@BuzzFeedNews @BuzzFeed @BuzzFeedOz this really saddens me . Why can't people just get along ? Those people are innocent,true
544382892378714113,544382892378714113_2,1,3,2,21,“ @BuzzFeedNews : Five Hostages Escape Sydney Cafe Siege — Live Updates From @BuzzFeedOz $URL$ $URL$ ”,true
544382892378714113,544382892378714113_3,1,4,2,21,Gelukkig ! “ @BuzzFeedNews : 5 Hostages Escape Sydney Cafe Siege — Live Updates From @BuzzFeedOz $URL$ $URL$ ”,true
544382892378714113,544382892378714113_4,1,5,2,21,@WillPrado1 @BuzzFeedNews @BuzzFeedOz Is she an actress ? This photo makes my conspiracy senses tingle ... ya ' know ?,true
544391176137089024,544391176137089024,None,1,2,30,"hostage taker in sydney cafe demands isis flag and call with australian pm , sky news reports . URL #sydneysiege",true
544391176137089024,544391176137089024_1,1,2,2,30,"@cnni Yes , surely the Australian government has ISIS flags ready to give just for this moment .",true
544391176137089024,544391176137089024_2,1,3,2,30,@NickWaite7 @cnni we don't shoot in Australia,true
544391176137089024,544391176137089024_3,1,4,2,30,"@NickWaite7 @cnni it's crazy huh , they want to have a peaceful resolution then give him all the entitlements to make his life better   1C",true
544391176137089024,544391176137089024_4,1,5,2,30,"“ @cnni : Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM , Sky News reports . $URL$ #sydneysiege ”",true
544391176137089024,544391176137089024_5,1,6,2,30,@cnni just send em a Bart Simson flag w / the   49middle finger and a bullet,true
544391176137089024,544391176137089024_6,1,7,2,30,"@cnni So they noticed they had the wrong flag and decided to ask for the right one ... Wow , these ' terrorists ' sound supremely incompetent .",true
544391176137089024,544391176137089024_7,1,8,2,30,@cnni must be shot in head through snipers .,true
544391176137089024,544391176137089024_8,1,9,2,30,"MT “ @cnni : Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM , Sky News reports . #sydneysiege ”",true
544391176137089024,544391176137089024_9,1,10,2,30,@cnni he couldn't make his own eh ? he needs some diapers and wet napkins as well I'd say .,true
544391176137089024,544391176137089024_10,1,11,2,30,@cnni Shoot him,true
544391533240516608,544391533240516608,None,1,2,23,five hostages have escaped the besieged lindt cafe in #sydney | our latest update : URL URL,true
544391533240516608,544391533240516608_1,1,2,2,23,Terrorised “ @AJEnglish : 5 hostages escaped besieged Lindt Cafe in #Sydney | Our latest update : $URL$ $URL$,true
544391533240516608,544391533240516608_2,1,3,2,23,@AJEnglish  nFinancial Times : Explaining Bahrain's land reclamation controversy on Vimeo - $URL$,true
544391533240516608,544391533240516608_3,1,4,2,23,“ @AJEnglish : Five hostages have escaped the besieged Lindt Cafe in #Sydney | su cara lo dice todo ... $URL$ ”,true
544399927045283840,544399927045283840,None,1,4,26,"nsw police confirm 5 hostages have emerged from #sydneysiege and they are negotiating : "" it might take a bit of time "" URL",true
544399927045283840,544399927045283840_1,1,2,4,26,@BBCBreaking a bit of time isn't going to do much good if they start shooting,true
544399927045283840,544399927045283840_2,1,3,4,26,@BBCBreaking @BBCNews hoping everyone is freed unharmed ... The hostages must be terrified ! ! Swat team shoot the bastard ! !,true
544399927045283840,544399927045283840_3,1,4,4,26,@BBCBreaking they should not be putting this out there . What happens if someone informs the gunman . This could put lives at risk,true
544399927045283840,544399927045283840_4,1,5,4,26,@BBCBreaking @BBCNewsAus i dont believe anyone could be posting updates if they r are a hostage ... just saying ...,true
544399927045283840,544399927045283840_5,1,6,4,26,@BBCBreaking so let me get this straight . Sydney's being evacuated due to hostage situation in a cafe . Aussies are total pussies . #wtfff,true
544399927045283840,544399927045283840_6,1,7,4,26,@BBCBreaking and you thought reporting hostages are tweeting from inside would what ? keep them alive ? SHUT YOUR RECKLESS MOUTH,true
544399927045283840,544399927045283840_7,1,8,4,26,@BBCBreaking a simply stupid post by the BBC with no thought for lives #IdiotsAtBBC,true
544399927045283840,544399927045283840_8,6,9,4,26,@bizzyunderscore you scumbag,true
544399927045283840,544399927045283840_9,6,10,4,26,@bizzyunderscore @BBCBreaking Matt you clearly need too come out of the closet you fkn moron - what a ridiculous thing too say .,true
544399927045283840,544399927045283840_10,5,11,4,26,@CLowetweets @BBCBreaking @BBCNewsAus The gunman told them what 2 post ...,true
544399927045283840,544399927045283840_11,1,12,4,26,@BBCBreaking why tell the whole world you morons ...,true
544399927045283840,544399927045283840_12,1,13,4,26,Realmente interesante en #sydneysiege el papel que secuestradores dan a rrss : piden a secuestrados que tuiteen sus demandas @BBCBreaking,true
544399927045283840,544399927045283840_13,1,14,4,26,"@BBCBreaking Muslims , again .",true
544399927045283840,544399927045283840_14,1,15,4,26,“ In pictures : the #SydneySiege $URL$ Follow live updates : $URL$ $URL$ ” rt @BBCBreaking,true
544399927045283840,544399927045283840_15,1,16,4,26,Awful ! RT @BBCBreaking : the #SydneySiege $URL$ Follow live updates : $URL$ $URL$,true
544476808566276097,544476808566276097,None,1,4,30,tv channels have chosen not to show videos of hostages relaying #sydneysiege gunman's demands . URL URL,true
544476808566276097,544476808566276097_1,1,2,4,30,@SkyNews Just shoot him ! Marksman have clearly had enough opportunities to do so,true
544476808566276097,544476808566276097_2,1,3,4,30,@SkyNews #munich72,true
544476808566276097,544476808566276097_3,2,4,4,30,@Wossyboo92 @SkyNews They don't know whether or not he has a booby trapped bomb attached to his person . #EasyToCriticise,true
544476808566276097,544476808566276097_4,1,5,4,30,@SkyNews well done to all for doing whats right,true
544476808566276097,544476808566276097_5,1,6,4,30,@SkyNews @niccijsmith It is right thing.Burkha would deliberately spk to victims to give away positions of police.Learn News traders,true
544476808566276097,544476808566276097_6,1,7,4,30,@SkyNews $URL$,true
544476808566276097,544476808566276097_7,1,8,4,30,@SkyNews but the hateful Daily Mail is showing their faces,true
544476808566276097,544476808566276097_8,1,9,4,30,@SkyNews they're on $URL$,true
544476808566276097,544476808566276097_9,1,10,4,30,@SkyNews very bad to c tensed situation at sydney cafe ... terrorism shuld be wiped out of the world once for evr,true
544476808566276097,544476808566276097_10,1,11,4,30,@SkyNews @Asher_Wolf I just saw one of the videos here on @CBSThisMorning here in the US .,true
544476808566276097,544476808566276097_11,1,12,4,30,"@SkyNews @nitingokhale wish NDTV & other can learn even 1 % from this , NDTV costed soldiers ' lives in kargil and lives in 26/11 too , Said SC",true
544476808566276097,544476808566276097_12,1,13,4,30,"@ian_swann @Wossyboo92 @SkyNews This has nothing to do with Islam , just like ISIS ...",true
544476808566276097,544476808566276097_13,9,14,4,30,@NickMargerrison @SkyNews < < Dumbass #sockpuppetmedia .,true
544491151118860289,544491151118860289,None,1,2,24,"sydney hostage-taker - man monis , 49 - originally from iran - self-styled sheikh - accused of sexually assaulting 7 women developing ..",true
544491151118860289,544491151118860289_1,1,2,2,24,@PzFeed @MuhBooLuLu shit tell him to get on Cosby's level,true
544504183341064192,544504183341064192,None,1,2,30,"escaped #sydneysiege hostage , elly chen , a top student and skilled sportswoman URL URL",true
544504183341064192,544504183341064192_1,1,2,2,30,@staronline #Sydneysiege selfies  nhttp :/ / $URL$,true
544504183341064192,544504183341064192_2,1,3,2,30,@staronline Give her a gun maybe she'll end this.The Police are afraid of a shot gun . U should have got him B4 the World woke up this AM,true
544504183341064192,544504183341064192_3,1,4,2,30,"@staronline Asians be like  "" F $ ck this shit , I gotta go home and study  "" .",true
544504183341064192,544504183341064192_4,1,5,2,30,Why I need to be fit and a good to be fit   0F   0F @staronline @amirullnaim @90Kuonee,true
544511199702822913,544511199702822913,None,1,2,18,police move in : police confirm live ammunition used in martin place #sydneysiege,true
544511199702822913,544511199702822913_1,1,2,2,18,“ @7NewsSydney : POLICE MOVE IN : Police confirm live ammunition used in Martin Place #sydneysiege ”,true
544511199702822913,544511199702822913_2,1,3,2,18,$RESERVED$ @7NewsSydney : POLICE MOVE IN : Police confirm live ammunition used in Martin Place #sydneysiege,true
544511199702822913,544511199702822913_3,1,4,2,18,@7NewsSydney @XxPLWxX what else r they goin to use ... tea n fukin sympathy .,true
544511199702822913,544511199702822913_4,1,5,2,18,"@7NewsSydney @MarkSteynOnline LOL @  "" live ammunition .  "" You cheeky cunts .",true
544511199702822913,544511199702822913_5,1,6,2,18,@7NewsSydney @MarkSteynOnline that's good . Dead ammunition doesn't work too well,true
544512108885725184,544512108885725184,None,1,3,19,paramedics are currently carrying out a number of hostages in #martinpl . #sydneysiege #9news,true
544512108885725184,544512108885725184_1,1,2,3,19,$RESERVED$ @9NewsSyd : Paramedics are currently carrying out a number of hostages in #MartinPl . #SydneySiege #9News ”,true
544512108885725184,544512108885725184_2,1,3,3,19,@9NewsSyd @charlescwcooke I just pray the hostages will all live to see another day .,true
544512108885725184,544512108885725184_3,2,4,3,19,@blastedsilver @9NewsSyd Police stormed cafe .,true
544512108885725184,544512108885725184_4,2,5,3,19,@blastedsilver oh no !,true
544512108885725184,544512108885725184_5,1,6,3,19,$RESERVED$ @9NewsSyd : Paramedics are currently carrying out a number of hostages in #MartinPl . #SydneySiege #9News,true
544512108885725184,544512108885725184_6,1,7,3,19,“ @9NewsSyd : Paramedics are currently carrying out a number of hostages in #MartinPl . #SydneySiege #9News ”,true
544512664769396736,544512664769396736,None,1,2,24,"breaking : police enter #lindt cafe , hostages flee URL #sydneysiege URL",true
544512664769396736,544512664769396736_1,1,2,2,24,"“ @RT_com : BREAKING : Police enter #Lindt cafe , hostages flee $URL$ #sydneysiege $URL$ ”",true
544512664769396736,544512664769396736_2,1,3,2,24,"“ @RT_com : BREAKING : Police enter #Lindt cafe , hostages flee $URL$ #sydneysiege $URL$",true
544512664769396736,544512664769396736_3,1,4,2,24,Сеа знам кај живееш @Martin_Nikolic @RT_com @sasom64,true
544512664769396736,544512664769396736_4,1,5,2,24,@RT_com @MatthiasMeisner Das nenne ich mal handfesten Sensationsjournalismus . Auch von RT . Could you please not annoy me with needless info ?,true
544512676643500033,544512676643500033,None,1,2,25,breaking @skybusiness : freed hostage borne high from #sydneysiege w / c . 4 paramedic teams on the scene URL ( carsonscottli,true
544512676643500033,544512676643500033_1,1,2,2,25,“ @SkyNewsAust : BREAKIN freed hostage borne high from #sydneysiege w / c . 4 paramedic teams on the scene $URL$,true
544512676643500033,544512676643500033_2,1,3,2,25,@SkyNewsAust @SkyBusiness Why was this mongrel on bail ? $URL$,true
544512676643500033,544512676643500033_3,1,4,2,25,@SkyNewsAust @SkyBusiness you guys had the slowest report commentary in the world . Worst coverage of such a important part in our history :(,true
544513524438155264,544513524438155264,None,1,2,24,"sydney siege : police enter cafe as hostages flee the scene , gunfire heard , reports of an injured person – live URL",true
544513524438155264,544513524438155264_1,1,2,2,24,@guardiannews thanks so much for sharing . Just added it here : $URL$ $URL$,true
544514564407427072,544514564407427072,None,1,2,18,"police seem relaxed , suggesting all hostages are out and gunman no longer a threat URL #sydneysiege",true
544514564407427072,544514564407427072_1,1,2,2,18,@DailyMailAU @MailOnline $URL$,true
544514564407427072,544514564407427072_2,1,3,2,18,@DailyMailAU hmm,true
544515538383564801,544515538383564801,None,1,2,33,"haron monis , hostage-taker in #sydney : fled #iran 96 , suspect in ex-wife killing , 46 sex assaults URL URL",true
544515538383564801,544515538383564801_1,1,2,2,33,@Joyce_Karam @lucidite_92 Les #Australiens sont coupables : ils auraient dû expulser le preneur d'otage en #Iran depuis longtemps !,true
544515538383564801,544515538383564801_2,1,3,2,33,"@Joyce_Karam Yeah , I read about this joker this morning - alleged murder and sex assaults allegations really had my eyebrow raised !",true
544515538383564801,544515538383564801_3,1,4,2,33,@Joyce_Karam @eottolenghi Apparently he was out on bail ! Some judge has questions to answer .,true
544515538383564801,544515538383564801_4,1,5,2,33,@Joyce_Karam @HalaGorani in simple word a Mentle,true
544515538383564801,544515538383564801_5,1,6,2,33,"@Joyce_Karam @LibyaLiberty Lots of fancy words being used to describe him . I say - sick , deranged , * expletive * looking for  "" suicide by cop  "" .",true
544515538383564801,544515538383564801_6,1,7,2,33,@Joyce_Karam @LibyaLiberty Why was this mad man not behind bars ? Ugh,true
544515538383564801,544515538383564801_7,1,8,2,33,"@Joyce_Karam @blackrepublican 46 sex assaults , murdered wife AND STILL WALKING AROUND ! ! ! Unbelievable .. talk about a war on women ...",true
544515538383564801,544515538383564801_8,1,9,2,33,"@Joyce_Karam @blackrepublican BASTARD whined he was  "" tortured  "" in prison . Didn't have to jump 2 his death , burn to death or was beheaded",true
544517264054423552,544517264054423552,None,1,2,29,#breaking : police have confirmed that the #sydneysiege is over . #9news,true
544517264054423552,544517264054423552_1,1,2,2,29,“ @9NewsSyd : #BREAKING : Police have confirmed that the #SydneySiege is over . #9News ” Thank god ... Shoutout to all the police that saved us,true
544517264054423552,544517264054423552_2,1,3,2,29,@9NewsSyd Por Fin !,true
544517264054423552,544517264054423552_3,1,4,2,29,@9NewsSyd What a relief ! Glad everyone is mostly ok !,true
544517264054423552,544517264054423552_4,1,5,2,29,"“ @9NewsSyd : #BREAKING : Police have confirmed that the #SydneySiege is over . #9News ” so glad to hear , this was unreal !",true
544517264054423552,544517264054423552_5,1,6,2,29,“ @9NewsSyd : #BREAKING : Police have confirmed that the #SydneySiege is over . #9News ” best news,true
544517264054423552,544517264054423552_6,1,7,2,29,"“ @9NewsSyd : #BREAKING : Police have confirmed that the #SydneySiege is over . #9News ” I would not only like to thank God , but those policemen",true
544517264054423552,544517264054423552_7,1,8,2,29,“ @9NewsSyd : #BREAKING : Police have confirmed that the #SydneySiege is over . #9News ” thank god thank god thank you thank you thank you,true
544517264054423552,544517264054423552_8,1,9,2,29,@9NewsSyd THANKS GOD,true
544518335019229184,544518335019229184,None,1,2,27,#breaking : at least two people have died following the #sydneysiege . 5 people are being treated by paramedics .,true
544518335019229184,544518335019229184_1,1,2,2,27,“ @AusNewsNetwork : #BREAKING : At least two people have died following the #SydneySiege . 5 people are being treated by paramedics . ” nooo,true
544518335019229184,544518335019229184_2,1,3,2,27,@AusNewsNetwork,true
544518335019229184,544518335019229184_3,1,4,2,27,“ @AusNewsNetwork : #BREAKING : At least two people have died following the #SydneySiege . 5 people are being treated by paramedics . ” Please no,true
544518335019229184,544518335019229184_4,1,5,2,27,@AusNewsNetwork @Eagle_Vision not good news ...,true
544518335019229184,544518335019229184_5,1,6,2,27,“ @AusNewsNetwork : #BREAKING : At least two people have died following the #SydneySiege . 5 people are being treated by paramedics . ” :( (,true
544518335019229184,544518335019229184_6,1,7,2,27,@curlyIoser @AusNewsNetwork fuck fuck fuck no for gods sakes,true
544518335019229184,544518335019229184_7,1,8,2,27,@AusNewsNetwork NOO ..,true
544518335019229184,544518335019229184_8,1,9,2,27,@AusNewsNetwork @richellecox not confirmed,true
544520042810200064,544520042810200064,None,1,2,22,"#sydneysiege is over . 2 confirmed dead , #prayforsydney #prayforsydneyhostages #sydney #hostages",true
544520042810200064,544520042810200064_1,1,2,2,22,"No . Please no . “ @timsullivan23 : #sydneysiege is over . 2 confirmed dead , #PrayForSydney #PrayForSydneyHostages #Sydney #hostages ”",true
544520273718812672,544520273718812672,None,1,3,30,police confirm that #sydneysiege is finally over . two people reportedly injured after suffering gunshot wounds URL,true
544520273718812672,544520273718812672_1,1,2,3,30,@Angus_OL Angus ! ! They havent said anything about the gunman ? ?,true
544520273718812672,544520273718812672_2,1,3,3,30,@Angus_OL watching it live !,true
544520273718812672,544520273718812672_3,1,4,3,30,@Angus_OL so thankful everyone's safe it's been a long day,true
544520273718812672,544520273718812672_4,1,5,3,30,@Angus_OL THANK GAWD IT'S OVER,true
544520273718812672,544520273718812672_5,1,6,3,30,@Angus_OL I think it's 4 injured . I can't believe this is happening . I've also heard 2 people have died,true
544520273718812672,544520273718812672_6,1,7,3,30,@Angus_OL both dead angus   3 injured,true
544520273718812672,544520273718812672_7,1,8,3,30,@Angus_OL @vanilIapayne THATS THE LADY FROM THE VIDEO,true
544520273718812672,544520273718812672_8,1,9,3,30,@Angus_OL @horanosaur,true
544520273718812672,544520273718812672_9,1,10,3,30,"@Angus_OL The 6 of us are watching this unfold , I'm shaking , My heart goes out to the hostages and their families . $URL$",true
544520273718812672,544520273718812672_10,8,11,3,30,@emaccaz_ omfg it is,true
544520273718812672,544520273718812672_11,1,12,3,30,"@Angus_OL thank god its over , they're finally safe , although some are wounded . what a terrifying thing to be put through :(",true
544520273718812672,544520273718812672_12,1,13,3,30,@Angus_OL :(,true
552783667052167168,552783667052167168,None,1,2,26,"france : 10 people dead after shooting at hq of satirical weekly newspaper #charliehebdo , according to witnesses URL",true
552783667052167168,552783667052167168_1,1,2,2,26,MT @euronews France : 10 dead after shooting at HQ of satirical weekly #CharlieHebdo . If Zionists / Jews did this they'd be nuking Israel,true
552783667052167168,552783667052167168_2,1,3,2,26,@Nuno_Rodrigo5 @euronews islamistas o taraos ?,true
552783667052167168,552783667052167168_3,1,4,2,26,@euronews @TradeDesk_Steve A French crime of passion or another heathen moslem atrocity ?,true
552785375161499649,552785375161499649,None,1,2,19,breaking : 10 reportedly shot dead at paris hq of french weekly charlie hebdo URL,true
552785375161499649,552785375161499649_1,1,2,2,19,"Nowhere is safe anymore ?  "" @independent",true
552785375161499649,552785375161499649_2,1,3,2,19,@Independent How dreadful .,true
552785375161499649,552785375161499649_3,1,4,2,19,@Independent why does one feel that this may have something to so with freedom of speech - $URL$,true
552791196247269378,552791196247269378,None,1,3,24,"breaking : at least 10 killed in shooting at french satirical newspaper charlie hebdo , paris prosecutor's office says . URL",true
552791196247269378,552791196247269378_1,1,2,3,24,@cnni 11 died,true
552791196247269378,552791196247269378_2,1,3,3,24,@cnni 11 Killed now,true
552791196247269378,552791196247269378_3,1,4,3,24,@cnni How could this happen ? France has pretty restrictive gun laws .,true
552791196247269378,552791196247269378_4,1,5,3,24,@cnni 11 killed,true
552791196247269378,552791196247269378_5,1,6,3,24,@cnni oh my gosh,true
552791196247269378,552791196247269378_6,1,7,3,24,@cnni prayers being sent,true
552791196247269378,552791196247269378_7,1,8,3,24,@cnni,true
552791196247269378,552791196247269378_8,1,9,3,24,@cnni Omg ... what is the world turning into . ..,true
552791196247269378,552791196247269378_9,1,10,3,24,@cnni A person killed his own son & daughter bcz authority neglected his rights of social security benefits . $URL$,true
552791196247269378,552791196247269378_10,1,11,3,24,"@cnni when will we hear good new like the people are living in peace , hmmm ... killing every day",true
552791196247269378,552791196247269378_11,1,12,3,24,@cnni @ndtv @BBCBreaking SAD indeed ...,true
552791196247269378,552791196247269378_12,1,13,3,24,@cnni May God have mercy on our world . Not France this time for these killings,true
552791196247269378,552791196247269378_13,1,14,3,24,"“ @cnni : BREAKING : At least 10 killed in shooting at French satirical newspaper Charlie Hebdo , Paris prosecutor's office says .",true
552791196247269378,552791196247269378_14,7,15,3,24,@Sh8knKnotSterd @cnni thank you,true
552791578893619200,552791578893619200,None,1,2,27,eleven dead in shooting at paris offices of satirical magazine charlie hebdo – live updates URL,true
552791578893619200,552791578893619200_1,1,2,2,27,"@guardian @Flap muslims , , this is the magazine that published the Mohamed cartoon a few years ago",true
552791578893619200,552791578893619200_2,1,3,2,27,Shit ... “ @guardian : Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates $URL$ ”,true
552791578893619200,552791578893619200_3,1,4,2,27,“ @guardian : Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates $URL$ ”,true
552791578893619200,552791578893619200_4,1,5,2,27,“ @guardian : Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo live updates $URL$ ” how horrific !,true
552791578893619200,552791578893619200_5,1,6,2,27,Horrific : “ @guardian : Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates $URL$ ”,true
552791578893619200,552791578893619200_6,1,7,2,27,@guardian This is their true colour :-(,true
552791578893619200,552791578893619200_7,1,8,2,27,@guardian disgusting,true
552791578893619200,552791578893619200_8,1,9,2,27,@guardian Shocking news .,true
552791578893619200,552791578893619200_9,1,10,2,27,“ @guardian : Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates $URL$ ” More tragedy,true
552791578893619200,552791578893619200_10,1,11,2,27,“ @guardian : Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates $URL$ ”   4F #Prayers,true
552791578893619200,552791578893619200_11,1,12,2,27,Appalling and so tragic . “ @guardian : 11 dead in shooting at Paris offices of satirical magazine Charlie Hebdo $URL$ ”,true
552791578893619200,552791578893619200_12,1,13,2,27,@galaturco @guardian Your prophet ? Laughable your book is cut and pasted Torah and Christian translation . Scourge of the planet = ISLAM,true
552792544132997121,552792544132997121,None,1,4,23,breaking charlie hebdo latest : 11 dead 10 wounded ( five critical ) two gunmen unaccounted for URL URL,true
552792544132997121,552792544132997121_1,1,2,4,23,Horrific “ @Independent : BREAKING Charlie Hebdo latest : 11 dead 10 wounded ( five critical ) two gunmen unaccounted for $URL$,true
552792544132997121,552792544132997121_2,1,3,4,23,@Independent  nShould we blame the provocative or the provoked ? ?,true
552792544132997121,552792544132997121_3,3,4,4,23,You are a mad cunt @RajaChemayel @cpjskippy @Independent go fuck yourself $URL$,true
552792544132997121,552792544132997121_4,4,5,4,23,@smallthunderdog @RajaChemayel @cpjskippy @Independent invitation to go how far ?,true
552792544132997121,552792544132997121_5,3,6,4,23,@RajaChemayel @smallthunderdog @cpjskippy @Independent To murder ? In the name of a peaceful religion ?,true
552792802309181440,552792802309181440,None,1,2,23,#charliehebdo - 11 dead including 2 police in paris shooting . photo @martinbureau1 #afp URL,true
552792802309181440,552792802309181440_1,1,2,2,23,“ @AFPphoto : #CharlieHebdo - 11 dead including 2 police in Paris shooting . Photo @MartinBureau1 #AFP $URL$ ”,true
552792802309181440,552792802309181440_2,1,3,2,23,Et merde . “ @AFPphoto : #CharlieHebdo - 11 dead including 2 police in Paris shooting . Photo @MartinBureau1 #AFP $URL$ ”,true
552792802309181440,552792802309181440_3,1,4,2,23,Oh my God ! ! ! RT @AFPphoto #CharlieHebdo - 11 dead including 2 police in Paris shooting . $URL$,true
552792802309181440,552792802309181440_4,1,5,2,23,@galaturco @AFPphoto how do you know that the attackers were muslims ?,true
552792802309181440,552792802309181440_5,1,6,2,23,@AFPphoto @MartinBureau1 Cazeneuve responsable !,true
552792802309181440,552792802309181440_6,1,7,2,23,“ @AFPphoto : #CharlieHebdo - 11 dead including 2 police in Paris shooting . Photo @MartinBureau1 #AFP $URL$ ” #tragedy,true
552792913910833152,552792913910833152,None,1,2,26,at least 11 dead in shooting at hq of #charliehebdo in #paris ( police source ) URL,true
552792913910833152,552792913910833152_1,1,2,2,26,$RESERVED$ @FRANCE24 At least 11 dead in shooting at HQ of #CharlieHebdo in #Paris ( police source )  nhttps :/ / $URL$,true
552792913910833152,552792913910833152_2,1,3,2,26,“ @FRANCE24 : At least 11 dead in shooting at HQ of #CharlieHebdo in #Paris ( police source )  nhttps :/ / $URL$ ”,true
552792913910833152,552792913910833152_3,1,4,2,26,@FRANCE24 This is the future of Europe . Thank you ...,true
552792913910833152,552792913910833152_4,1,5,2,26,@herself311 @FRANCE24 France is a very beautiful country,true
552793679082311680,552793679082311680,None,1,2,23,"11 confirmed dead , francois hollande to visit scene of attack - latest from paris : URL URL",true
552793679082311680,552793679082311680_1,1,2,2,23,"Sickening  "" @Telegraph : 11 confirmed dead , Francois Hollande to visit scene of attack : $URL$ $URL$ ”",true
552793679082311680,552793679082311680_2,1,3,2,23,Hi @Telegraph this is the photo of our journalist @WilliamMolinie please credit him at least .,true
552793679082311680,552793679082311680_3,1,4,2,23,@Telegraph Photo shows attackers are at least trained & possibly experienced with combat weapons . More tracking needed of overseas fighters .,true
552802654641225728,552802654641225728,None,1,2,24,charlie hebdo shooting latest : 12 dead and gunmen still at large URL URL,true
552802654641225728,552802654641225728_1,1,2,2,24,Dua belas .  n  nRT @thei100 : Charlie Hebdo shooting latest : 12 dead and gunmen still at large $URL$ $URL$,true
552802654641225728,552802654641225728_2,1,3,2,24,paris terrorist attack “ @thei100 : Charlie Hebdo shooting latest : 12 dead & gunmen still at large $URL$ $URL$ ”,true
552802654641225728,552802654641225728_3,1,4,2,24,@thei100 @Karachiet good,true
552802654641225728,552802654641225728_4,1,5,2,24,@thei100 @Independent your readers love Muslim multiculturalism so they can look forward to this in the UK soon .,true
552802654641225728,552802654641225728_5,1,6,2,24,Horrible ! “ @thei100 : Charlie Hebdo shooting latest : 12 dead and gunmen still at large $URL$ $URL$ ”,true
552805488631758849,552805488631758849,None,1,3,26,"at least 12 killed in today's attack on satirical magazine #charliehebdo in paris , official says . URL",true
552805488631758849,552805488631758849_1,1,2,3,26,"“ @cnnbrk : At least 12 killed in today's attack on satirical magazine #CharlieHebdo in Paris , official says . $URL$ ”",true
552805488631758849,552805488631758849_2,1,3,3,26,@cnnbrk insulting others people faith cannot be called freedom of speech . Chief editor is one to blame . I Do not justify monsters-jail them,true
552805488631758849,552805488631758849_3,1,4,3,26,"@cnnbrk Western leaders created terrorists with various Arabic  "" springs  "" by mercenaries jihadists.It was INEVITABLE to go west .",true
552805488631758849,552805488631758849_4,1,5,3,26,@cnnbrk Islamic terror . Empowered by media that makes excuses for it . Can't blame the Jews 4 this CNN . THIS is Islam,true
552805488631758849,552805488631758849_5,5,6,3,26,@DaliaChai @hassanbasmer @cnnbrk they are discusting animals,true
552805488631758849,552805488631758849_6,1,7,3,26,"@hassanbasmer Muslims are being persecuted for their religion ? In Pakistan , Nigeria or Paris ? @DaliaChai @cnnbrk #CharlieHebdo",true
552805488631758849,552805488631758849_7,1,8,3,26,@darjaved7 @DaliaChai @Chusid2015 bro thats hate not jews are bad I think its the zionist and far right who want to kill anyone who opposes,true
552806757672964097,552806757672964097,None,1,2,24,"update : 12 now confirmed dead in #charliehebdo attack in paris , @ap is reporting . story : URL ( ap ) URL",true
552806757672964097,552806757672964097_1,1,2,2,24,@USATODAY the drawer Cabu was killed during the attack,true
552806757672964097,552806757672964097_2,1,3,2,24,"“ @USATODAY : 12 now confirmed dead in #CharlieHebdo attack in Paris , @AP is reporting : $URL$ ( AP ) $URL$ ”",true
552806757672964097,552806757672964097_3,1,4,2,24,"@USATODAY @GovtsTheProblem @AP And Francistan will just roll over and do nothing . French Jews , get out while you can !",true
552806757672964097,552806757672964097_4,1,5,2,24,@seb746138 @USATODAY @AP seb 746138 SEE that -> $URL$,true
552806757672964097,552806757672964097_5,1,6,2,24,@USATODAY @usmanmanzoor @AP Very sad .  n  nAmazing QTablet  nhttp :/ / $URL$,true
552811386259386370,552811386259386370,None,1,2,30,at least 12 dead in the paris shooting . updated story and background info : URL #charliehebdo URL,true
552811386259386370,552811386259386370_1,1,2,2,30,@WSJ I did not think the French knew what a gun was or how to use one . There arms expertise was on par with the Italians-experts at dropping,true
552811386259386370,552811386259386370_2,1,3,2,30,"I just feel sick RT  "" @WSJ : At least 12 dead in Paris shooting . Updated story : $URL$ #CharlieHebdo $URL$ ”",true
552811386259386370,552811386259386370_3,1,4,2,30,Awful . RT @WSJ : At least 12 dead in the Paris shooting . $URL$ #CharlieHebdo $URL$,true
552811386259386370,552811386259386370_4,1,5,2,30,"@WSJ Our prayers goes out to good people of France at this moment . Violence , hatred & injustice have no place on our world ...",true
552811386259386370,552811386259386370_5,1,6,2,30,@WSJ History shows disproportionate share of major religions starting in Middle East . That indicates people with no sense of humor.Stay out,true
552811386259386370,552811386259386370_6,1,7,2,30,“ @WSJ : At least 12 dead in the Paris shooting . Updated story and background info : $URL$ #CharlieHebdo $URL$,true
552811386259386370,552811386259386370_7,1,8,2,30,“ @WSJ : At least 12 dead in the Paris shooting . $URL$ #CharlieHebdo $URL$,true
